Unnamed: 0,UTC time,carbon_intensity,coal,nat_gas,nuclear,oil,hydro,solar,wind,biomass,geothermal,unknown
41016,2023-09-06 00:00:00,190.08,2000.0,41480.0,26996.0,188.0,3956.0,96.0,12172.0,2900.0,0.0,320.0
41017,2023-09-06 01:00:00,181.65,1944.0,37376.0,27120.0,188.0,3644.0,96.0,12096.0,2924.0,0.0,324.0
41018,2023-09-06 02:00:00,178.0,1884.0,36084.0,27220.0,192.0,3744.0,88.0,12060.0,2928.0,0.0,320.0
41019,2023-09-06 03:00:00,178.69,1964.0,36180.0,27276.0,184.0,3696.0,84.0,12096.0,2932.0,0.0,328.0
41020,2023-09-06 04:00:00,177.83,1968.0,38012.0,27296.0,192.0,4944.0,112.0,13224.0,2912.0,0.0,324.0
41021,2023-09-06 05:00:00,177.9,1988.0,40560.0,27296.0,176.0,7440.0,120.0,13496.0,2880.0,0.0,316.0
41022,2023-09-06 06:00:00,177.6,2284.0,41684.0,27304.0,172.0,7512.0,3244.0,12696.0,2848.0,0.0,328.0
41023,2023-09-06 07:00:00,140.06,2412.0,35244.0,27312.0,168.0,6568.0,22040.0,11036.0,2884.0,0.0,316.0
41024,2023-09-06 08:00:00,98.01,2560.0,25720.0,27336.0,176.0,5152.0,44960.0,10500.0,2808.0,0.0,316.0
41025,2023-09-06 09:00:00,87.36,2652.0,24644.0,27340.0,172.0,4136.0,57420.0,11032.0,2720.0,0.0,336.0
41026,2023-09-06 10:00:00,86.43,2704.0,25332.0,27320.0,176.0,4736.0,61048.0,10828.0,2776.0,0.0,332.0
41027,2023-09-06 11:00:00,89.12,2760.0,26836.0,27288.0,176.0,4564.0,62272.0,10916.0,2776.0,0.0,336.0
41028,2023-09-06 12:00:00,89.89,2696.0,26976.0,27272.0,184.0,3976.0,60940.0,11680.0,2748.0,0.0,336.0
41029,2023-09-06 13:00:00,89.36,2600.0,26904.0,27264.0,188.0,4040.0,59444.0,13032.0,2700.0,0.0,332.0
41030,2023-09-06 14:00:00,95.24,2372.0,29664.0,27264.0,176.0,4068.0,55320.0,14904.0,2780.0,0.0,324.0
41031,2023-09-06 15:00:00,108.58,2144.0,34600.0,27264.0,176.0,3780.0,48160.0,16064.0,2828.0,0.0,336.0
41032,2023-09-06 16:00:00,138.17,2040.0,45452.0,27252.0,204.0,4384.0,35412.0,17080.0,2820.0,0.0,352.0
41033,2023-09-06 17:00:00,170.54,2280.0,53132.0,27260.0,236.0,7688.0,16724.0,16672.0,2840.0,0.0,352.0
41034,2023-09-06 18:00:00,189.25,2440.0,55856.0,27268.0,240.0,11596.0,3556.0,16432.0,2848.0,0.0,352.0
41035,2023-09-06 19:00:00,192.91,2260.0,56048.0,27280.0,240.0,10740.0,1088.0,17108.0,2824.0,0.0,344.0
41036,2023-09-06 20:00:00,194.71,2176.0,54436.0,27276.0,220.0,9016.0,832.0,16268.0,2836.0,0.0,340.0
41037,2023-09-06 21:00:00,189.22,2140.0,48884.0,27208.0,200.0,7632.0,728.0,15700.0,2840.0,0.0,352.0
41038,2023-09-06 22:00:00,177.28,2088.0,40704.0,27188.0,164.0,5744.0,328.0,16004.0,2804.0,0.0,332.0
41039,2023-09-06 23:00:00,167.58,1984.0,36236.0,27208.0,160.0,5264.0,188.0,16256.0,2872.0,0.0,320.0
