UTC time,coal,nat_gas,nuclear,oil,hydro,solar,wind,biomass,geothermal,unknown
2023-12-12 00:00:00,784.0,13064.0,25596.0,64.0,17640.0,128.0,46308.0,2556.0,0.0,344.0
2023-12-12 01:00:00,784.0,13564.0,25716.0,64.0,16972.0,128.0,46448.0,2596.0,0.0,356.0
2023-12-12 02:00:00,784.0,13316.0,25764.0,64.0,17020.0,128.0,45824.0,2600.0,0.0,332.0
2023-12-12 03:00:00,784.0,12512.0,25756.0,64.0,17304.0,128.0,44896.0,2584.0,0.0,332.0
2023-12-12 04:00:00,784.0,12756.0,25780.0,64.0,17372.0,128.0,46128.0,2572.0,0.0,332.0
2023-12-12 05:00:00,784.0,15328.0,25888.0,64.0,16880.0,128.0,48092.0,2516.0,0.0,328.0
2023-12-12 06:00:00,792.0,19048.0,26004.0,64.0,21216.0,128.0,48644.0,2564.0,0.0,320.0
2023-12-12 07:00:00,892.0,19056.0,26164.0,64.0,23628.0,412.0,48516.0,2588.0,0.0,360.0
2023-12-12 08:00:00,908.0,18448.0,26196.0,64.0,23596.0,6444.0,48072.0,2564.0,0.0,360.0
2023-12-12 09:00:00,984.0,14552.0,26292.0,64.0,20780.0,17868.0,46968.0,2484.0,0.0,348.0
2023-12-12 10:00:00,992.0,12804.0,26032.0,64.0,19212.0,23792.0,47208.0,2448.0,0.0,360.0
2023-12-12 11:00:00,992.0,11632.0,26184.0,64.0,18328.0,29016.0,47360.0,2452.0,0.0,356.0
2023-12-12 12:00:00,992.0,10504.0,26676.0,64.0,18308.0,30676.0,50508.0,2500.0,0.0,352.0
2023-12-12 13:00:00,992.0,11120.0,26720.0,64.0,18328.0,28888.0,53108.0,2548.0,0.0,352.0
2023-12-12 14:00:00,992.0,13480.0,26640.0,68.0,18268.0,25792.0,53012.0,2524.0,0.0,352.0
2023-12-12 15:00:00,992.0,17320.0,26760.0,120.0,20464.0,18420.0,51400.0,2460.0,0.0,332.0
2023-12-12 16:00:00,992.0,21724.0,26780.0,160.0,24568.0,5740.0,50448.0,2468.0,0.0,336.0
2023-12-12 17:00:00,860.0,22592.0,26792.0,180.0,25556.0,380.0,53852.0,2424.0,0.0,316.0
2023-12-12 18:00:00,752.0,22692.0,26892.0,192.0,25108.0,256.0,56852.0,2456.0,0.0,340.0
2023-12-12 19:00:00,752.0,23276.0,26984.0,192.0,25848.0,212.0,56276.0,2516.0,0.0,360.0
2023-12-12 20:00:00,752.0,23808.0,27004.0,164.0,25676.0,212.0,57808.0,2500.0,0.0,372.0
2023-12-12 21:00:00,752.0,18864.0,26996.0,108.0,22356.0,164.0,60684.0,2464.0,0.0,400.0
2023-12-12 22:00:00,752.0,13156.0,26996.0,80.0,18364.0,128.0,61996.0,2472.0,0.0,400.0
2023-12-12 23:00:00,752.0,11040.0,26984.0,72.0,16916.0,124.0,60752.0,2432.0,0.0,364.0
