Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,oil,hydro,solar,wind,biomass,geothermal,unknown
42552,2023-11-09 00:00:00,2024-07-17 00:00:00,3.1,60.46,1248.0,13008.0,20224.0,100.0,18040.0,128.0,43940.0,2040.0,0.0,324.0
42553,2023-11-09 01:00:00,2024-07-17 00:00:00,3.1,57.45,1248.0,12108.0,20224.0,104.0,16764.0,128.0,45572.0,2064.0,0.0,332.0
42554,2023-11-09 02:00:00,2024-07-17 00:00:00,3.1,56.36,1248.0,11744.0,20224.0,84.0,15700.0,128.0,46268.0,2088.0,0.0,320.0
42555,2023-11-09 03:00:00,2024-07-17 00:00:00,3.1,57.01,1176.0,12268.0,20224.0,80.0,16912.0,116.0,45904.0,2100.0,0.0,320.0
42556,2023-11-09 04:00:00,2024-07-17 00:00:00,3.1,60.98,1104.0,13508.0,20220.0,80.0,17068.0,128.0,44876.0,2064.0,0.0,332.0
42557,2023-11-09 05:00:00,2024-07-17 00:00:00,3.1,64.66,1176.0,14524.0,20208.0,88.0,15980.0,124.0,45948.0,2028.0,0.0,328.0
42558,2023-11-09 06:00:00,2024-07-17 00:00:00,3.1,75.23,1200.0,18652.0,20208.0,96.0,18180.0,192.0,45936.0,2064.0,0.0,324.0
42559,2023-11-09 07:00:00,2024-07-17 00:00:00,3.1,75.09,1208.0,19568.0,20212.0,96.0,21776.0,1596.0,44832.0,2088.0,0.0,332.0
42560,2023-11-09 08:00:00,2024-07-17 00:00:00,3.1,62.38,1208.0,16540.0,20220.0,100.0,21196.0,10916.0,44248.0,2072.0,0.0,368.0
42561,2023-11-09 09:00:00,2024-07-17 00:00:00,3.1,47.66,1356.0,12568.0,20212.0,96.0,18424.0,23112.0,46320.0,1948.0,0.0,364.0
42562,2023-11-09 10:00:00,2024-07-17 00:00:00,3.1,41.28,1400.0,11156.0,20208.0,88.0,18464.0,31472.0,46460.0,1992.0,0.0,356.0
42563,2023-11-09 11:00:00,2024-07-17 00:00:00,3.1,41.42,1400.0,11624.0,20208.0,80.0,17640.0,35520.0,46044.0,2072.0,0.0,332.0
42564,2023-11-09 12:00:00,2024-07-17 00:00:00,3.1,39.43,1396.0,11188.0,20212.0,80.0,17208.0,38516.0,46660.0,2008.0,0.0,336.0
42565,2023-11-09 13:00:00,2024-07-17 00:00:00,3.1,37.57,1312.0,10780.0,20208.0,80.0,17368.0,40468.0,46444.0,2004.0,0.0,356.0
42566,2023-11-09 14:00:00,2024-07-17 00:00:00,3.1,42.87,1248.0,13088.0,20208.0,80.0,18408.0,39344.0,45704.0,1984.0,0.0,340.0
42567,2023-11-09 15:00:00,2024-07-17 00:00:00,3.1,57.22,1248.0,17648.0,20208.0,80.0,19092.0,33324.0,40520.0,1964.0,0.0,312.0
42568,2023-11-09 16:00:00,2024-07-17 00:00:00,3.1,83.3,1304.0,24676.0,20208.0,92.0,23220.0,12572.0,39692.0,2072.0,0.0,320.0
42569,2023-11-09 17:00:00,2024-07-17 00:00:00,3.1,95.67,1368.0,26368.0,20208.0,124.0,24588.0,1428.0,38780.0,2108.0,0.0,320.0
42570,2023-11-09 18:00:00,2024-07-17 00:00:00,3.1,98.24,1328.0,26888.0,20208.0,128.0,25064.0,560.0,37348.0,2096.0,0.0,320.0
42571,2023-11-09 19:00:00,2024-07-17 00:00:00,3.1,96.46,1296.0,26080.0,20212.0,144.0,24720.0,528.0,37400.0,2096.0,0.0,328.0
42572,2023-11-09 20:00:00,2024-07-17 00:00:00,3.1,89.54,1256.0,23684.0,20220.0,148.0,23284.0,412.0,39948.0,2068.0,0.0,336.0
42573,2023-11-09 21:00:00,2024-07-17 00:00:00,3.1,85.56,1284.0,21996.0,20224.0,108.0,22216.0,324.0,40744.0,2060.0,0.0,336.0
42574,2023-11-09 22:00:00,2024-07-17 00:00:00,3.1,76.66,1248.0,18884.0,20224.0,96.0,19908.0,232.0,43592.0,2028.0,0.0,336.0
42575,2023-11-09 23:00:00,2024-07-17 00:00:00,3.1,65.43,1256.0,15000.0,20220.0,96.0,18584.0,220.0,45196.0,1952.0,0.0,324.0
