UTC time,coal,nat_gas,nuclear,oil,hydro,solar,wind,biomass,avg_solar_production_forecast,avg_wind_production_forecast
2019-01-04 06:00:00,0.0,7263.0,55977.0,217.0,6395.0,0.0,2978.0,597.0,0.0,2168.0
2019-01-04 07:00:00,0.0,7363.0,56081.0,216.0,6930.0,141.0,2848.0,596.0,0.0,2056.0
2019-01-04 08:00:00,0.0,7403.0,56144.0,217.0,7564.0,617.0,2570.0,596.0,178.0,1944.0
2019-01-04 09:00:00,0.0,7426.0,56084.0,217.0,7822.0,1588.0,2259.0,596.0,1055.0,1832.0
2019-01-04 10:00:00,0.0,7393.0,56087.0,217.0,7273.0,2536.0,1754.0,598.0,2119.0,1707.0
2019-01-04 11:00:00,0.0,7183.0,56173.0,217.0,6935.0,2941.0,1588.0,599.0,2799.0,1582.0
2019-01-04 12:00:00,0.0,7208.0,56165.0,217.0,6506.0,2990.0,1552.0,600.0,3001.0,1458.0
2019-01-04 13:00:00,0.0,7251.0,56107.0,218.0,5741.0,2399.0,1693.0,600.0,2683.0,1557.0
2019-01-04 14:00:00,0.0,7269.0,56104.0,218.0,5405.0,1508.0,1786.0,596.0,1871.0,1656.0
2019-01-04 15:00:00,0.0,7290.0,56124.0,217.0,5908.0,576.0,1824.0,596.0,753.0,1755.0
2019-01-04 16:00:00,0.0,7451.0,56126.0,217.0,6997.0,127.0,2003.0,596.0,51.0,1950.0
2019-01-04 17:00:00,0.0,7792.0,56122.0,217.0,7438.0,0.0,2350.0,594.0,0.0,2144.0
2019-01-04 18:00:00,0.0,7759.0,56128.0,217.0,7895.0,0.0,2404.0,597.0,0.0,2339.0
2019-01-04 19:00:00,0.0,7662.0,56157.0,218.0,6938.0,0.0,2326.0,597.0,0.0,2278.0
2019-01-04 20:00:00,0.0,7667.0,56169.0,217.0,6029.0,0.0,2590.0,597.0,0.0,2218.0
2019-01-04 21:00:00,0.0,7573.0,55905.0,216.0,5413.0,0.0,2618.0,598.0,0.0,2158.0
2019-01-04 22:00:00,0.0,7609.0,55245.0,216.0,5337.0,0.0,2567.0,599.0,0.0,2202.0
2019-01-04 23:00:00,0.0,7649.0,53905.0,214.0,4960.0,0.0,2501.0,600.0,0.0,2099.0
2019-01-05 00:00:00,0.0,7716.0,53729.0,214.0,4437.0,0.0,2581.0,599.0,0.0,2081.0
2019-01-05 01:00:00,0.0,7654.0,53379.0,214.0,3820.0,0.0,2564.0,599.0,0.0,2167.0
2019-01-05 02:00:00,0.0,7649.0,53544.0,214.0,3257.0,0.0,2444.0,599.0,0.0,2252.0
2019-01-05 03:00:00,0.0,7744.0,53722.0,214.0,3109.0,0.0,2391.0,601.0,0.0,2338.0
2019-01-05 04:00:00,0.0,7650.0,53370.0,214.0,3129.0,0.0,2559.0,599.0,0.0,2390.0
2019-01-05 05:00:00,0.0,7557.0,53557.0,214.0,3308.0,0.0,2723.0,598.0,0.0,2442.0
2019-01-05 06:00:00,0.0,7678.0,53588.0,214.0,3958.0,0.0,2785.0,597.0,0.0,2495.0
2019-01-05 07:00:00,0.0,7608.0,53150.0,213.0,4566.0,146.0,2835.0,598.0,0.0,2518.0
2019-01-05 08:00:00,0.0,7593.0,53335.0,214.0,5396.0,639.0,2766.0,599.0,174.0,2540.0
2019-01-05 09:00:00,0.0,7724.0,53413.0,215.0,5903.0,1808.0,2640.0,595.0,1017.0,2562.0
2019-01-05 10:00:00,0.0,7636.0,53609.0,215.0,5504.0,2725.0,2559.0,596.0,1981.0,2577.0
2019-01-05 11:00:00,0.0,7689.0,53751.0,214.0,5642.0,3082.0,2666.0,598.0,2591.0,2593.0
2019-01-05 12:00:00,0.0,7566.0,54063.0,214.0,5177.0,2990.0,2905.0,592.0,2807.0,2609.0
2019-01-05 13:00:00,0.0,7563.0,54049.0,214.0,4637.0,2566.0,3009.0,581.0,2573.0,2700.0
2019-01-05 14:00:00,0.0,7568.0,53911.0,215.0,4428.0,1678.0,3046.0,591.0,1832.0,2791.0
2019-01-05 15:00:00,0.0,7613.0,54436.0,215.0,4119.0,624.0,3035.0,594.0,741.0,2882.0
2019-01-05 16:00:00,0.0,7542.0,54582.0,215.0,4515.0,123.0,3037.0,597.0,51.0,2896.0
2019-01-05 17:00:00,0.0,7622.0,54679.0,214.0,6007.0,0.0,3060.0,596.0,0.0,2910.0
2019-01-05 18:00:00,0.0,7706.0,54724.0,215.0,6165.0,0.0,3014.0,598.0,0.0,2924.0
2019-01-05 19:00:00,0.0,7638.0,54808.0,215.0,5199.0,0.0,2971.0,599.0,0.0,2834.0
2019-01-05 20:00:00,0.0,7613.0,54782.0,214.0,4504.0,0.0,2790.0,599.0,0.0,2745.0
2019-01-05 21:00:00,0.0,7363.0,54519.0,215.0,4444.0,0.0,2746.0,600.0,0.0,2655.0
2019-01-05 22:00:00,0.0,7498.0,54157.0,214.0,4633.0,0.0,2641.0,598.0,0.0,2580.0
2019-01-05 23:00:00,0.0,7342.0,53770.0,215.0,4274.0,0.0,2586.0,602.0,0.0,2489.0
2019-01-06 00:00:00,0.0,7106.0,53363.0,215.0,3413.0,0.0,2467.0,604.0,0.0,2368.0
2019-01-06 01:00:00,0.0,6765.0,53338.0,215.0,3053.0,0.0,2535.0,602.0,0.0,2433.0
2019-01-06 02:00:00,0.0,6314.0,53156.0,216.0,2670.0,0.0,2526.0,603.0,0.0,2498.0
2019-01-06 03:00:00,0.0,6291.0,53168.0,215.0,2377.0,0.0,2473.0,603.0,0.0,2562.0
2019-01-06 04:00:00,0.0,5754.0,53693.0,215.0,2382.0,0.0,2405.0,604.0,0.0,2523.0
2019-01-06 05:00:00,0.0,6299.0,54519.0,215.0,2459.0,0.0,2209.0,601.0,0.0,2483.0
2019-01-06 06:00:00,0.0,6589.0,54645.0,215.0,2461.0,0.0,2052.0,603.0,0.0,2444.0
2019-01-06 07:00:00,0.0,6877.0,54594.0,216.0,2689.0,140.0,1958.0,602.0,0.0,2316.0
2019-01-06 08:00:00,0.0,7251.0,54871.0,216.0,3200.0,534.0,1872.0,602.0,166.0,2187.0
2019-01-06 09:00:00,0.0,7596.0,55065.0,215.0,3728.0,1268.0,1769.0,572.0,923.0,2059.0
2019-01-06 10:00:00,0.0,7671.0,55169.0,216.0,4377.0,1813.0,1719.0,573.0,1782.0,2062.0
2019-01-06 11:00:00,0.0,7685.0,55231.0,215.0,5023.0,2010.0,1673.0,574.0,2412.0,2066.0
2019-01-06 12:00:00,0.0,7549.0,55051.0,215.0,4234.0,1953.0,1667.0,574.0,2649.0,2069.0
2019-01-06 13:00:00,0.0,7587.0,55031.0,215.0,4124.0,1571.0,1667.0,578.0,2371.0,2025.0
2019-01-06 14:00:00,0.0,7854.0,54921.0,215.0,3571.0,975.0,1684.0,577.0,1669.0,1981.0
2019-01-06 15:00:00,0.0,8020.0,55458.0,215.0,3492.0,354.0,1663.0,578.0,676.0,1938.0
2019-01-06 16:00:00,0.0,7879.0,55847.0,216.0,4050.0,109.0,1645.0,596.0,47.0,1952.0
2019-01-06 17:00:00,0.0,8042.0,56165.0,215.0,5440.0,0.0,1628.0,598.0,0.0,1965.0
2019-01-06 18:00:00,0.0,7822.0,56086.0,215.0,5579.0,0.0,1628.0,596.0,0.0,1978.0
2019-01-06 19:00:00,0.0,7661.0,55995.0,215.0,4966.0,0.0,1623.0,596.0,0.0,2026.0
2019-01-06 20:00:00,0.0,7466.0,55963.0,215.0,3749.0,0.0,1519.0,597.0,0.0,2074.0
2019-01-06 21:00:00,0.0,7436.0,56016.0,215.0,3204.0,0.0,1506.0,595.0,0.0,2122.0
2019-01-06 22:00:00,0.0,7539.0,55862.0,215.0,3276.0,0.0,1568.0,596.0,0.0,2087.0
2019-01-06 23:00:00,0.0,7330.0,55846.0,216.0,3512.0,0.0,1544.0,595.0,0.0,2128.0
2019-01-07 00:00:00,0.0,7096.0,55717.0,215.0,2892.0,0.0,1524.0,596.0,0.0,2143.0
2019-01-07 01:00:00,0.0,6882.0,55481.0,215.0,2866.0,0.0,1501.0,596.0,0.0,2062.0
2019-01-07 02:00:00,0.0,6575.0,55088.0,216.0,2581.0,0.0,1424.0,593.0,0.0,1980.0
2019-01-07 03:00:00,0.0,6402.0,55015.0,216.0,2436.0,0.0,1370.0,592.0,0.0,1898.0
2019-01-07 04:00:00,0.0,6977.0,55638.0,215.0,2620.0,0.0,1412.0,594.0,0.0,1811.0
2019-01-07 05:00:00,0.0,7330.0,55738.0,215.0,3676.0,0.0,1422.0,595.0,0.0,1725.0
2019-01-07 06:00:00,0.0,7370.0,56144.0,216.0,5543.0,0.0,1445.0,598.0,0.0,1638.0
2019-01-07 07:00:00,0.0,7610.0,56201.0,216.0,6846.0,141.0,1466.0,598.0,0.0,1762.0
2019-01-07 08:00:00,0.0,7757.0,56180.0,215.0,7153.0,536.0,1466.0,596.0,184.0,1885.0
2019-01-07 09:00:00,0.0,7796.0,56182.0,215.0,7422.0,1208.0,1473.0,594.0,986.0,2008.0
2019-01-07 10:00:00,0.0,7803.0,56153.0,215.0,7578.0,1737.0,1517.0,597.0,1903.0,2145.0
2019-01-07 11:00:00,0.0,7689.0,56134.0,215.0,7702.0,1978.0,1607.0,601.0,2437.0,2282.0
2019-01-07 12:00:00,0.0,7543.0,56101.0,215.0,7834.0,1975.0,1777.0,604.0,2528.0,2420.0
2019-01-07 13:00:00,0.0,7555.0,56067.0,216.0,7915.0,1598.0,2005.0,603.0,2293.0,2658.0
2019-01-07 14:00:00,0.0,7575.0,56049.0,215.0,6372.0,1000.0,2302.0,588.0,1606.0,2896.0
2019-01-07 15:00:00,0.0,7571.0,56230.0,215.0,6132.0,368.0,2526.0,599.0,663.0,3135.0
2019-01-07 16:00:00,0.0,7656.0,56067.0,216.0,7476.0,113.0,2992.0,601.0,46.0,3593.0
2019-01-07 17:00:00,0.0,7762.0,56079.0,216.0,8005.0,0.0,3647.0,603.0,0.0,4050.0
2019-01-07 18:00:00,0.0,7679.0,56093.0,216.0,7826.0,0.0,4254.0,603.0,0.0,4507.0
2019-01-07 19:00:00,0.0,7579.0,55645.0,216.0,6649.0,0.0,4839.0,603.0,0.0,5113.0
2019-01-07 20:00:00,0.0,7726.0,55739.0,215.0,5518.0,0.0,5429.0,602.0,0.0,5718.0
2019-01-07 21:00:00,0.0,7597.0,55544.0,215.0,4662.0,0.0,6094.0,602.0,0.0,6324.0
2019-01-07 22:00:00,0.0,7494.0,55398.0,215.0,4372.0,0.0,6653.0,601.0,0.0,6753.0
2019-01-07 23:00:00,0.0,6056.0,55259.0,216.0,3787.0,0.0,6916.0,602.0,0.0,6490.0
2019-01-08 00:00:00,13.333333333333334,4066.0,55124.0,217.0,3076.0,0.0,7081.0,604.0,0.0,6732.0
2019-01-08 01:00:00,17.444444444444446,3455.0,54738.0,217.0,2787.0,0.0,7077.0,606.0,0.0,6913.0
2019-01-08 02:00:00,16.14814814814815,3306.0,52259.0,217.0,2727.0,0.0,7138.0,610.0,0.0,7091.0
2019-01-08 03:00:00,14.049382716049385,3402.0,51657.0,217.0,2714.0,0.0,7313.0,611.0,0.0,7270.0
2019-01-08 04:00:00,13.34979423868313,3842.0,53117.0,216.0,2878.0,0.0,7279.0,609.0,0.0,6925.0
2019-01-08 05:00:00,12.78326474622771,5485.0,54817.0,216.0,3981.0,0.0,6820.0,608.0,0.0,6579.0
2019-01-08 06:00:00,12.594421582075904,7185.0,55397.0,216.0,6217.0,0.0,6468.0,600.0,0.0,6231.0
2019-01-08 07:00:00,12.8648071940253,7750.0,55440.0,215.0,6996.0,136.0,6155.0,597.0,0.0,6002.0
2019-01-08 08:00:00,12.621602398008434,8020.0,55511.0,216.0,6775.0,398.0,5914.0,597.0,157.0,5773.0
2019-01-08 09:00:00,12.873867466002812,7887.0,55446.0,215.0,6734.0,791.0,5724.0,596.0,817.0,5544.0
2019-01-08 10:00:00,12.624622488667605,7957.0,55456.0,216.0,6611.0,1178.0,5630.0,602.0,1556.0,5755.0
2019-01-08 11:00:00,12.8748741628892,7738.0,55489.0,216.0,6433.0,1394.0,5976.0,613.0,1992.0,5967.0
2019-01-08 12:00:00,12.6249580542964,7526.0,55491.0,217.0,6155.0,1322.0,6016.0,607.0,2069.0,6178.0
2019-01-08 13:00:00,12.541652684765468,7466.0,55447.0,217.0,6294.0,1135.0,5742.0,608.0,1832.0,6146.0
2019-01-08 14:00:00,12.180550894921822,7612.0,55403.0,217.0,6082.0,675.0,5747.0,605.0,1310.0,6115.0
2019-01-08 15:00:00,12.726850298307276,7542.0,55511.0,217.0,6185.0,307.0,5603.0,605.0,543.0,6085.0
2019-01-08 16:00:00,13.242283432769092,7518.0,55510.0,217.0,6764.0,132.0,5545.0,611.0,42.0,6118.0
2019-01-08 17:00:00,13.414094477589698,7723.0,55379.0,217.0,7681.0,0.0,5790.0,622.0,0.0,6152.0
2019-01-08 18:00:00,13.471364825863231,7864.0,55258.0,218.0,7796.0,0.0,5879.0,625.0,0.0,6185.0
2019-01-08 19:00:00,13.490454941954413,7777.0,55240.0,217.0,7199.0,0.0,5673.0,624.0,0.0,6083.0
2019-01-08 20:00:00,13.496818313984804,7723.0,55313.0,217.0,6101.0,0.0,5784.0,618.0,0.0,5982.0
2019-01-08 21:00:00,13.1656061046616,7834.0,55342.0,217.0,5325.0,0.0,5724.0,611.0,0.0,5880.0
2019-01-08 22:00:00,13.388535368220532,7688.0,55179.0,216.0,5047.0,0.0,5801.0,610.0,0.0,5941.0
2019-01-08 23:00:00,20.097133842055133,6308.0,55154.0,216.0,5089.0,0.0,5775.0,612.0,0.0,6214.0
2019-01-09 00:00:00,40.0,5223.0,55058.0,216.0,4375.0,0.0,5953.0,612.0,0.0,6270.0
2019-01-09 01:00:00,39.0,5077.0,54674.0,217.0,3294.0,0.0,6318.0,612.0,0.0,6542.0
2019-01-09 02:00:00,31.0,4513.0,53861.0,217.0,3157.0,0.0,6374.0,613.0,0.0,6814.0
2019-01-09 03:00:00,26.0,4593.0,54337.0,217.0,3087.0,0.0,6476.0,614.0,0.0,7085.0
2019-01-09 04:00:00,26.0,4779.0,54678.0,217.0,3347.0,0.0,6624.0,614.0,0.0,7201.0
2019-01-09 05:00:00,25.0,6153.0,55421.0,217.0,4193.0,0.0,6654.0,622.0,0.0,7315.0
2019-01-09 06:00:00,25.0,7813.0,55595.0,216.0,6081.0,0.0,6519.0,618.0,0.0,7427.0
2019-01-09 07:00:00,26.0,8227.0,55697.0,217.0,7349.0,156.0,6192.0,617.0,0.0,7179.0
2019-01-09 08:00:00,25.0,8273.0,55708.0,217.0,7688.0,560.0,5813.0,623.0,179.0,6932.0
2019-01-09 09:00:00,26.0,8292.0,55728.0,217.0,7616.0,1381.0,5618.0,626.0,909.0,6684.0
2019-01-09 10:00:00,25.0,8199.0,55700.0,217.0,6988.0,2275.0,5522.0,623.0,1702.0,6939.0
2019-01-09 11:00:00,26.0,8065.0,55618.0,217.0,6540.0,2721.0,5879.0,623.0,2209.0,7193.0
2019-01-09 12:00:00,25.0,8129.0,55615.0,217.0,6270.0,2439.0,6326.0,618.0,2369.0,7446.0
2019-01-09 13:00:00,25.0,8108.0,55669.0,217.0,5799.0,1794.0,6424.0,614.0,2131.0,7336.0
2019-01-09 14:00:00,24.0,8191.0,55686.0,217.0,5595.0,1106.0,6103.0,618.0,1527.0,7225.0
2019-01-09 15:00:00,26.0,8041.0,55714.0,216.0,5706.0,441.0,5935.0,619.0,653.0,7116.0
2019-01-09 16:00:00,27.0,8351.0,55750.0,216.0,6646.0,150.0,5621.0,619.0,52.0,6732.0
2019-01-09 17:00:00,27.0,8409.0,55746.0,217.0,8110.0,0.0,5460.0,619.0,0.0,6348.0
2019-01-09 18:00:00,27.0,8468.0,55745.0,216.0,8337.0,0.0,5506.0,621.0,0.0,5964.0
2019-01-09 19:00:00,27.0,8329.0,55735.0,216.0,7825.0,0.0,5650.0,618.0,0.0,5715.0
2019-01-09 20:00:00,27.0,8385.0,55524.0,216.0,6300.0,0.0,5568.0,617.0,0.0,5465.0
2019-01-09 21:00:00,26.0,8245.0,54686.0,217.0,6295.0,0.0,5269.0,619.0,0.0,5214.0
2019-01-09 22:00:00,27.0,7755.0,54198.0,216.0,6218.0,0.0,5089.0,620.0,0.0,5022.0
2019-01-09 23:00:00,27.0,7677.0,54162.0,217.0,4761.0,0.0,4908.0,618.0,0.0,4586.0
2019-01-10 00:00:00,26.0,7734.0,54358.0,217.0,3458.0,0.0,4499.0,620.0,0.0,4372.0
2019-01-10 01:00:00,26.0,7714.0,54179.0,217.0,3475.0,0.0,4266.0,625.0,0.0,4229.0
2019-01-10 02:00:00,25.0,7664.0,54462.0,217.0,3416.0,0.0,4085.0,627.0,0.0,4085.0
2019-01-10 03:00:00,26.0,7541.0,54644.0,218.0,3550.0,0.0,4002.0,629.0,0.0,3944.0
2019-01-10 04:00:00,26.0,7728.0,54794.0,218.0,3727.0,0.0,4048.0,628.0,0.0,3837.0
2019-01-10 05:00:00,39.0,8353.0,54991.0,217.0,5777.0,0.0,3781.0,628.0,0.0,3728.0
2019-01-10 06:00:00,176.0,8479.0,54959.0,320.0,8514.0,0.0,3695.0,630.0,0.0,3619.0
2019-01-10 07:00:00,253.0,8567.0,54968.0,704.0,10582.0,168.0,3450.0,629.0,0.0,3395.0
2019-01-10 08:00:00,416.0,8605.0,54950.0,1206.0,10772.0,741.0,3066.0,633.0,201.0,3171.0
2019-01-10 09:00:00,504.0,8660.0,54965.0,1300.0,10523.0,1832.0,2617.0,631.0,1097.0,2947.0
2019-01-10 10:00:00,509.0,8699.0,54987.0,1311.0,9748.0,2765.0,2232.0,634.0,2083.0,2730.0
2019-01-10 11:00:00,602.0,8656.0,55065.0,1293.0,9136.0,3184.0,2089.0,633.0,2685.0,2513.0
2019-01-10 12:00:00,663.0,8649.0,55074.0,826.0,9354.0,3010.0,2157.0,632.0,2843.0,2296.0
2019-01-10 13:00:00,669.0,8428.0,55030.0,218.0,9254.0,2539.0,2333.0,630.0,2600.0,2374.0
2019-01-10 14:00:00,696.0,8512.0,55005.0,217.0,8934.0,1731.0,2417.0,629.0,1847.0,2452.0
2019-01-10 15:00:00,788.0,8600.0,55004.0,218.0,9257.0,696.0,2293.0,630.0,768.0,2532.0
2019-01-10 16:00:00,894.0,8692.0,55030.0,218.0,10550.0,155.0,2275.0,632.0,63.0,2633.0
2019-01-10 17:00:00,921.0,8673.0,55060.0,218.0,11283.0,0.0,2288.0,634.0,0.0,2736.0
2019-01-10 18:00:00,918.0,8641.0,55113.0,217.0,10945.0,0.0,2303.0,632.0,0.0,2840.0
