datetime,param,level,latitude,longitude,3 hr acc,6 hr acc,9 hr acc,12 hr acc,15 hr acc,18 hr acc,21 hr acc,24 hr acc,27 hr acc,30 hr acc,33 hr acc,36 hr acc,39 hr acc,42 hr acc,45 hr acc,48 hr acc,51 hr acc,54 hr acc,57 hr acc,60 hr acc,63 hr acc,66 hr acc,69 hr acc,72 hr acc,75 hr acc,78 hr acc,81 hr acc,84 hr acc,87 hr acc,90 hr acc,93 hr acc,96 hr acc
2023-06-27 00:00:00,APCP,surface,31.5,-83.0,1.32061290780424,2.161342237743023,2.7881188814778097,3.0831369712539587,3.379225499954913,3.488210695252772,3.5675712795341887,3.6155762693288502,3.641016384541233,3.684928757526682,3.7145671504992404,3.7348360131013854,3.7493781788337732,3.7507069604146595,3.751807425825629,3.751807425825629,3.751807425825629,3.751807425825629,3.751807425825629,3.7524700107249274,3.7529121371682566,3.7529121371682566,3.7529121371682566,3.7529121371682566,3.7578285595645866,3.7960266739284982,3.9927212055082,5.299756606773503,6.0442364893934535,6.049241449527782,6.075873441540981,6.169999176235437
