datetime,creation_time (UTC),version,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_coal_production_forecast,avg_nat_gas_production_forecast,avg_nuclear_production_forecast,avg_oil_production_forecast,avg_hydro_production_forecast,avg_solar_production_forecast,avg_wind_production_forecast,avg_other_production_forecast
2023-08-15 00:00:00,2023-08-21 20:44:56,3.0,2.622426487311192,297.58433571333234,293.91571600385475,3.920059385609113,0.969042247449916,4836.23503,7412.75554,7978.32981,0.0,3572.21923,8490.21013,,inf
2023-08-15 01:00:00,2023-08-21 20:44:56,3.0,2.622426487311192,297.58433571333234,293.91571600385475,3.920059385609113,0.969042247449916,4711.75772,7344.54717,7975.87135,0.0,2902.73973,3869.55998,,inf
2023-08-15 02:00:00,2023-08-21 20:44:56,3.0,2.622426487311192,297.58433571333234,293.91571600385475,3.920059385609113,0.969042247449916,4657.7472,7233.09424,7984.74366,0.0,2214.06494,504.79999,,inf
2023-08-15 03:00:00,2023-08-21 20:44:56,3.0,2.622426487311192,297.58433571333234,293.91571600385475,3.920059385609113,0.969042247449916,4485.30676,7080.02594,7980.42551,0.0,1638.37289,0.0,,inf
2023-08-15 04:00:00,2023-08-21 20:44:56,3.0,2.4617052428171475,295.86302410679446,293.2460911558329,3.920059385609113,0.969042247449916,4323.08512,6650.9952,7979.12344,0.0,1180.74587,0.0,,inf
2023-08-15 05:00:00,2023-08-21 20:44:56,3.0,2.4617052428171475,295.86302410679446,293.2460911558329,3.920059385609113,0.969042247449916,4106.65139,6233.34626,7979.49992,0.0,754.66083,0.0,,inf
2023-08-15 06:00:00,2023-08-21 20:44:56,3.0,2.4617052428171475,295.86302410679446,293.2460911558329,3.920059385609113,0.969042247449916,4023.65532,5928.00907,7977.48463,0.0,292.2039,0.0,,inf
2023-08-15 07:00:00,2023-08-21 20:44:56,3.0,2.357886726475834,294.43098452046934,292.6555060922341,1.960095047416208,1.7814183449267311,3948.24445,5727.986,8011.441,0.0,75.98329,0.0,,inf
2023-08-15 08:00:00,2023-08-21 20:44:56,3.0,2.357886726475834,294.43098452046934,292.6555060922341,1.960095047416208,1.7814183449267311,3893.58857,5589.35555,7990.75691,0.0,0.0,0.0,,inf
2023-08-15 09:00:00,2023-08-21 20:44:56,3.0,2.357886726475834,294.43098452046934,292.6555060922341,1.960095047416208,1.7814183449267311,3792.92994,5548.93301,8013.33663,0.0,0.0,0.0,,inf
2023-08-15 10:00:00,2023-08-21 20:44:56,3.0,2.2218938593953115,294.1550734274237,292.4489003352446,0.0,2.053095800797863,3713.58657,5754.75888,8045.98573,0.0,169.37739,0.0,,inf
2023-08-15 11:00:00,2023-08-21 20:44:56,3.0,2.2218938593953115,294.1550734274237,292.4489003352446,0.0,2.053095800797863,3655.90522,6064.76379,8005.68977,0.0,395.34897,0.0,,inf
2023-08-15 12:00:00,2023-08-21 20:44:56,3.0,2.2218938593953115,294.1550734274237,292.4489003352446,0.0,2.053095800797863,3727.65433,6291.32605,8016.1588,0.0,637.00536,0.01,,inf
2023-08-15 13:00:00,2023-08-21 20:44:56,3.0,3.6484856692429695,299.58319743577187,291.6634233890122,6.4353076637128375,2.1832874792861734,3864.46422,6609.63265,8007.14697,0.0,947.69979,866.55003,,inf
2023-08-15 14:00:00,2023-08-21 20:44:56,3.0,3.6484856692429695,299.58319743577187,291.6634233890122,6.4353076637128375,2.1832874792861734,4014.82979,7067.83482,8000.52974,0.0,1250.6947,4860.91011,,inf
2023-08-15 15:00:00,2023-08-21 20:44:56,3.0,3.6484856692429695,299.58319743577187,291.6634233890122,6.4353076637128375,2.1832874792861734,4143.02853,7513.05307,8020.75931,0.0,1644.83067,9522.1697,,inf
2023-08-15 16:00:00,2023-08-21 20:44:56,3.0,4.378185418010348,302.9366541964702,290.2968571210586,395.1657000539702,2.299995233552309,4307.6327,7879.21715,7999.48402,0.0,2152.75983,11764.73041,,inf
2023-08-15 17:00:00,2023-08-21 20:44:56,3.0,4.378185418010348,302.9366541964702,290.2968571210586,395.1657000539702,2.299995233552309,4388.13308,8075.49172,7990.83732,0.0,2766.7311,12553.22042,,inf
2023-08-15 18:00:00,2023-08-21 20:44:56,3.0,4.378185418010348,302.9366541964702,290.2968571210586,395.1657000539702,2.299995233552309,4489.67886,8185.31084,7982.20385,0.0,3386.54523,12866.43,,inf
2023-08-15 19:00:00,2023-08-21 20:44:56,3.0,4.748681340646818,303.05017565229446,289.3133366083563,597.7786587021462,2.5301697164138983,4545.2904,8240.67655,8004.10676,0.0,3767.72499,12869.17944,,inf
2023-08-15 20:00:00,2023-08-21 20:44:56,3.0,4.748681340646818,303.05017565229446,289.3133366083563,597.7786587021462,2.5301697164138983,4620.3503,8099.0937,8001.13277,0.0,4028.25558,12677.90966,,inf
2023-08-15 21:00:00,2023-08-21 20:44:56,3.0,4.748681340646818,303.05017565229446,289.3133366083563,597.7786587021462,2.5301697164138983,4701.68037,7984.11375,7990.95035,0.0,4276.19812,12353.17991,,inf
2023-08-15 22:00:00,2023-08-21 20:44:56,3.0,3.456192683553545,298.0195361699323,290.2588706125239,730.297408243966,2.6261750084704523,4675.72183,7793.43371,7984.48637,0.0,4313.51063,11785.96047,,inf
2023-08-15 23:00:00,2023-08-21 20:44:56,3.0,3.456192683553545,298.0195361699323,290.2588706125239,730.297408243966,2.6261750084704523,4604.42447,7516.74843,7932.1308,0.0,4101.05786,10743.62947,,inf
2023-08-16 00:00:00,2023-08-21 20:44:56,3.0,3.456192683553545,298.0195361699323,290.2588706125239,730.297408243966,2.6261750084704523,4717.23268,6713.72324,7892.82901,0.0,3288.78331,95.18612,0.0,
2023-08-16 01:00:00,2023-08-21 20:44:56,3.0,2.568839682005249,293.73440454716655,289.32003944259463,515.9130202196258,2.7949702767978915,4618.23166,6587.55159,7890.57581,0.0,2791.75053,93.84137,0.0,inf
2023-08-16 02:00:00,2023-08-21 20:44:56,3.0,2.568839682005249,293.73440454716655,289.32003944259463,515.9130202196258,2.7949702767978915,4587.39844,6461.65124,7899.32373,0.0,2255.10899,134.43394,0.0,
2023-08-16 03:00:00,2023-08-21 20:44:56,3.0,2.568839682005249,293.73440454716655,289.32003944259463,515.9130202196258,2.7949702767978915,4444.03283,6313.38863,7895.47571,0.0,1790.29775,164.25469,0.0,
2023-08-16 04:00:00,2023-08-21 20:44:56,3.0,1.9701767444651228,291.7331180370512,288.95607775695,3.791742534920524,3.1823008566141766,4306.15191,5966.71595,7894.45884,0.0,1411.21878,153.94793,0.0,
2023-08-16 05:00:00,2023-08-21 20:44:56,3.0,1.9701767444651228,291.7331180370512,288.95607775695,3.791742534920524,3.1823008566141766,4107.40018,5684.03479,7894.94977,0.0,1056.55057,179.87891,0.0,
2023-08-16 06:00:00,2023-08-21 20:44:56,3.0,1.9701767444651228,291.7331180370512,288.95607775695,3.791742534920524,3.1823008566141766,4034.3188,5509.10063,7893.47838,0.0,669.24045,131.30397,0.0,
2023-08-16 07:00:00,2023-08-21 20:44:56,3.0,1.803505845817075,290.48186631279225,288.4269250339347,1.8961491060020728,3.251325155672985,3959.40698,5416.25719,7924.19212,0.0,509.02235,138.52724,0.0,
2023-08-16 08:00:00,2023-08-21 20:44:56,3.0,1.803505845817075,290.48186631279225,288.4269250339347,1.8961491060020728,3.251325155672985,3898.76913,5404.37104,7906.99897,0.0,480.34643,73.2644,0.0,
2023-08-16 09:00:00,2023-08-21 20:44:56,3.0,1.803505845817075,290.48186631279225,288.4269250339347,1.8961491060020728,3.251325155672985,3786.49887,5512.18735,7929.34174,0.0,559.10686,64.29702,0.0,inf
2023-08-16 10:00:00,2023-08-21 20:44:56,3.0,1.5864882029631555,290.93201578628293,288.59483233118544,0.0,3.303033337047032,3694.51903,5786.65067,7959.53285,0.0,715.8911,75.26331,0.0,inf
2023-08-16 11:00:00,2023-08-21 20:44:56,3.0,1.5864882029631555,290.93201578628293,288.59483233118544,0.0,3.303033337047032,3619.645,6123.92123,7922.66918,0.0,874.47542,73.2491,0.0,
2023-08-16 12:00:00,2023-08-21 20:44:56,3.0,1.5864882029631555,290.93201578628293,288.59483233118544,0.0,3.303033337047032,3667.89391,6374.3449,7933.37895,0.0,997.12964,39.91749,0.0,inf
2023-08-16 13:00:00,2023-08-21 20:44:56,3.0,1.9339160038421288,298.0232507128512,288.91430301708715,6.679511748917623,3.406693112922146,3775.55337,6646.31428,7924.89967,0.0,1133.94781,99.34381,0.0,inf
2023-08-16 14:00:00,2023-08-21 20:44:56,3.0,1.9339160038421288,298.0232507128512,288.91430301708715,6.679511748917623,3.406693112922146,3897.1186,7019.13502,7918.69298,0.0,1271.52148,49.45331,0.0,inf
2023-08-16 15:00:00,2023-08-21 20:44:56,3.0,1.9339160038421288,298.0232507128512,288.91430301708715,6.679511748917623,3.406693112922146,3996.6978,7367.05269,7937.95865,0.0,1473.37662,46.7132,0.0,inf
2023-08-16 16:00:00,2023-08-21 20:44:56,3.0,2.169023604107748,302.15744743119285,287.92195925227617,409.5771902353363,3.4370391901950548,4140.96116,7619.01576,7918.24367,0.0,1770.00319,86.78616,0.0,inf
2023-08-16 17:00:00,2023-08-21 20:44:56,3.0,2.169023604107748,302.15744743119285,287.92195925227617,409.5771902353363,3.4370391901950548,4209.31152,7727.23871,7910.08648,0.0,2162.79017,11.86278,0.0,inf
2023-08-16 18:00:00,2023-08-21 20:44:56,3.0,2.169023604107748,302.15744743119285,287.92195925227617,409.5771902353363,3.4370391901950548,4301.14638,7747.3097,7901.72071,0.0,2589.39297,77.47424,0.0,
2023-08-16 19:00:00,2023-08-21 20:44:56,3.0,2.395327460859031,302.8542825730247,287.4172839271212,627.0340919706871,3.4448864134750194,4352.08658,7719.97804,7923.18755,0.0,2880.46082,65.58847,0.0,inf
2023-08-16 20:00:00,2023-08-21 20:44:56,3.0,2.395327460859031,302.8542825730247,287.4172839271212,627.0340919706871,3.4448864134750194,4432.77438,7531.17406,7920.48598,0.0,3153.17215,126.1478,0.0,
2023-08-16 21:00:00,2023-08-21 20:44:56,3.0,2.395327460859031,302.8542825730247,287.4172839271212,627.0340919706871,3.4448864134750194,4522.06758,7357.28355,7910.86024,0.0,3495.2978,105.73274,0.0,
2023-08-16 22:00:00,2023-08-21 20:44:56,3.0,2.000770067671775,298.0991779976885,289.5699055342445,781.7390578453446,3.4480944437251004,4515.04419,7124.02238,7904.63605,0.0,3670.19564,92.70837,0.0,inf
2023-08-16 23:00:00,2023-08-21 20:44:56,3.0,2.000770067671775,298.0991779976885,289.5699055342445,781.7390578453446,3.4480944437251004,4470.75917,6817.72537,7851.29341,0.0,3640.03318,26.54413,0.0,
2023-08-17 00:00:00,2023-08-21 20:44:56,3.0,2.000770067671775,298.0991779976885,289.5699055342445,781.7390578453446,3.4480944437251004,4583.31808,6070.30155,7813.97758,0.0,3086.95986,95.18612,0.0,0.97944
2023-08-17 01:00:00,2023-08-21 20:44:56,3.0,1.7573892598407466,294.08919404241686,288.21353545899046,544.7204371890637,3.4730859123749047,4498.67015,5898.98683,7811.91452,0.0,2649.17589,93.84137,0.0,1.66903
2023-08-17 02:00:00,2023-08-21 20:44:56,3.0,1.7573892598407466,294.08919404241686,288.21353545899046,544.7204371890637,3.4730859123749047,4479.86097,5728.67352,7820.54704,0.0,2172.03084,134.43394,0.0,2.54579
2023-08-17 03:00:00,2023-08-21 20:44:56,3.0,1.7573892598407466,294.08919404241686,288.21353545899046,544.7204371890637,3.4730859123749047,4353.65931,5557.38653,7817.13225,0.0,1759.13145,164.25469,0.0,3.64013
2023-08-17 04:00:00,2023-08-21 20:44:56,3.0,1.622760866319232,292.495501668453,288.1345030882601,3.6486422013441695,3.594910757271095,4230.4325,5262.12741,7816.37929,0.0,1419.92666,153.94793,0.0,4.44795
2023-08-17 05:00:00,2023-08-21 20:44:56,3.0,1.622760866319232,292.495501668453,288.1345030882601,3.6486422013441695,3.594910757271095,4043.56073,5050.78887,7816.97522,0.0,1104.34368,179.87891,0.0,5.82702
2023-08-17 06:00:00,2023-08-21 20:44:56,3.0,1.622760866319232,292.495501668453,288.1345030882601,3.6486422013441695,3.594910757271095,3975.81772,4951.50199,7816.00565,0.0,764.30003,131.30397,0.0,6.77457
2023-08-17 07:00:00,2023-08-21 20:44:56,3.0,1.407560692096666,291.4376145902846,287.971516956197,1.824359897337907,3.663184458220903,3901.81073,4926.67416,7843.72884,0.0,642.19725,138.52724,0.0,6.80274
2023-08-17 08:00:00,2023-08-21 20:44:56,3.0,1.407560692096666,291.4376145902846,287.971516956197,1.824359897337907,3.663184458220903,3839.42289,4991.99053,7829.75468,0.0,654.23764,73.2644,0.0,6.89584
2023-08-17 09:00:00,2023-08-21 20:44:56,3.0,1.407560692096666,291.4376145902846,287.971516956197,1.824359897337907,3.663184458220903,3722.80683,5185.84345,7851.87894,0.0,771.73389,64.29702,0.0,6.7309
2023-08-17 10:00:00,2023-08-21 20:44:56,3.0,1.3675817638429382,292.1605044728012,288.54923187806554,0.0,3.700266007708172,3626.66551,5498.17958,7879.80361,0.0,937.28184,75.26331,0.0,6.86559
2023-08-17 11:00:00,2023-08-21 20:44:56,3.0,1.3675817638429382,292.1605044728012,288.54923187806554,0.0,3.700266007708172,3544.85673,5840.66048,7846.10548,0.0,1083.27137,73.2491,0.0,6.67481
2023-08-17 12:00:00,2023-08-21 20:44:56,3.0,1.3675817638429382,292.1605044728012,288.54923187806554,0.0,3.700266007708172,3581.59854,6108.01099,7857.03802,0.0,1164.6452,39.91749,0.0,7.00196
2023-08-17 13:00:00,2023-08-21 20:44:56,3.0,2.476108285328759,300.2466645081578,289.01023522899493,6.8652204247575845,3.715628532680853,3673.70083,6364.12952,7849.04873,0.0,1239.77739,99.34381,0.0,7.34141
2023-08-17 14:00:00,2023-08-21 20:44:56,3.0,2.476108285328759,300.2466645081578,289.01023522899493,6.8652204247575845,3.715628532680853,3780.35159,6686.56782,7843.22088,0.0,1316.6736,49.45331,0.0,7.51351
2023-08-17 15:00:00,2023-08-21 20:44:56,3.0,2.476108285328759,300.2466645081578,289.01023522899493,6.8652204247575845,3.715628532680853,3865.31866,6972.28158,7861.59738,0.0,1447.36338,46.7132,0.0,7.34996
2023-08-17 16:00:00,2023-08-21 20:44:56,3.0,3.5931701187010487,304.51878886941483,287.0249256370466,419.3083540593958,3.715810481656197,3997.48372,7165.78826,7843.32209,0.0,1659.97579,86.78616,0.0,7.22539
2023-08-17 17:00:00,2023-08-21 20:44:56,3.0,3.5931701187010487,304.51878886941483,287.0249256370466,419.3083540593958,3.715810481656197,4059.44942,7244.82658,7835.61564,0.0,1960.28562,11.86278,0.0,7.45793
2023-08-17 18:00:00,2023-08-21 20:44:56,3.0,3.5931701187010487,304.51878886941483,287.0249256370466,419.3083540593958,3.715810481656197,4144.8709,7236.42852,7827.49723,0.0,2295.56063,77.47424,0.0,7.11693
2023-08-17 19:00:00,2023-08-21 20:44:56,3.0,3.690303209348581,305.5926120786032,286.61881976767427,643.483811966858,3.7167696233721017,4192.3235,7182.43586,7848.56157,0.0,2538.69945,65.58847,0.0,7.33127
2023-08-17 20:00:00,2023-08-21 20:44:56,3.0,3.690303209348581,305.5926120786032,286.61881976767427,643.483811966858,3.7167696233721017,4273.86706,6997.77745,7846.11068,0.0,2801.5074,126.1478,0.0,7.23563
