UTC time,coal,nat_gas,nuclear,oil,hydro,solar,wind,other
2023-09-17 00:00:00,2040.96,4929.68,8248.0,0.0,3504.69,36.68,8.0,29.48
2023-09-17 01:00:00,2043.24,4806.36,8268.0,0.0,3077.09,0.0,7.0,31.58
2023-09-17 02:00:00,2030.6,4808.52,8257.0,0.0,2461.82,0.0,9.0,29.47
2023-09-17 03:00:00,2030.92,4404.36,8254.0,0.0,2215.54,0.0,6.0,29.56
2023-09-17 04:00:00,2031.14,4238.36,8255.0,0.0,1477.24,0.0,7.0,29.47
2023-09-17 05:00:00,2029.06,3790.68,8267.0,0.0,802.19,0.0,6.0,31.31
2023-09-17 06:00:00,2032.08,3784.36,8258.0,0.0,268.25,0.0,8.0,29.47
2023-09-17 07:00:00,2036.17,3431.52,8266.0,0.0,0.0,0.0,7.0,29.54
2023-09-17 08:00:00,2035.96,3196.36,8261.0,0.0,0.0,0.0,6.0,29.61
2023-09-17 09:00:00,2026.38,3257.36,8258.0,0.0,0.0,0.0,5.0,31.45
2023-09-17 10:00:00,2032.21,3166.52,8279.0,0.0,0.0,0.0,5.0,29.61
2023-09-17 11:00:00,2034.86,3245.36,8263.0,0.0,0.0,0.0,3.0,32.44
2023-09-17 12:00:00,2024.93,3357.36,8268.0,0.0,0.0,0.45,3.0,29.69
2023-09-17 13:00:00,2029.84,3377.52,8276.0,0.0,338.38,162.95,4.0,34.4
2023-09-17 14:00:00,2024.35,3575.52,8268.0,0.0,1000.54,438.62,1.0,32.59
2023-09-17 15:00:00,2024.87,3690.52,8215.0,0.0,1468.12,581.39,1.0,28.39
2023-09-17 16:00:00,2028.11,4016.36,8271.0,0.0,1866.62,588.09,0.0,35.43
2023-09-17 17:00:00,2019.32,4412.52,8265.0,0.0,2209.66,665.42,0.0,34.53
2023-09-17 18:00:00,2030.43,4758.52,8257.0,0.0,2990.84,649.28,1.0,32.42
2023-09-17 19:00:00,2016.63,4872.52,8264.0,0.0,3675.65,622.83,0.0,31.49
2023-09-17 20:00:00,2023.42,5228.36,8253.0,0.0,4047.52,532.22,0.0,35.31
2023-09-17 21:00:00,2023.18,5361.52,8256.0,0.0,4109.29,586.94,1.0,29.26
2023-09-17 22:00:00,2021.41,5523.52,8260.0,0.0,4113.04,522.42,1.0,34.76
2023-09-17 23:00:00,2020.75,5353.52,8266.0,0.0,4123.39,362.76,0.0,31.47
