UTC time,coal,nat_gas,nuclear,oil,hydro,solar,wind,biomass,geothermal,unknown
2023-05-06 00:00:00,358.0,2918.0,0.0,684.0,57.0,0.0,776.0,0.0,0.0,2.0
2023-05-06 01:00:00,362.0,2861.0,0.0,638.0,54.0,0.0,706.0,0.0,0.0,2.0
2023-05-06 02:00:00,364.0,2717.0,0.0,487.0,54.0,0.0,707.0,0.0,0.0,2.0
2023-05-06 03:00:00,363.0,2898.0,0.0,343.0,57.0,0.0,678.0,0.0,0.0,2.0
2023-05-06 04:00:00,364.0,3065.0,0.0,509.0,98.0,0.0,533.0,0.0,0.0,2.0
2023-05-06 05:00:00,358.0,3107.0,0.0,680.0,97.0,0.0,468.0,0.0,0.0,2.0
2023-05-06 06:00:00,365.0,3162.0,0.0,753.0,97.0,0.0,388.0,0.0,0.0,2.0
2023-05-06 07:00:00,359.0,3214.0,0.0,848.0,97.0,0.0,332.0,0.0,0.0,2.0
2023-05-06 08:00:00,415.0,3314.0,0.0,866.0,125.0,0.0,299.0,0.0,0.0,2.0
2023-05-06 09:00:00,393.0,3308.0,0.0,899.0,175.0,0.0,331.0,0.0,0.0,2.0
2023-05-06 10:00:00,354.0,3227.0,0.0,727.0,214.0,0.0,471.0,0.0,0.0,2.0
2023-05-06 11:00:00,353.0,3339.0,0.0,519.0,224.0,0.0,700.0,0.0,0.0,2.0
2023-05-06 12:00:00,355.0,2982.0,0.0,329.0,220.0,0.0,860.0,0.0,0.0,2.0
2023-05-06 13:00:00,371.0,2830.0,0.0,340.0,214.0,0.0,713.0,0.0,0.0,2.0
2023-05-06 14:00:00,372.0,2731.0,0.0,337.0,208.0,0.0,902.0,0.0,0.0,2.0
2023-05-06 15:00:00,368.0,3129.0,0.0,346.0,208.0,0.0,1021.0,0.0,0.0,2.0
2023-05-06 16:00:00,372.0,3204.0,0.0,332.0,207.0,0.0,1072.0,0.0,0.0,2.0
2023-05-06 17:00:00,373.0,3180.0,0.0,330.0,190.0,0.0,1154.0,0.0,0.0,2.0
2023-05-06 18:00:00,372.0,3359.0,0.0,434.0,179.0,0.0,993.0,0.0,0.0,2.0
2023-05-06 19:00:00,371.0,3374.0,0.0,614.0,160.0,0.0,714.0,0.0,0.0,2.0
2023-05-06 20:00:00,375.0,3338.0,0.0,712.0,131.0,0.0,573.0,0.0,0.0,2.0
2023-05-06 21:00:00,372.0,3277.0,0.0,802.0,99.0,0.0,484.0,0.0,0.0,2.0
2023-05-06 22:00:00,363.0,3138.0,0.0,579.0,87.0,0.0,488.0,0.0,0.0,2.0
2023-05-06 23:00:00,371.0,3167.0,0.0,425.0,55.0,0.0,549.0,0.0,0.0,2.0
