UTC time,nat_gas,solar
2023-04-01 00:00:00,280.0,112.0
2023-04-01 01:00:00,373.0,59.0
2023-04-01 02:00:00,462.0,3.0
2023-04-01 03:00:00,480.0,0.0
2023-04-01 04:00:00,454.0,0.0
2023-04-01 05:00:00,404.0,0.0
2023-04-01 06:00:00,386.0,0.0
2023-04-01 07:00:00,360.0,0.0
2023-04-01 08:00:00,400.0,0.0
2023-04-01 09:00:00,394.0,0.0
2023-04-01 10:00:00,393.0,0.0
2023-04-01 11:00:00,394.0,0.0
2023-04-01 12:00:00,414.0,0.0
2023-04-01 13:00:00,432.0,0.0
2023-04-01 14:00:00,374.0,27.0
2023-04-01 15:00:00,289.0,98.0
2023-04-01 16:00:00,247.0,126.0
2023-04-01 17:00:00,280.0,133.0
2023-04-01 18:00:00,287.0,134.0
2023-04-01 19:00:00,294.0,133.0
2023-04-01 20:00:00,303.0,133.0
2023-04-01 21:00:00,268.0,133.0
2023-04-01 22:00:00,284.0,133.0
2023-04-01 23:00:00,339.0,130.0
