Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,solar
41208,2023-09-14 00:00:00,2024-07-17 00:00:00,3.1,316.72,856.0,144.0
41209,2023-09-14 01:00:00,2024-07-17 00:00:00,3.1,351.97,859.0,44.0
41210,2023-09-14 02:00:00,2024-07-17 00:00:00,3.1,368.72,864.0,3.0
41211,2023-09-14 03:00:00,2024-07-17 00:00:00,3.1,370.0,870.0,0.0
41212,2023-09-14 04:00:00,2024-07-17 00:00:00,3.1,370.0,860.0,0.0
41213,2023-09-14 05:00:00,2024-07-17 00:00:00,3.1,370.0,771.0,0.0
41214,2023-09-14 06:00:00,2024-07-17 00:00:00,3.1,370.0,704.0,0.0
41215,2023-09-14 07:00:00,2024-07-17 00:00:00,3.1,370.0,592.0,0.0
41216,2023-09-14 08:00:00,2024-07-17 00:00:00,3.1,370.0,565.0,0.0
41217,2023-09-14 09:00:00,2024-07-17 00:00:00,3.1,370.0,580.0,0.0
41218,2023-09-14 10:00:00,2024-07-17 00:00:00,3.1,370.0,580.0,0.0
41219,2023-09-14 11:00:00,2024-07-17 00:00:00,3.1,370.0,581.0,0.0
41220,2023-09-14 12:00:00,2024-07-17 00:00:00,3.1,370.0,642.0,0.0
41221,2023-09-14 13:00:00,2024-07-17 00:00:00,3.1,370.0,750.0,0.0
41222,2023-09-14 14:00:00,2024-07-17 00:00:00,3.1,346.93,752.0,50.0
41223,2023-09-14 15:00:00,2024-07-17 00:00:00,3.1,294.17,675.0,174.0
41224,2023-09-14 16:00:00,2024-07-17 00:00:00,3.1,280.3,550.0,176.0
41225,2023-09-14 17:00:00,2024-07-17 00:00:00,3.1,275.6,543.0,186.0
41226,2023-09-14 18:00:00,2024-07-17 00:00:00,3.1,282.34,583.0,181.0
41227,2023-09-14 19:00:00,2024-07-17 00:00:00,3.1,266.07,576.0,225.0
41228,2023-09-14 20:00:00,2024-07-17 00:00:00,3.1,287.26,677.0,195.0
41229,2023-09-14 21:00:00,2024-07-17 00:00:00,3.1,310.92,842.0,160.0
41230,2023-09-14 22:00:00,2024-07-17 00:00:00,3.1,315.25,881.0,153.0
41231,2023-09-14 23:00:00,2024-07-17 00:00:00,3.1,319.47,980.0,155.0
