UTC time,nat_gas,solar
2023-07-06 00:00:00,1022.0,135.0
2023-07-06 01:00:00,1006.0,107.0
2023-07-06 02:00:00,1016.0,53.0
2023-07-06 03:00:00,1024.0,18.0
2023-07-06 04:00:00,1016.0,10.0
2023-07-06 05:00:00,988.0,6.0
2023-07-06 06:00:00,997.0,5.0
2023-07-06 07:00:00,861.0,0.0
2023-07-06 08:00:00,752.0,0.0
2023-07-06 09:00:00,826.0,0.0
2023-07-06 10:00:00,805.0,0.0
2023-07-06 11:00:00,748.0,0.0
2023-07-06 12:00:00,747.0,0.0
2023-07-06 13:00:00,744.0,16.0
2023-07-06 14:00:00,616.0,125.0
2023-07-06 15:00:00,638.0,209.0
2023-07-06 16:00:00,645.0,242.0
2023-07-06 17:00:00,716.0,242.0
2023-07-06 18:00:00,805.0,248.0
2023-07-06 19:00:00,837.0,242.0
2023-07-06 20:00:00,861.0,216.0
2023-07-06 21:00:00,951.0,189.0
2023-07-06 22:00:00,974.0,169.0
2023-07-06 23:00:00,999.0,169.0
