Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,solar
42648,2023-11-13 00:00:00,2024-07-17 00:00:00,3.1,461.61,631.0,43.0
42649,2023-11-13 01:00:00,2024-07-17 00:00:00,3.1,490.0,699.0,0.0
42650,2023-11-13 02:00:00,2024-07-17 00:00:00,3.1,490.0,698.0,0.0
42651,2023-11-13 03:00:00,2024-07-17 00:00:00,3.1,490.0,693.0,0.0
42652,2023-11-13 04:00:00,2024-07-17 00:00:00,3.1,490.0,712.0,0.0
42653,2023-11-13 05:00:00,2024-07-17 00:00:00,3.1,490.0,687.0,0.0
42654,2023-11-13 06:00:00,2024-07-17 00:00:00,3.1,490.0,630.0,0.0
42655,2023-11-13 07:00:00,2024-07-17 00:00:00,3.1,490.0,573.0,0.0
42656,2023-11-13 08:00:00,2024-07-17 00:00:00,3.1,490.0,475.0,0.0
42657,2023-11-13 09:00:00,2024-07-17 00:00:00,3.1,490.0,458.0,0.0
42658,2023-11-13 10:00:00,2024-07-17 00:00:00,3.1,490.0,454.0,0.0
42659,2023-11-13 11:00:00,2024-07-17 00:00:00,3.1,490.0,457.0,0.0
42660,2023-11-13 12:00:00,2024-07-17 00:00:00,3.1,490.0,470.0,0.0
42661,2023-11-13 13:00:00,2024-07-17 00:00:00,3.1,490.0,514.0,0.0
42662,2023-11-13 14:00:00,2024-07-17 00:00:00,3.1,490.0,592.0,0.0
42663,2023-11-13 15:00:00,2024-07-17 00:00:00,3.1,482.84,673.0,11.0
42664,2023-11-13 16:00:00,2024-07-17 00:00:00,3.1,474.68,645.0,23.0
42665,2023-11-13 17:00:00,2024-07-17 00:00:00,3.1,466.78,654.0,36.0
42666,2023-11-13 18:00:00,2024-07-17 00:00:00,3.1,447.47,634.0,67.0
42667,2023-11-13 19:00:00,2024-07-17 00:00:00,3.1,435.16,619.0,87.0
42668,2023-11-13 20:00:00,2024-07-17 00:00:00,3.1,453.8,655.0,58.0
42669,2023-11-13 21:00:00,2024-07-17 00:00:00,3.1,455.18,695.0,59.0
42670,2023-11-13 22:00:00,2024-07-17 00:00:00,3.1,454.85,688.0,59.0
42671,2023-11-13 23:00:00,2024-07-17 00:00:00,3.1,456.93,710.0,57.0
