UTC time,nat_gas,solar
2023-02-11 00:00:00,318.0,65.0
2023-02-11 01:00:00,442.0,12.0
2023-02-11 02:00:00,528.0,1.0
2023-02-11 03:00:00,539.0,0.0
2023-02-11 04:00:00,539.0,0.0
2023-02-11 05:00:00,513.0,0.0
2023-02-11 06:00:00,484.0,0.0
2023-02-11 07:00:00,486.0,0.0
2023-02-11 08:00:00,451.0,0.0
2023-02-11 09:00:00,454.0,0.0
2023-02-11 10:00:00,448.0,0.0
2023-02-11 11:00:00,444.0,0.0
2023-02-11 12:00:00,456.0,0.0
2023-02-11 13:00:00,486.0,0.0
2023-02-11 14:00:00,516.0,0.0
2023-02-11 15:00:00,439.0,21.0
2023-02-11 16:00:00,358.0,65.0
2023-02-11 17:00:00,298.0,85.0
2023-02-11 18:00:00,243.0,88.0
2023-02-11 19:00:00,247.0,85.0
2023-02-11 20:00:00,222.0,81.0
2023-02-11 21:00:00,218.0,80.0
2023-02-11 22:00:00,256.0,60.0
2023-02-11 23:00:00,295.0,58.0
