UTC time,nat_gas,solar
2023-03-01 00:00:00,530.0,45.0
2023-03-01 01:00:00,543.0,14.0
2023-03-01 02:00:00,623.0,1.0
2023-03-01 03:00:00,620.0,0.0
2023-03-01 04:00:00,595.0,0.0
2023-03-01 05:00:00,559.0,0.0
2023-03-01 06:00:00,490.0,0.0
2023-03-01 07:00:00,437.0,0.0
2023-03-01 08:00:00,395.0,0.0
2023-03-01 09:00:00,390.0,0.0
2023-03-01 10:00:00,384.0,0.0
2023-03-01 11:00:00,382.0,0.0
2023-03-01 12:00:00,412.0,0.0
2023-03-01 13:00:00,466.0,0.0
2023-03-01 14:00:00,548.0,0.0
2023-03-01 15:00:00,538.0,22.0
2023-03-01 16:00:00,488.0,61.0
2023-03-01 17:00:00,430.0,100.0
2023-03-01 18:00:00,371.0,106.0
2023-03-01 19:00:00,375.0,90.0
2023-03-01 20:00:00,362.0,102.0
2023-03-01 21:00:00,355.0,105.0
2023-03-01 22:00:00,352.0,109.0
2023-03-01 23:00:00,373.0,100.0
