UTC time,nat_gas,solar
2023-01-08 00:00:00,436.0,32.0
2023-01-08 01:00:00,530.0,1.0
2023-01-08 02:00:00,570.0,0.0
2023-01-08 03:00:00,573.0,0.0
2023-01-08 04:00:00,551.0,0.0
2023-01-08 05:00:00,531.0,0.0
2023-01-08 06:00:00,504.0,0.0
2023-01-08 07:00:00,441.0,0.0
2023-01-08 08:00:00,404.0,0.0
2023-01-08 09:00:00,333.0,0.0
2023-01-08 10:00:00,346.0,0.0
2023-01-08 11:00:00,345.0,0.0
2023-01-08 12:00:00,350.0,0.0
2023-01-08 13:00:00,369.0,0.0
2023-01-08 14:00:00,401.0,0.0
2023-01-08 15:00:00,389.0,12.0
2023-01-08 16:00:00,316.0,63.0
2023-01-08 17:00:00,272.0,80.0
2023-01-08 18:00:00,239.0,81.0
2023-01-08 19:00:00,225.0,79.0
2023-01-08 20:00:00,224.0,78.0
2023-01-08 21:00:00,223.0,80.0
2023-01-08 22:00:00,226.0,80.0
2023-01-08 23:00:00,238.0,73.0
