Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,solar
37200,2023-03-31 00:00:00,2024-07-17 00:00:00,3.1,315.04,407.0,71.0
37201,2023-03-31 01:00:00,2024-07-17 00:00:00,3.1,349.33,490.0,29.0
37202,2023-03-31 02:00:00,2024-07-17 00:00:00,3.1,368.59,524.0,2.0
37203,2023-03-31 03:00:00,2024-07-17 00:00:00,3.1,370.0,520.0,0.0
37204,2023-03-31 04:00:00,2024-07-17 00:00:00,3.1,370.0,479.0,0.0
37205,2023-03-31 05:00:00,2024-07-17 00:00:00,3.1,370.0,407.0,0.0
37206,2023-03-31 06:00:00,2024-07-17 00:00:00,3.1,370.0,385.0,0.0
37207,2023-03-31 07:00:00,2024-07-17 00:00:00,3.1,370.0,396.0,0.0
37208,2023-03-31 08:00:00,2024-07-17 00:00:00,3.1,370.0,369.0,0.0
37209,2023-03-31 09:00:00,2024-07-17 00:00:00,3.1,370.0,356.0,0.0
37210,2023-03-31 10:00:00,2024-07-17 00:00:00,3.1,370.0,347.0,0.0
37211,2023-03-31 11:00:00,2024-07-17 00:00:00,3.1,370.0,358.0,0.0
37212,2023-03-31 12:00:00,2024-07-17 00:00:00,3.1,370.0,348.0,0.0
37213,2023-03-31 13:00:00,2024-07-17 00:00:00,3.1,370.0,418.0,0.0
37214,2023-03-31 14:00:00,2024-07-17 00:00:00,3.1,347.13,425.0,28.0
37215,2023-03-31 15:00:00,2024-07-17 00:00:00,3.1,293.59,365.0,95.0
37216,2023-03-31 16:00:00,2024-07-17 00:00:00,3.1,280.18,340.0,109.0
37217,2023-03-31 17:00:00,2024-07-17 00:00:00,3.1,239.3,249.0,136.0
37218,2023-03-31 18:00:00,2024-07-17 00:00:00,3.1,233.74,235.0,137.0
37219,2023-03-31 19:00:00,2024-07-17 00:00:00,3.1,231.38,227.0,136.0
37220,2023-03-31 20:00:00,2024-07-17 00:00:00,3.1,230.74,227.0,137.0
37221,2023-03-31 21:00:00,2024-07-17 00:00:00,3.1,231.5,229.0,137.0
37222,2023-03-31 22:00:00,2024-07-17 00:00:00,3.1,240.93,252.0,135.0
37223,2023-03-31 23:00:00,2024-07-17 00:00:00,3.1,253.54,283.0,130.0
