UTC time,nat_gas,solar
2023-03-24 00:00:00,361.0,67.0
2023-03-24 01:00:00,349.0,33.0
2023-03-24 02:00:00,417.0,2.0
2023-03-24 03:00:00,439.0,0.0
2023-03-24 04:00:00,410.0,0.0
2023-03-24 05:00:00,343.0,0.0
2023-03-24 06:00:00,353.0,0.0
2023-03-24 07:00:00,315.0,0.0
2023-03-24 08:00:00,313.0,0.0
2023-03-24 09:00:00,300.0,0.0
2023-03-24 10:00:00,300.0,0.0
2023-03-24 11:00:00,310.0,0.0
2023-03-24 12:00:00,372.0,0.0
2023-03-24 13:00:00,439.0,0.0
2023-03-24 14:00:00,461.0,9.0
2023-03-24 15:00:00,375.0,55.0
2023-03-24 16:00:00,329.0,82.0
2023-03-24 17:00:00,307.0,93.0
2023-03-24 18:00:00,318.0,88.0
2023-03-24 19:00:00,339.0,85.0
2023-03-24 20:00:00,350.0,93.0
2023-03-24 21:00:00,332.0,93.0
2023-03-24 22:00:00,319.0,93.0
2023-03-24 23:00:00,323.0,93.0
