UTC time,nat_gas,solar
2023-11-21 00:00:00,610.0,41.0
2023-11-21 01:00:00,753.0,0.0
2023-11-21 02:00:00,766.0,0.0
2023-11-21 03:00:00,750.0,0.0
2023-11-21 04:00:00,727.0,0.0
2023-11-21 05:00:00,699.0,0.0
2023-11-21 06:00:00,645.0,0.0
2023-11-21 07:00:00,526.0,0.0
2023-11-21 08:00:00,486.0,0.0
2023-11-21 09:00:00,430.0,0.0
2023-11-21 10:00:00,433.0,0.0
2023-11-21 11:00:00,436.0,0.0
2023-11-21 12:00:00,430.0,0.0
2023-11-21 13:00:00,465.0,0.0
2023-11-21 14:00:00,589.0,0.0
2023-11-21 15:00:00,546.0,74.0
2023-11-21 16:00:00,448.0,168.0
2023-11-21 17:00:00,404.0,180.0
2023-11-21 18:00:00,426.0,180.0
2023-11-21 19:00:00,472.0,175.0
2023-11-21 20:00:00,629.0,180.0
2023-11-21 21:00:00,417.0,184.0
2023-11-21 22:00:00,396.0,182.0
2023-11-21 23:00:00,422.0,160.0
