,UTC time,carbon_intensity,coal,nat_gas,nuclear,hydro,solar,other
0,2023-08-01 00:00:00,303.49,581.0,2391.0,979.0,307.0,112.0,0.0
1,2023-08-01 01:00:00,300.42,535.0,2282.0,978.0,366.0,3.0,0.0
2,2023-08-01 02:00:00,286.52,435.0,2173.0,980.0,372.0,0.0,0.0
3,2023-08-01 03:00:00,285.09,433.0,1906.0,981.0,308.0,0.0,0.0
4,2023-08-01 04:00:00,303.0,434.0,1838.0,980.0,81.0,0.0,0.0
5,2023-08-01 05:00:00,305.0,433.0,1680.0,981.0,23.0,0.0,0.0
6,2023-08-01 06:00:00,302.94,433.0,1589.0,981.0,24.0,0.0,0.0
7,2023-08-01 07:00:00,302.2,427.0,1583.0,982.0,20.0,0.0,0.0
8,2023-08-01 08:00:00,300.97,428.0,1527.0,980.0,23.0,0.0,0.0
9,2023-08-01 09:00:00,301.86,433.0,1532.0,983.0,20.0,0.0,0.0
10,2023-08-01 10:00:00,300.94,434.0,1477.0,982.0,19.0,0.0,0.0
11,2023-08-01 11:00:00,303.33,435.0,1579.0,981.0,20.0,1.0,0.0
12,2023-08-01 12:00:00,294.59,433.0,1609.0,983.0,20.0,93.0,0.0
13,2023-08-01 13:00:00,267.33,434.0,1534.0,981.0,19.0,389.0,0.0
14,2023-08-01 14:00:00,245.06,434.0,1473.0,982.0,17.0,664.0,0.0
15,2023-08-01 15:00:00,245.79,433.0,1704.0,981.0,20.0,766.0,0.0
16,2023-08-01 16:00:00,246.95,434.0,1831.0,983.0,16.0,815.0,0.0
17,2023-08-01 17:00:00,246.14,433.0,1864.0,981.0,17.0,844.0,0.0
18,2023-08-01 18:00:00,251.8,436.0,2026.0,981.0,19.0,831.0,0.0
19,2023-08-01 19:00:00,257.88,437.0,2192.0,982.0,17.0,805.0,0.0
20,2023-08-01 20:00:00,262.94,437.0,2284.0,981.0,53.0,722.0,0.0
21,2023-08-01 21:00:00,265.47,431.0,2375.0,980.0,90.0,668.0,0.0
22,2023-08-01 22:00:00,270.79,431.0,2351.0,981.0,112.0,547.0,0.0
23,2023-08-01 23:00:00,281.6,446.0,2355.0,979.0,161.0,357.0,0.0
