datetime,creation_time (UTC),version,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_coal_production_forecast,avg_nat_gas_production_forecast,avg_nuclear_production_forecast,avg_hydro_production_forecast,avg_solar_production_forecast,avg_other_production_forecast
2023-08-10 00:00:00,2023-08-13 18:01:21,3.0,2.1715187864691603,298.9228295555612,292.679154721864,0.5813563869965778,0.0055575224783915,465.64595,1992.04225,986.41331,265.49251,9186.92019,803.12095
2023-08-10 01:00:00,2023-08-13 18:01:21,3.0,2.1715187864691603,298.9228295555612,292.679154721864,0.5813563869965778,0.0055575224783915,457.93848,2031.48876,985.90184,284.90858,4492.03999,392.69433
2023-08-10 02:00:00,2023-08-13 18:01:21,3.0,2.1715187864691603,298.9228295555612,292.679154721864,0.5813563869965778,0.0055575224783915,468.23432,1955.96071,983.22948,262.03744,723.85999,63.27987
2023-08-10 03:00:00,2023-08-13 18:01:21,3.0,2.1715187864691603,298.9228295555612,292.679154721864,0.5813563869965778,0.0055575224783915,473.61874,1889.8938,980.80447,237.79493,0.0,0.0
2023-08-10 04:00:00,2023-08-13 18:01:21,3.0,2.6490078977612863,298.3234850229435,292.85605639354026,0.5813563869965778,0.0055575224783915,471.96508,1777.82688,981.78225,192.36439,0.0,0.0
2023-08-10 05:00:00,2023-08-13 18:01:21,3.0,2.6490078977612863,298.3234850229435,292.85605639354026,0.5813563869965778,0.0055575224783915,466.83618,1726.26738,983.56539,128.06969,0.0,0.0
2023-08-10 06:00:00,2023-08-13 18:01:21,3.0,2.6490078977612863,298.3234850229435,292.85605639354026,0.5813563869965778,0.0055575224783915,462.59415,1678.40831,983.7782,70.68981,0.0,0.0
2023-08-10 07:00:00,2023-08-13 18:01:21,3.0,3.234307592905285,297.6204251156063,293.6363341926335,0.2905651787011762,0.0124516991763305,447.66163,1656.71734,982.73384,32.17646,0.0,0.0
2023-08-10 08:00:00,2023-08-13 18:01:21,3.0,3.234307592905285,297.6204251156063,293.6363341926335,0.2905651787011762,0.0124516991763305,432.04434,1642.27631,982.49436,0.80001,0.0,0.0
2023-08-10 09:00:00,2023-08-13 18:01:21,3.0,3.234307592905285,297.6204251156063,293.6363341926335,0.2905651787011762,0.0124516991763305,426.71748,1624.10786,982.02661,1.76536,0.0,0.0
2023-08-10 10:00:00,2023-08-13 18:01:21,3.0,3.8954408035771735,298.1928820523852,295.0435831182216,0.0,0.1708451080687845,418.95131,1608.66369,981.70429,9.46728,0.0,0.0
2023-08-10 11:00:00,2023-08-13 18:01:21,3.0,3.8954408035771735,298.1928820523852,295.0435831182216,0.0,0.1708451080687845,411.3661,1574.24795,982.2485,27.92511,0.0,0.0
2023-08-10 12:00:00,2023-08-13 18:01:21,3.0,3.8954408035771735,298.1928820523852,295.0435831182216,0.0,0.1708451080687845,419.79988,1549.73416,982.70796,50.59549,0.07,0.00612
2023-08-10 13:00:00,2023-08-13 18:01:21,3.0,5.430473284097898,301.1980632697645,295.563845432894,12.839749505816831,1.424649176913403,420.98772,1547.26553,983.13364,85.25277,809.01003,70.72369
2023-08-10 14:00:00,2023-08-13 18:01:21,3.0,5.430473284097898,301.1980632697645,295.563845432894,12.839749505816831,1.424649176913403,414.69774,1567.83711,983.2922,70.70434,4234.53002,370.18279
2023-08-10 15:00:00,2023-08-13 18:01:21,3.0,5.430473284097898,301.1980632697645,295.563845432894,12.839749505816831,1.424649176913403,419.834,1587.57224,982.98343,22.10253,8198.73971,716.73417
2023-08-10 16:00:00,2023-08-13 18:01:21,3.0,5.515543038759732,303.8565040031248,294.2341444566384,369.4523598486204,3.604127159934798,434.81436,1644.26652,983.1591,6.49994,10257.59038,896.71899
2023-08-10 17:00:00,2023-08-13 18:01:21,3.0,5.515543038759732,303.8565040031248,294.2341444566384,369.4523598486204,3.604127159934798,447.49187,1759.52079,983.23983,14.79645,11091.18965,969.59227
2023-08-10 18:00:00,2023-08-13 18:01:21,3.0,5.515543038759732,303.8565040031248,294.2341444566384,369.4523598486204,3.604127159934798,452.42111,1834.15796,983.62415,16.2145,11505.65988,1005.82528
2023-08-10 19:00:00,2023-08-13 18:01:21,3.0,5.597172087330811,305.6644325245127,293.7256080165554,541.1809759821629,4.345688903040075,455.98295,1939.49923,983.74377,20.15593,11612.23973,1015.14249
2023-08-10 20:00:00,2023-08-13 18:01:21,3.0,5.597172087330811,305.6644325245127,293.7256080165554,541.1809759821629,4.345688903040075,461.92723,1976.66638,983.73492,23.40824,11532.52043,1008.17343
2023-08-10 21:00:00,2023-08-13 18:01:21,3.0,5.597172087330811,305.6644325245127,293.7256080165554,541.1809759821629,4.345688903040075,471.99358,2047.34423,983.76532,46.06518,11274.71033,985.63566
2023-08-10 22:00:00,2023-08-13 18:01:21,3.0,3.618252911616713,302.1584584382836,294.92406235915405,734.4171317173696,4.402227198790348,470.47815,2055.63582,985.06909,98.55145,10791.80014,943.41963
2023-08-10 23:00:00,2023-08-13 18:01:21,3.0,3.618252911616713,302.1584584382836,294.92406235915405,734.4171317173696,4.402227198790348,468.42975,2026.18699,982.77141,158.14826,9977.54991,872.23784
