UTC time,creation_time (UTC),version,coal,nat_gas,nuclear,hydro,solar,other
2023-09-05 00:00:00,2023-09-08 17:38:55,3.0,564.0,2207.0,981.0,400.0,29.0,0.0
2023-09-05 01:00:00,2023-09-08 17:38:55,3.0,563.0,2095.0,982.0,290.0,0.0,0.0
2023-09-05 02:00:00,2023-09-08 17:38:55,3.0,563.0,2043.0,982.0,169.0,0.0,0.0
2023-09-05 03:00:00,2023-09-08 17:38:55,3.0,482.0,1978.0,984.0,17.0,0.0,0.0
2023-09-05 04:00:00,2023-09-08 17:38:55,3.0,301.0,1875.0,982.0,18.0,0.0,0.0
2023-09-05 05:00:00,2023-09-08 17:38:55,3.0,251.0,1702.0,981.0,17.0,0.0,0.0
2023-09-05 06:00:00,2023-09-08 17:38:55,3.0,251.0,1555.0,983.0,17.0,0.0,0.0
2023-09-05 07:00:00,2023-09-08 17:38:55,3.0,244.0,1488.0,983.0,16.0,0.0,0.0
2023-09-05 08:00:00,2023-09-08 17:38:55,3.0,249.0,1498.0,980.0,10.0,0.0,0.0
2023-09-05 09:00:00,2023-09-08 17:38:55,3.0,249.0,1541.0,983.0,13.0,0.0,0.0
2023-09-05 10:00:00,2023-09-08 17:38:55,3.0,254.0,1641.0,982.0,10.0,0.0,0.0
2023-09-05 11:00:00,2023-09-08 17:38:55,3.0,249.0,1648.0,983.0,11.0,0.0,0.0
2023-09-05 12:00:00,2023-09-08 17:38:55,3.0,248.0,1577.0,983.0,11.0,62.0,0.0
2023-09-05 13:00:00,2023-09-08 17:38:55,3.0,252.0,1540.0,983.0,12.0,382.0,0.0
2023-09-05 14:00:00,2023-09-08 17:38:55,3.0,251.0,1505.0,982.0,10.0,553.0,0.0
2023-09-05 15:00:00,2023-09-08 17:38:55,3.0,250.0,1700.0,982.0,12.0,764.0,0.0
2023-09-05 16:00:00,2023-09-08 17:38:55,3.0,249.0,1849.0,983.0,10.0,740.0,0.0
2023-09-05 17:00:00,2023-09-08 17:38:55,3.0,266.0,1965.0,983.0,10.0,767.0,0.0
2023-09-05 18:00:00,2023-09-08 17:38:55,3.0,353.0,2123.0,980.0,12.0,786.0,0.0
2023-09-05 19:00:00,2023-09-08 17:38:55,3.0,458.0,2227.0,981.0,9.0,809.0,0.0
2023-09-05 20:00:00,2023-09-08 17:38:55,3.0,558.0,2282.0,983.0,21.0,752.0,0.0
2023-09-05 21:00:00,2023-09-08 17:38:55,3.0,555.0,2330.0,982.0,104.0,620.0,0.0
2023-09-05 22:00:00,2023-09-08 17:38:55,3.0,557.0,2400.0,981.0,258.0,348.0,0.0
2023-09-05 23:00:00,2023-09-08 17:38:55,3.0,560.0,2465.0,980.0,292.0,98.0,0.0
