UTC time,creation_time (UTC),version,coal,nat_gas,nuclear,hydro,solar,other
2023-09-03 00:00:00,2023-09-06 01:46:43,3.0,249.0,1989.0,980.0,155.0,35.0,0.0
2023-09-03 01:00:00,2023-09-06 01:46:43,3.0,253.0,1886.0,982.0,100.0,0.0,0.0
2023-09-03 02:00:00,2023-09-06 01:46:43,3.0,250.0,1663.0,982.0,95.0,0.0,0.0
2023-09-03 03:00:00,2023-09-06 01:46:43,3.0,253.0,1480.0,981.0,158.0,0.0,0.0
2023-09-03 04:00:00,2023-09-06 01:46:43,3.0,252.0,1255.0,982.0,153.0,0.0,0.0
2023-09-03 05:00:00,2023-09-06 01:46:43,3.0,252.0,1174.0,982.0,136.0,0.0,0.0
2023-09-03 06:00:00,2023-09-06 01:46:43,3.0,253.0,1140.0,980.0,87.0,0.0,0.0
2023-09-03 07:00:00,2023-09-06 01:46:43,3.0,248.0,1143.0,982.0,17.0,0.0,0.0
2023-09-03 08:00:00,2023-09-06 01:46:43,3.0,251.0,1076.0,981.0,16.0,0.0,0.0
2023-09-03 09:00:00,2023-09-06 01:46:43,3.0,254.0,1026.0,984.0,16.0,0.0,0.0
2023-09-03 10:00:00,2023-09-06 01:46:43,3.0,253.0,1010.0,981.0,15.0,0.0,0.0
2023-09-03 11:00:00,2023-09-06 01:46:43,3.0,254.0,1014.0,982.0,16.0,0.0,0.0
2023-09-03 12:00:00,2023-09-06 01:46:43,3.0,253.0,1033.0,983.0,14.0,76.0,0.0
2023-09-03 13:00:00,2023-09-06 01:46:43,3.0,256.0,1001.0,982.0,15.0,442.0,0.0
2023-09-03 14:00:00,2023-09-06 01:46:43,3.0,254.0,1053.0,982.0,14.0,674.0,0.0
2023-09-03 15:00:00,2023-09-06 01:46:43,3.0,253.0,1241.0,982.0,14.0,717.0,0.0
2023-09-03 16:00:00,2023-09-06 01:46:43,3.0,252.0,1241.0,982.0,13.0,764.0,0.0
2023-09-03 17:00:00,2023-09-06 01:46:43,3.0,248.0,1222.0,982.0,14.0,811.0,0.0
2023-09-03 18:00:00,2023-09-06 01:46:43,3.0,252.0,1380.0,982.0,13.0,842.0,0.0
2023-09-03 19:00:00,2023-09-06 01:46:43,3.0,251.0,1566.0,980.0,11.0,840.0,0.0
2023-09-03 20:00:00,2023-09-06 01:46:43,3.0,292.0,1742.0,980.0,12.0,828.0,0.0
2023-09-03 21:00:00,2023-09-06 01:46:43,3.0,431.0,1736.0,981.0,11.0,809.0,0.0
2023-09-03 22:00:00,2023-09-06 01:46:43,3.0,446.0,1816.0,981.0,13.0,712.0,0.0
2023-09-03 23:00:00,2023-09-06 01:46:43,3.0,451.0,1942.0,981.0,177.0,368.0,0.0
