,UTC time,carbon_intensity,coal,nat_gas,nuclear,hydro,solar,other
0,2023-06-26 00:00:00,304.81,649.0,2005.0,988.0,333.0,77.0,0.0
1,2023-06-26 01:00:00,303.54,592.0,1990.0,989.0,335.0,2.0,0.0
2,2023-06-26 02:00:00,287.55,454.0,2009.0,988.0,334.0,0.0,0.0
3,2023-06-26 03:00:00,282.83,448.0,1824.0,987.0,331.0,0.0,0.0
4,2023-06-26 04:00:00,283.28,438.0,1633.0,991.0,247.0,0.0,1.0
5,2023-06-26 05:00:00,283.93,436.0,1481.0,990.0,190.0,0.0,0.0
6,2023-06-26 06:00:00,279.68,440.0,1317.0,989.0,192.0,0.0,0.0
7,2023-06-26 07:00:00,276.97,428.0,1291.0,989.0,191.0,0.0,0.0
8,2023-06-26 08:00:00,280.13,432.0,1362.0,988.0,189.0,0.0,0.0
9,2023-06-26 09:00:00,283.6,437.0,1411.0,989.0,175.0,0.0,0.0
10,2023-06-26 10:00:00,297.6,438.0,1502.0,990.0,56.0,0.0,0.0
11,2023-06-26 11:00:00,298.98,440.0,1564.0,990.0,52.0,8.0,0.0
12,2023-06-26 12:00:00,284.09,439.0,1523.0,989.0,55.0,152.0,0.0
13,2023-06-26 13:00:00,272.33,442.0,1468.0,991.0,55.0,272.0,0.0
14,2023-06-26 14:00:00,255.49,437.0,1426.0,989.0,47.0,466.0,0.0
15,2023-06-26 15:00:00,246.67,439.0,1509.0,990.0,46.0,632.0,0.0
16,2023-06-26 16:00:00,235.97,438.0,1497.0,990.0,44.0,789.0,0.0
17,2023-06-26 17:00:00,234.4,436.0,1558.0,991.0,46.0,842.0,0.0
18,2023-06-26 18:00:00,245.28,499.0,1683.0,989.0,66.0,848.0,0.0
19,2023-06-26 19:00:00,249.45,515.0,1827.0,990.0,117.0,830.0,0.0
20,2023-06-26 20:00:00,263.22,635.0,1838.0,989.0,163.0,792.0,0.0
21,2023-06-26 21:00:00,281.58,714.0,1990.0,990.0,162.0,686.0,0.0
22,2023-06-26 22:00:00,289.49,717.0,2095.0,990.0,161.0,597.0,0.0
23,2023-06-26 23:00:00,301.15,716.0,2139.0,989.0,173.0,418.0,0.0
