,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,hydro,solar,other
0,2023-08-13 00:00:00,2023-08-15 01:14:24,3.0,336.46,855.0,2364.0,979.0,277.0,56.0,0.0
1,2023-08-13 01:00:00,2023-08-15 01:14:24,3.0,328.89,816.0,2219.0,980.0,367.0,0.0,0.0
2,2023-08-13 02:00:00,2023-08-15 01:14:24,3.0,309.99,649.0,2112.0,979.0,372.0,0.0,0.0
3,2023-08-13 03:00:00,2023-08-15 01:14:24,3.0,308.04,555.0,2047.0,980.0,246.0,0.0,0.0
4,2023-08-13 04:00:00,2023-08-15 01:14:24,3.0,313.68,480.0,1983.0,981.0,58.0,0.0,0.0
5,2023-08-13 05:00:00,2023-08-15 01:14:24,3.0,310.81,445.0,1874.0,980.0,20.0,0.0,0.0
6,2023-08-13 06:00:00,2023-08-15 01:14:24,3.0,307.8,439.0,1762.0,982.0,19.0,0.0,0.0
7,2023-08-13 07:00:00,2023-08-15 01:14:24,3.0,306.61,432.0,1747.0,981.0,19.0,0.0,0.0
8,2023-08-13 08:00:00,2023-08-15 01:14:24,3.0,306.54,435.0,1727.0,982.0,19.0,0.0,0.0
9,2023-08-13 09:00:00,2023-08-15 01:14:24,3.0,306.7,436.0,1713.0,980.0,18.0,0.0,0.0
10,2023-08-13 10:00:00,2023-08-15 01:14:24,3.0,305.59,438.0,1645.0,981.0,17.0,0.0,0.0
11,2023-08-13 11:00:00,2023-08-15 01:14:24,3.0,305.47,441.0,1632.0,983.0,17.0,1.0,0.0
12,2023-08-13 12:00:00,2023-08-15 01:14:24,3.0,293.19,440.0,1624.0,982.0,10.0,134.0,0.0
13,2023-08-13 13:00:00,2023-08-15 01:14:24,3.0,254.12,438.0,1443.0,983.0,14.0,533.0,0.0
14,2023-08-13 14:00:00,2023-08-15 01:14:24,3.0,241.28,444.0,1478.0,984.0,12.0,747.0,0.0
15,2023-08-13 15:00:00,2023-08-15 01:14:24,3.0,245.41,439.0,1754.0,983.0,13.0,815.0,0.0
16,2023-08-13 16:00:00,2023-08-15 01:14:24,3.0,246.03,441.0,1855.0,983.0,13.0,860.0,0.0
17,2023-08-13 17:00:00,2023-08-15 01:14:24,3.0,262.43,560.0,1984.0,983.0,11.0,881.0,0.0
18,2023-08-13 18:00:00,2023-08-15 01:14:24,3.0,286.97,791.0,1957.0,983.0,13.0,874.0,0.0
19,2023-08-13 19:00:00,2023-08-15 01:14:24,3.0,293.55,844.0,2027.0,980.0,14.0,875.0,0.0
20,2023-08-13 20:00:00,2023-08-15 01:14:24,3.0,297.95,846.0,2130.0,980.0,15.0,832.0,0.0
21,2023-08-13 21:00:00,2023-08-15 01:14:24,3.0,300.69,837.0,2262.0,982.0,14.0,804.0,0.0
22,2023-08-13 22:00:00,2023-08-15 01:14:24,3.0,304.44,844.0,2308.0,979.0,54.0,727.0,0.0
23,2023-08-13 23:00:00,2023-08-15 01:14:24,3.0,316.72,839.0,2305.0,981.0,103.0,478.0,0.0
