UTC Time,Biomass,Fossil Coal-derived gas,Fossil Gas,Fossil Hard coal,Fossil Oil,Geothermal,Hydro Run-of-river and poundage,Hydro Water Reservoir,Other,Solar,Waste,Wind Onshore,Wind Offshore 
2019-04-09 06:00:00+00:00,564.0,599.0,16503.0,2792.0,21.0,645.0,4077.0,979.0,4023.0,2513.0,38.0,3476.0,
2019-04-09 07:00:00+00:00,561.0,619.0,16090.0,2454.0,21.0,644.0,4337.0,1223.0,3928.0,4749.0,43.0,3411.0,
2019-04-09 08:00:00+00:00,563.0,601.0,16109.0,2143.0,21.0,646.0,3973.0,1000.0,3684.0,6121.0,41.0,3139.0,
2019-04-09 09:00:00+00:00,568.0,590.0,15261.0,2144.0,21.0,646.0,3415.0,732.0,3516.0,6809.0,39.0,2863.0,
2019-04-09 10:00:00+00:00,582.0,598.0,14385.0,2103.0,21.0,643.0,2557.0,593.0,3202.0,7401.0,42.0,2701.0,
2019-04-09 11:00:00+00:00,581.0,593.0,14233.0,1782.0,21.0,644.0,2511.0,606.0,3088.0,7758.0,40.0,2650.0,
2019-04-09 12:00:00+00:00,583.0,588.0,14754.0,1684.0,21.0,643.0,2847.0,661.0,3218.0,7617.0,40.0,2626.0,
2019-04-09 13:00:00+00:00,569.0,586.0,15370.0,1698.0,21.0,647.0,2989.0,762.0,3555.0,6482.0,38.0,2695.0,
2019-04-09 14:00:00+00:00,572.0,593.0,16122.0,1687.0,21.0,648.0,3278.0,866.0,3748.0,5405.0,39.0,2603.0,
2019-04-09 15:00:00+00:00,569.0,588.0,17173.0,1763.0,21.0,647.0,3496.0,829.0,3661.0,3702.0,38.0,2370.0,
2019-04-09 16:00:00+00:00,580.0,589.0,17819.0,2008.0,20.0,647.0,4016.0,964.0,3830.0,1440.0,36.0,2287.0,
2019-04-09 17:00:00+00:00,584.0,604.0,18044.0,2237.0,21.0,646.0,4648.0,1171.0,4034.0,108.0,37.0,2298.0,
2019-04-09 18:00:00+00:00,586.0,588.0,18247.0,2222.0,21.0,646.0,4731.0,1064.0,4119.0,0.0,38.0,2479.0,
2019-04-09 19:00:00+00:00,585.0,592.0,17687.0,2160.0,20.0,646.0,4365.0,922.0,3783.0,0.0,37.0,2355.0,
2019-04-09 20:00:00+00:00,584.0,590.0,16373.0,1824.0,20.0,650.0,3128.0,742.0,3595.0,0.0,38.0,2428.0,
2019-04-09 21:00:00+00:00,582.0,596.0,15098.0,1353.0,20.0,651.0,2461.0,402.0,3598.0,0.0,40.0,2533.0,
2019-04-09 22:00:00+00:00,572.0,589.0,11490.0,1268.0,20.0,653.0,2309.0,205.0,3111.0,0.0,38.0,2775.0,
2019-04-09 23:00:00+00:00,572.0,600.0,10290.0,1212.0,20.0,653.0,2230.0,215.0,2976.0,0.0,35.0,2957.0,
2019-04-10 00:00:00+00:00,585.0,593.0,9487.0,1182.0,20.0,653.0,2109.0,211.0,2802.0,0.0,36.0,3476.0,
2019-04-10 01:00:00+00:00,589.0,592.0,9681.0,1170.0,20.0,653.0,2191.0,215.0,2786.0,0.0,35.0,3451.0,
2019-04-10 02:00:00+00:00,583.0,597.0,9641.0,1189.0,20.0,653.0,2218.0,212.0,2822.0,0.0,38.0,3400.0,
2019-04-10 03:00:00+00:00,588.0,595.0,10949.0,1350.0,20.0,653.0,2278.0,220.0,3007.0,0.0,37.0,3229.0,
2019-04-10 04:00:00+00:00,584.0,595.0,13787.0,1645.0,20.0,653.0,2780.0,399.0,3492.0,14.0,38.0,3044.0,
2019-04-10 05:00:00+00:00,578.0,595.0,16174.0,1774.0,19.0,639.0,3969.0,703.0,3736.0,549.0,38.0,2712.0,
2019-04-10 06:00:00+00:00,577.0,619.0,15397.0,2091.0,19.0,641.0,4646.0,1286.0,4206.0,1950.0,37.0,2275.0,
2019-04-10 07:00:00+00:00,570.0,616.0,15143.0,2102.0,19.0,642.0,4363.0,1060.0,4136.0,3946.0,39.0,2361.0,
2019-04-10 08:00:00+00:00,587.0,601.0,14066.0,2134.0,19.0,641.0,4027.0,930.0,3720.0,5865.0,38.0,2690.0,
2019-04-10 09:00:00+00:00,586.0,597.0,13890.0,2138.0,19.0,643.0,3650.0,725.0,3349.0,6623.0,38.0,2790.0,
2019-04-10 10:00:00+00:00,587.0,604.0,13474.0,1838.0,19.0,643.0,2637.0,661.0,3001.0,7593.0,38.0,3033.0,
2019-04-10 11:00:00+00:00,588.0,602.0,13089.0,1672.0,19.0,643.0,2547.0,500.0,3030.0,7514.0,40.0,3445.0,
2019-04-10 12:00:00+00:00,584.0,602.0,12861.0,1799.0,0.0,641.0,3034.0,531.0,3314.0,7578.0,40.0,3886.0,
2019-04-10 13:00:00+00:00,582.0,600.0,13392.0,1890.0,19.0,639.0,3211.0,587.0,3570.0,6646.0,40.0,3829.0,
2019-04-10 14:00:00+00:00,584.0,586.0,14510.0,1907.0,19.0,646.0,3398.0,726.0,3712.0,5155.0,37.0,3883.0,
2019-04-10 15:00:00+00:00,552.0,590.0,15296.0,2059.0,19.0,649.0,3563.0,716.0,3668.0,3082.0,37.0,3927.0,
2019-04-10 16:00:00+00:00,551.0,585.0,15856.0,2292.0,19.0,650.0,4040.0,767.0,3986.0,1291.0,40.0,3992.0,
2019-04-10 17:00:00+00:00,581.0,571.0,17111.0,2363.0,19.0,650.0,4196.0,814.0,4118.0,116.0,39.0,3361.0,
2019-04-10 18:00:00+00:00,582.0,572.0,17697.0,2376.0,19.0,650.0,4361.0,897.0,4142.0,0.0,39.0,3000.0,
2019-04-10 19:00:00+00:00,585.0,572.0,16696.0,2380.0,19.0,650.0,4129.0,836.0,3940.0,0.0,42.0,2570.0,
2019-04-10 20:00:00+00:00,578.0,600.0,15663.0,2343.0,19.0,649.0,2863.0,565.0,3837.0,0.0,40.0,2291.0,
2019-04-10 21:00:00+00:00,581.0,590.0,13889.0,1976.0,19.0,651.0,2641.0,453.0,3576.0,0.0,39.0,2289.0,
2019-04-10 22:00:00+00:00,567.0,597.0,12881.0,1614.0,19.0,650.0,2297.0,284.0,3264.0,0.0,38.0,2157.0,
2019-04-10 23:00:00+00:00,567.0,578.0,11816.0,1550.0,19.0,649.0,2191.0,284.0,2937.0,0.0,40.0,2008.0,
2019-04-11 00:00:00+00:00,566.0,584.0,11373.0,1482.0,19.0,648.0,2158.0,285.0,2494.0,0.0,40.0,2108.0,
2019-04-11 01:00:00+00:00,565.0,589.0,11438.0,1478.0,19.0,648.0,2219.0,287.0,2484.0,0.0,41.0,2118.0,
2019-04-11 02:00:00+00:00,565.0,592.0,11101.0,1584.0,19.0,648.0,2357.0,288.0,2665.0,0.0,42.0,2178.0,
2019-04-11 03:00:00+00:00,566.0,587.0,12141.0,1862.0,19.0,648.0,2444.0,327.0,2937.0,0.0,40.0,1958.0,
2019-04-11 04:00:00+00:00,563.0,600.0,14613.0,2324.0,20.0,648.0,2880.0,551.0,3491.0,15.0,41.0,1743.0,
2019-04-11 05:00:00+00:00,560.0,584.0,16741.0,2391.0,20.0,648.0,4065.0,976.0,3870.0,464.0,40.0,1295.0,
2019-04-11 06:00:00+00:00,556.0,597.0,17742.0,2596.0,20.0,648.0,4596.0,1370.0,4119.0,2005.0,40.0,976.0,
2019-04-11 07:00:00+00:00,559.0,597.0,17782.0,2482.0,20.0,646.0,4634.0,1410.0,4173.0,3698.0,39.0,784.0,
2019-04-11 08:00:00+00:00,561.0,594.0,17398.0,2413.0,20.0,647.0,4276.0,1299.0,3776.0,4962.0,39.0,899.0,
2019-04-11 09:00:00+00:00,563.0,604.0,17742.0,2366.0,20.0,647.0,3840.0,1181.0,3684.0,4801.0,38.0,977.0,
2019-04-11 10:00:00+00:00,564.0,614.0,17335.0,2105.0,20.0,647.0,3187.0,898.0,3587.0,5024.0,39.0,1091.0,
2019-04-11 11:00:00+00:00,565.0,608.0,17440.0,1985.0,20.0,645.0,2867.0,622.0,3437.0,4663.0,40.0,1234.0,
2019-04-11 12:00:00+00:00,565.0,599.0,17524.0,1935.0,20.0,646.0,3115.0,854.0,3571.0,4657.0,40.0,1394.0,
2019-04-11 13:00:00+00:00,565.0,583.0,17415.0,2193.0,20.0,648.0,3103.0,1088.0,3541.0,3829.0,40.0,1471.0,
2019-04-11 14:00:00+00:00,568.0,581.0,17854.0,2226.0,20.0,649.0,3415.0,1128.0,3609.0,3226.0,38.0,1600.0,
2019-04-11 15:00:00+00:00,591.0,590.0,17849.0,2206.0,20.0,648.0,3462.0,892.0,3404.0,2116.0,38.0,1429.0,
2019-04-11 16:00:00+00:00,595.0,580.0,18034.0,2244.0,20.0,651.0,4027.0,876.0,3503.0,852.0,41.0,1179.0,
2019-04-11 17:00:00+00:00,598.0,592.0,18923.0,2273.0,20.0,656.0,4701.0,990.0,4003.0,86.0,39.0,1044.0,
2019-04-11 18:00:00+00:00,598.0,578.0,18848.0,2379.0,20.0,669.0,4647.0,1112.0,4215.0,0.0,34.0,1012.0,
2019-04-11 19:00:00+00:00,600.0,582.0,18048.0,2206.0,20.0,669.0,3817.0,758.0,3568.0,0.0,37.0,1094.0,
2019-04-11 20:00:00+00:00,602.0,584.0,15951.0,2072.0,20.0,673.0,3196.0,627.0,3221.0,0.0,39.0,1041.0,
2019-04-11 21:00:00+00:00,601.0,587.0,14646.0,1691.0,20.0,673.0,2656.0,547.0,3014.0,0.0,40.0,921.0,
2019-04-11 22:00:00+00:00,603.0,585.0,12093.0,1634.0,20.0,673.0,2377.0,188.0,2996.0,0.0,40.0,830.0,
2019-04-11 23:00:00+00:00,601.0,583.0,10435.0,1777.0,20.0,673.0,2165.0,132.0,2696.0,0.0,39.0,777.0,
2019-04-12 00:00:00+00:00,592.0,576.0,10088.0,1602.0,20.0,673.0,2117.0,132.0,2643.0,0.0,39.0,820.0,
2019-04-12 01:00:00+00:00,589.0,588.0,9867.0,1489.0,20.0,673.0,2162.0,135.0,2504.0,0.0,39.0,814.0,
2019-04-12 02:00:00+00:00,599.0,582.0,10255.0,1507.0,20.0,673.0,2471.0,235.0,2492.0,0.0,40.0,732.0,
2019-04-12 03:00:00+00:00,605.0,586.0,11552.0,1751.0,20.0,673.0,2567.0,353.0,2735.0,0.0,41.0,629.0,
2019-04-12 04:00:00+00:00,600.0,588.0,14066.0,2219.0,20.0,673.0,3079.0,617.0,3018.0,25.0,41.0,594.0,
2019-04-12 05:00:00+00:00,600.0,575.0,16012.0,2288.0,20.0,673.0,4121.0,1053.0,3193.0,676.0,39.0,564.0,
2019-04-12 06:00:00+00:00,580.0,581.0,17391.0,2421.0,20.0,673.0,4712.0,1432.0,3205.0,2456.0,39.0,421.0,
2019-04-12 07:00:00+00:00,578.0,573.0,17599.0,2318.0,20.0,674.0,4789.0,1412.0,3327.0,4017.0,41.0,426.0,
2019-04-12 08:00:00+00:00,561.0,584.0,17566.0,2070.0,20.0,673.0,4405.0,1211.0,3204.0,5415.0,39.0,445.0,
2019-04-12 09:00:00+00:00,574.0,578.0,17685.0,2008.0,20.0,669.0,3722.0,992.0,3295.0,6250.0,38.0,602.0,
2019-04-12 10:00:00+00:00,585.0,578.0,16791.0,2012.0,20.0,662.0,2841.0,667.0,3068.0,6110.0,39.0,699.0,
2019-04-12 11:00:00+00:00,590.0,576.0,15643.0,1922.0,20.0,657.0,2745.0,630.0,2620.0,5477.0,40.0,1024.0,
2019-04-12 12:00:00+00:00,593.0,577.0,16202.0,1952.0,20.0,659.0,2873.0,663.0,2673.0,5178.0,40.0,1223.0,
2019-04-12 13:00:00+00:00,597.0,574.0,16080.0,2077.0,20.0,668.0,3038.0,666.0,2671.0,5269.0,40.0,1349.0,
2019-04-12 14:00:00+00:00,605.0,580.0,16612.0,2154.0,20.0,668.0,3084.0,577.0,2905.0,4333.0,39.0,1387.0,
2019-04-12 15:00:00+00:00,603.0,571.0,17381.0,2166.0,20.0,669.0,3199.0,556.0,3022.0,2873.0,39.0,1282.0,
2019-04-12 16:00:00+00:00,597.0,586.0,17980.0,2128.0,20.0,667.0,3734.0,667.0,3149.0,1083.0,40.0,1081.0,
2019-04-12 17:00:00+00:00,599.0,579.0,18217.0,2099.0,20.0,666.0,4464.0,1281.0,3262.0,107.0,38.0,931.0,
2019-04-12 18:00:00+00:00,601.0,584.0,18304.0,2259.0,20.0,669.0,4519.0,1394.0,3238.0,0.0,38.0,989.0,
2019-04-12 19:00:00+00:00,602.0,582.0,17763.0,2168.0,20.0,669.0,3610.0,636.0,2982.0,0.0,33.0,923.0,
2019-04-12 20:00:00+00:00,604.0,587.0,15670.0,2006.0,20.0,670.0,3233.0,446.0,2932.0,0.0,29.0,821.0,
2019-04-12 21:00:00+00:00,595.0,584.0,14139.0,1767.0,20.0,670.0,3028.0,352.0,2954.0,0.0,29.0,852.0,
2019-04-12 22:00:00+00:00,592.0,594.0,11757.0,1596.0,20.0,670.0,2662.0,286.0,2615.0,0.0,27.0,920.0,
2019-04-12 23:00:00+00:00,595.0,581.0,10783.0,1433.0,20.0,670.0,2438.0,249.0,2394.0,0.0,27.0,930.0,
2019-04-13 00:00:00+00:00,603.0,584.0,10330.0,1543.0,20.0,671.0,2169.0,222.0,2372.0,0.0,31.0,1000.0,
2019-04-13 01:00:00+00:00,599.0,587.0,9905.0,1504.0,20.0,672.0,2153.0,225.0,2346.0,0.0,32.0,1111.0,
2019-04-13 02:00:00+00:00,603.0,580.0,9674.0,1499.0,20.0,672.0,2278.0,225.0,2137.0,0.0,31.0,1300.0,
2019-04-13 03:00:00+00:00,602.0,577.0,10182.0,1513.0,20.0,672.0,2376.0,228.0,2398.0,0.0,29.0,1258.0,
2019-04-13 04:00:00+00:00,602.0,588.0,10664.0,1669.0,20.0,672.0,2884.0,344.0,2421.0,29.0,28.0,1219.0,
2019-04-13 05:00:00+00:00,603.0,594.0,11480.0,2103.0,20.0,673.0,3233.0,485.0,2752.0,394.0,32.0,1125.0,
2019-04-13 06:00:00+00:00,603.0,588.0,12066.0,2323.0,20.0,672.0,3645.0,799.0,3023.0,1211.0,31.0,1035.0,
2019-04-13 07:00:00+00:00,599.0,596.0,12213.0,2386.0,20.0,672.0,3737.0,926.0,2916.0,2198.0,32.0,1002.0,
2019-04-13 08:00:00+00:00,595.0,594.0,12382.0,2456.0,20.0,672.0,3677.0,1059.0,2944.0,3444.0,34.0,1049.0,
2019-04-13 09:00:00+00:00,603.0,593.0,11984.0,2441.0,20.0,671.0,3016.0,875.0,2818.0,4219.0,34.0,1054.0,
2019-04-13 10:00:00+00:00,606.0,579.0,10929.0,2025.0,20.0,671.0,2522.0,620.0,2805.0,5246.0,33.0,1156.0,
2019-04-13 11:00:00+00:00,615.0,585.0,9880.0,1549.0,20.0,670.0,2274.0,430.0,2591.0,6264.0,35.0,1455.0,
2019-04-13 12:00:00+00:00,624.0,578.0,9852.0,1452.0,20.0,670.0,2205.0,424.0,2639.0,5653.0,39.0,1676.0,
2019-04-13 13:00:00+00:00,619.0,578.0,10019.0,1571.0,20.0,669.0,2209.0,425.0,2663.0,4431.0,33.0,1803.0,
2019-04-13 14:00:00+00:00,622.0,594.0,10297.0,1667.0,20.0,669.0,2575.0,493.0,2853.0,3913.0,31.0,1916.0,
2019-04-13 15:00:00+00:00,616.0,601.0,10485.0,1773.0,20.0,646.0,2806.0,524.0,3043.0,2477.0,29.0,1660.0,
2019-04-13 16:00:00+00:00,611.0,598.0,11475.0,2063.0,20.0,666.0,3596.0,725.0,3143.0,1086.0,31.0,1440.0,
2019-04-13 17:00:00+00:00,622.0,594.0,12544.0,2437.0,20.0,669.0,4436.0,877.0,3317.0,112.0,30.0,1248.0,
2019-04-13 18:00:00+00:00,624.0,592.0,12979.0,2674.0,20.0,668.0,4684.0,1104.0,3271.0,0.0,30.0,1180.0,
2019-04-13 19:00:00+00:00,628.0,593.0,12536.0,2582.0,20.0,671.0,4169.0,823.0,3184.0,0.0,33.0,1287.0,
2019-04-13 20:00:00+00:00,621.0,593.0,11956.0,2359.0,20.0,672.0,3052.0,520.0,3072.0,0.0,39.0,1380.0,
2019-04-13 21:00:00+00:00,612.0,583.0,10723.0,2053.0,20.0,672.0,2451.0,409.0,2877.0,0.0,39.0,1480.0,
2019-04-13 22:00:00+00:00,600.0,586.0,10108.0,2161.0,20.0,672.0,2724.0,289.0,2900.0,0.0,37.0,1532.0,
2019-04-13 23:00:00+00:00,598.0,579.0,8334.0,2080.0,20.0,672.0,2413.0,189.0,2686.0,0.0,39.0,1433.0,
2019-04-14 00:00:00+00:00,600.0,582.0,8702.0,2054.0,20.0,673.0,2217.0,173.0,2701.0,0.0,41.0,1283.0,
2019-04-14 01:00:00+00:00,595.0,574.0,8318.0,2150.0,20.0,672.0,2128.0,176.0,2607.0,0.0,42.0,1227.0,
2019-04-14 02:00:00+00:00,600.0,584.0,8188.0,2316.0,20.0,673.0,2072.0,176.0,2518.0,0.0,39.0,1080.0,
2019-04-14 03:00:00+00:00,600.0,575.0,8767.0,2315.0,20.0,670.0,2084.0,177.0,2523.0,0.0,41.0,968.0,
2019-04-14 04:00:00+00:00,596.0,580.0,8666.0,2110.0,20.0,670.0,2374.0,236.0,2509.0,25.0,38.0,941.0,
2019-04-14 05:00:00+00:00,594.0,579.0,8635.0,2120.0,20.0,668.0,2533.0,306.0,2563.0,530.0,39.0,831.0,
2019-04-14 06:00:00+00:00,596.0,573.0,8589.0,2152.0,20.0,666.0,3021.0,437.0,2593.0,1875.0,38.0,803.0,
2019-04-14 07:00:00+00:00,596.0,577.0,9104.0,2542.0,20.0,665.0,3302.0,581.0,2587.0,3171.0,40.0,867.0,
2019-04-14 08:00:00+00:00,595.0,581.0,9281.0,2775.0,20.0,664.0,3401.0,530.0,2586.0,4344.0,39.0,1015.0,
2019-04-14 09:00:00+00:00,597.0,577.0,9294.0,2625.0,20.0,665.0,3132.0,535.0,2553.0,5350.0,39.0,1151.0,
2019-04-14 10:00:00+00:00,598.0,594.0,9723.0,2460.0,20.0,666.0,2791.0,584.0,2502.0,5534.0,38.0,1404.0,
2019-04-14 11:00:00+00:00,592.0,572.0,8722.0,2091.0,20.0,666.0,2611.0,459.0,2237.0,5705.0,36.0,1698.0,
2019-04-14 12:00:00+00:00,592.0,565.0,8312.0,1987.0,20.0,666.0,2531.0,317.0,2235.0,5467.0,34.0,1979.0,
2019-04-14 13:00:00+00:00,607.0,574.0,8459.0,2072.0,20.0,667.0,2582.0,361.0,2218.0,4964.0,31.0,2257.0,
2019-04-14 14:00:00+00:00,604.0,587.0,9523.0,2073.0,20.0,666.0,2647.0,410.0,2387.0,4185.0,28.0,2311.0,
2019-04-14 15:00:00+00:00,596.0,578.0,9684.0,2045.0,20.0,666.0,2937.0,409.0,2371.0,2688.0,32.0,2171.0,
2019-04-14 16:00:00+00:00,589.0,588.0,10351.0,2350.0,21.0,665.0,3390.0,512.0,2699.0,1042.0,35.0,1772.0,
2019-04-14 17:00:00+00:00,595.0,580.0,11362.0,2516.0,22.0,668.0,3883.0,597.0,2812.0,74.0,34.0,1526.0,
2019-04-14 18:00:00+00:00,600.0,596.0,11640.0,2688.0,22.0,668.0,4550.0,1002.0,2922.0,0.0,36.0,1348.0,
2019-04-14 19:00:00+00:00,602.0,596.0,11499.0,2545.0,22.0,667.0,4127.0,831.0,2999.0,0.0,33.0,1356.0,
2019-04-14 20:00:00+00:00,602.0,594.0,10585.0,2444.0,22.0,671.0,3480.0,437.0,2820.0,0.0,35.0,1405.0,
2019-04-14 21:00:00+00:00,603.0,593.0,8732.0,2178.0,22.0,671.0,2986.0,258.0,2664.0,0.0,35.0,1522.0,
2019-04-14 22:00:00+00:00,594.0,588.0,7482.0,2049.0,22.0,671.0,2585.0,156.0,2929.0,0.0,30.0,1612.0,
2019-04-14 23:00:00+00:00,597.0,599.0,6445.0,2015.0,22.0,671.0,2357.0,85.0,2786.0,0.0,28.0,1936.0,
2019-04-15 00:00:00+00:00,604.0,600.0,6303.0,2030.0,22.0,671.0,2163.0,84.0,2694.0,0.0,31.0,2165.0,
2019-04-15 01:00:00+00:00,600.0,603.0,6141.0,2049.0,22.0,671.0,2140.0,88.0,2638.0,0.0,30.0,2364.0,
2019-04-15 02:00:00+00:00,601.0,590.0,6531.0,2075.0,22.0,671.0,2223.0,104.0,2691.0,0.0,31.0,2428.0,
2019-04-15 03:00:00+00:00,601.0,589.0,7680.0,2206.0,22.0,671.0,2341.0,141.0,2869.0,0.0,29.0,2339.0,
2019-04-15 04:00:00+00:00,597.0,601.0,10860.0,2714.0,22.0,672.0,2919.0,498.0,3497.0,17.0,30.0,2447.0,
2019-04-15 05:00:00+00:00,595.0,602.0,12960.0,3252.0,22.0,672.0,4289.0,845.0,3743.0,692.0,31.0,2558.0,
2019-04-15 06:00:00+00:00,594.0,602.0,12989.0,3180.0,22.0,672.0,4915.0,1375.0,3730.0,3089.0,33.0,2556.0,
2019-04-15 07:00:00+00:00,591.0,601.0,14046.0,2787.0,22.0,672.0,4634.0,1010.0,3534.0,5447.0,32.0,2761.0,
2019-04-15 08:00:00+00:00,576.0,600.0,13513.0,2605.0,22.0,674.0,3403.0,803.0,3315.0,6812.0,33.0,3126.0,
2019-04-15 09:00:00+00:00,577.0,605.0,13266.0,2193.0,22.0,676.0,3187.0,685.0,3216.0,7802.0,32.0,3064.0,
2019-04-15 10:00:00+00:00,583.0,601.0,11387.0,2054.0,22.0,675.0,2975.0,469.0,2835.0,8096.0,32.0,3296.0,
2019-04-15 11:00:00+00:00,575.0,591.0,10767.0,2089.0,21.0,672.0,2702.0,536.0,2952.0,8796.0,33.0,3539.0,
2019-04-15 12:00:00+00:00,574.0,593.0,11693.0,2117.0,21.0,672.0,2744.0,606.0,2931.0,8243.0,32.0,3634.0,
2019-04-15 13:00:00+00:00,585.0,582.0,11504.0,2127.0,29.0,672.0,2770.0,692.0,2978.0,7395.0,31.0,4037.0,
2019-04-15 14:00:00+00:00,591.0,581.0,11623.0,2366.0,32.0,671.0,3085.0,606.0,3473.0,6078.0,33.0,4013.0,
2019-04-15 15:00:00+00:00,594.0,585.0,11947.0,2697.0,23.0,671.0,3241.0,659.0,3635.0,4124.0,35.0,4186.0,
2019-04-15 16:00:00+00:00,594.0,588.0,12502.0,3007.0,21.0,671.0,3773.0,865.0,3821.0,1792.0,36.0,4072.0,
2019-04-15 17:00:00+00:00,592.0,585.0,14095.0,3049.0,21.0,671.0,4746.0,1085.0,3947.0,175.0,32.0,3531.0,
2019-04-15 18:00:00+00:00,595.0,587.0,15567.0,3024.0,21.0,672.0,5206.0,1365.0,3971.0,0.0,33.0,3437.0,
2019-04-15 19:00:00+00:00,596.0,583.0,15189.0,2900.0,21.0,672.0,4189.0,896.0,3818.0,0.0,35.0,3360.0,
2019-04-15 20:00:00+00:00,581.0,587.0,13408.0,2640.0,21.0,672.0,3505.0,760.0,3538.0,0.0,39.0,2886.0,
2019-04-15 21:00:00+00:00,577.0,585.0,11746.0,2280.0,21.0,672.0,2791.0,621.0,3265.0,0.0,39.0,2417.0,
2019-04-15 22:00:00+00:00,560.0,584.0,10514.0,1842.0,21.0,673.0,2459.0,216.0,2897.0,0.0,36.0,2007.0,
2019-04-15 23:00:00+00:00,566.0,582.0,9793.0,1763.0,22.0,674.0,2226.0,210.0,2836.0,0.0,38.0,1742.0,
2019-04-16 00:00:00+00:00,565.0,575.0,9223.0,1749.0,22.0,673.0,2176.0,214.0,2754.0,0.0,38.0,1548.0,
2019-04-16 01:00:00+00:00,586.0,580.0,9870.0,1759.0,22.0,674.0,2160.0,229.0,2846.0,0.0,37.0,1364.0,
2019-04-16 02:00:00+00:00,597.0,573.0,10649.0,1781.0,22.0,674.0,2150.0,237.0,3001.0,0.0,36.0,1232.0,
2019-04-16 03:00:00+00:00,606.0,576.0,12004.0,1876.0,21.0,673.0,2295.0,402.0,3056.0,1.0,34.0,1127.0,
2019-04-16 04:00:00+00:00,606.0,594.0,12993.0,2168.0,21.0,663.0,2819.0,748.0,3220.0,53.0,37.0,1091.0,
2019-04-16 05:00:00+00:00,600.0,582.0,15219.0,2402.0,21.0,663.0,3456.0,784.0,3519.0,1084.0,36.0,875.0,
2019-04-16 06:00:00+00:00,598.0,580.0,15785.0,2509.0,20.0,662.0,4027.0,1069.0,3634.0,3544.0,31.0,568.0,
2019-04-16 07:00:00+00:00,605.0,580.0,15493.0,2185.0,20.0,660.0,3863.0,1017.0,3688.0,6059.0,33.0,478.0,
2019-04-16 08:00:00+00:00,604.0,583.0,14492.0,2144.0,20.0,644.0,3178.0,706.0,3902.0,7938.0,36.0,473.0,
2019-04-16 09:00:00+00:00,604.0,585.0,13878.0,1984.0,20.0,638.0,2857.0,648.0,3788.0,9030.0,35.0,481.0,
2019-04-16 10:00:00+00:00,605.0,584.0,12726.0,1764.0,20.0,652.0,2627.0,585.0,3567.0,9261.0,36.0,433.0,
2019-04-16 11:00:00+00:00,606.0,594.0,12893.0,1775.0,20.0,655.0,2464.0,537.0,3660.0,9353.0,33.0,414.0,
2019-04-16 12:00:00+00:00,604.0,588.0,13659.0,1831.0,20.0,659.0,2481.0,587.0,3699.0,8674.0,34.0,449.0,
2019-04-16 13:00:00+00:00,606.0,590.0,14296.0,2104.0,20.0,658.0,2521.0,616.0,3753.0,7466.0,37.0,529.0,
2019-04-16 14:00:00+00:00,603.0,591.0,15144.0,2206.0,20.0,660.0,2942.0,661.0,3735.0,6011.0,34.0,613.0,
2019-04-16 15:00:00+00:00,607.0,582.0,16091.0,2259.0,21.0,660.0,3243.0,767.0,3604.0,3772.0,37.0,647.0,
2019-04-16 16:00:00+00:00,617.0,583.0,16915.0,2311.0,37.0,658.0,3833.0,806.0,3692.0,1310.0,34.0,658.0,
2019-04-16 17:00:00+00:00,611.0,587.0,17492.0,2370.0,120.0,661.0,4885.0,1257.0,3826.0,131.0,36.0,550.0,
2019-04-16 18:00:00+00:00,591.0,581.0,17650.0,2486.0,143.0,663.0,5090.0,1620.0,3866.0,0.0,36.0,386.0,
2019-04-16 19:00:00+00:00,604.0,579.0,17456.0,2353.0,142.0,663.0,4677.0,1319.0,3583.0,0.0,37.0,325.0,
2019-04-16 20:00:00+00:00,605.0,585.0,15921.0,2263.0,143.0,663.0,3378.0,767.0,3237.0,0.0,38.0,336.0,
2019-04-16 21:00:00+00:00,607.0,579.0,14461.0,2078.0,144.0,663.0,2848.0,651.0,2860.0,0.0,38.0,347.0,
2019-04-16 22:00:00+00:00,598.0,581.0,11862.0,2107.0,156.0,663.0,2531.0,490.0,2694.0,0.0,36.0,308.0,
2019-04-16 23:00:00+00:00,601.0,577.0,10644.0,1857.0,156.0,669.0,2403.0,325.0,2604.0,0.0,34.0,327.0,
2019-04-17 00:00:00+00:00,604.0,574.0,10356.0,1571.0,156.0,675.0,2185.0,249.0,2536.0,0.0,37.0,350.0,
2019-04-17 01:00:00+00:00,601.0,573.0,10774.0,1547.0,156.0,675.0,2112.0,236.0,2566.0,0.0,36.0,345.0,
2019-04-17 02:00:00+00:00,607.0,573.0,11170.0,1600.0,156.0,675.0,2135.0,247.0,2651.0,0.0,38.0,323.0,
2019-04-17 03:00:00+00:00,606.0,572.0,11721.0,1844.0,156.0,675.0,2445.0,365.0,2836.0,0.0,36.0,329.0,
2019-04-17 04:00:00+00:00,606.0,574.0,13091.0,2308.0,160.0,675.0,3196.0,885.0,3372.0,56.0,35.0,297.0,
2019-04-17 05:00:00+00:00,604.0,572.0,15421.0,2531.0,31.0,675.0,4230.0,1197.0,3737.0,1055.0,33.0,274.0,
2019-04-17 06:00:00+00:00,581.0,580.0,16635.0,2361.0,20.0,655.0,3958.0,1291.0,3973.0,3676.0,35.0,207.0,
2019-04-17 07:00:00+00:00,569.0,586.0,15980.0,1909.0,20.0,637.0,3878.0,1056.0,3941.0,6288.0,37.0,263.0,
