,Solar,Wind Offshore,Wind Onshore
2019-01-01 01:00:00+01:00,0.0,955.0,2987.0
2019-01-01 02:00:00+01:00,0.0,512.0,2817.0
2019-01-01 03:00:00+01:00,0.0,443.0,2729.0
2019-01-01 04:00:00+01:00,0.0,437.0,2667.0
2019-01-01 05:00:00+01:00,0.0,437.0,2699.0
2019-01-01 06:00:00+01:00,0.0,435.0,2900.0
2019-01-01 07:00:00+01:00,0.0,443.0,2815.0
2019-01-01 08:00:00+01:00,0.0,587.0,2831.0
2019-01-01 09:00:00+01:00,24.0,582.0,3191.0
2019-01-01 10:00:00+01:00,79.0,576.0,3220.0
2019-01-01 11:00:00+01:00,126.0,772.0,3212.0
2019-01-01 12:00:00+01:00,136.0,797.0,3183.0
2019-01-01 13:00:00+01:00,113.0,497.0,3197.0
2019-01-01 14:00:00+01:00,61.0,452.0,3305.0
2019-01-01 15:00:00+01:00,12.0,444.0,3296.0
2019-01-01 16:00:00+01:00,0.0,815.0,3429.0
2019-01-01 17:00:00+01:00,0.0,832.0,3567.0
2019-01-01 18:00:00+01:00,0.0,850.0,3692.0
2019-01-01 19:00:00+01:00,0.0,496.0,2649.0
2019-01-01 20:00:00+01:00,0.0,508.0,720.0
2019-01-01 21:00:00+01:00,0.0,400.0,697.0
2019-01-01 22:00:00+01:00,0.0,566.0,686.0
2019-01-01 23:00:00+01:00,0.0,462.0,690.0
2019-01-02 00:00:00+01:00,0.0,432.0,2492.0
2019-01-02 01:00:00+01:00,0.0,432.0,2450.0
2019-01-02 02:00:00+01:00,0.0,433.0,2349.0
2019-01-02 03:00:00+01:00,0.0,432.0,2265.0
2019-01-02 04:00:00+01:00,0.0,429.0,2227.0
2019-01-02 05:00:00+01:00,0.0,425.0,2504.0
2019-01-02 06:00:00+01:00,0.0,573.0,2732.0
2019-01-02 07:00:00+01:00,0.0,959.0,2536.0
2019-01-02 08:00:00+01:00,0.0,958.0,2419.0
2019-01-02 09:00:00+01:00,30.0,948.0,2260.0
2019-01-02 10:00:00+01:00,99.0,938.0,2263.0
2019-01-02 11:00:00+01:00,150.0,926.0,2143.0
2019-01-02 12:00:00+01:00,164.0,908.0,2024.0
2019-01-02 13:00:00+01:00,138.0,886.0,1803.0
2019-01-02 14:00:00+01:00,77.0,864.0,1543.0
2019-01-02 15:00:00+01:00,16.0,834.0,1319.0
2019-01-02 16:00:00+01:00,0.0,802.0,1189.0
2019-01-02 17:00:00+01:00,0.0,779.0,1042.0
2019-01-02 18:00:00+01:00,0.0,750.0,895.0
2019-01-02 19:00:00+01:00,0.0,701.0,775.0
2019-01-02 20:00:00+01:00,0.0,643.0,681.0
2019-01-02 21:00:00+01:00,0.0,605.0,628.0
2019-01-02 22:00:00+01:00,0.0,596.0,613.0
2019-01-02 23:00:00+01:00,0.0,616.0,593.0
2019-01-03 00:00:00+01:00,0.0,671.0,469.0
2019-01-03 01:00:00+01:00,0.0,782.0,463.0
2019-01-03 02:00:00+01:00,0.0,799.0,492.0
2019-01-03 03:00:00+01:00,0.0,802.0,529.0
2019-01-03 04:00:00+01:00,0.0,770.0,580.0
2019-01-03 05:00:00+01:00,0.0,667.0,617.0
2019-01-03 06:00:00+01:00,0.0,640.0,624.0
2019-01-03 07:00:00+01:00,0.0,578.0,638.0
2019-01-03 08:00:00+01:00,0.0,511.0,617.0
2019-01-03 09:00:00+01:00,29.0,444.0,581.0
2019-01-03 10:00:00+01:00,93.0,371.0,564.0
2019-01-03 11:00:00+01:00,136.0,295.0,479.0
2019-01-03 12:00:00+01:00,145.0,232.0,407.0
2019-01-03 13:00:00+01:00,121.0,188.0,355.0
2019-01-03 14:00:00+01:00,69.0,161.0,318.0
2019-01-03 15:00:00+01:00,15.0,149.0,311.0
2019-01-03 16:00:00+01:00,0.0,154.0,333.0
2019-01-03 17:00:00+01:00,0.0,172.0,373.0
2019-01-03 18:00:00+01:00,0.0,198.0,444.0
2019-01-03 19:00:00+01:00,0.0,232.0,570.0
2019-01-03 20:00:00+01:00,0.0,278.0,752.0
2019-01-03 21:00:00+01:00,0.0,336.0,955.0
2019-01-03 22:00:00+01:00,0.0,407.0,1210.0
2019-01-03 23:00:00+01:00,0.0,488.0,1508.0
2019-01-04 00:00:00+01:00,0.0,632.0,2125.0
2019-01-04 01:00:00+01:00,0.0,682.0,2336.0
2019-01-04 02:00:00+01:00,0.0,805.0,2485.0
2019-01-04 03:00:00+01:00,0.0,861.0,2571.0
2019-01-04 04:00:00+01:00,0.0,926.0,2576.0
2019-01-04 05:00:00+01:00,0.0,941.0,2622.0
2019-01-04 06:00:00+01:00,0.0,913.0,2595.0
2019-01-04 07:00:00+01:00,0.0,824.0,2206.0
2019-01-04 08:00:00+01:00,0.0,588.0,2159.0
2019-01-04 09:00:00+01:00,23.0,779.0,2225.0
2019-01-04 10:00:00+01:00,76.0,788.0,2308.0
2019-01-04 11:00:00+01:00,116.0,794.0,2308.0
2019-01-04 12:00:00+01:00,128.0,784.0,2386.0
2019-01-04 13:00:00+01:00,102.0,774.0,2445.0
2019-01-04 14:00:00+01:00,56.0,757.0,2536.0
2019-01-04 15:00:00+01:00,13.0,760.0,2636.0
2019-01-04 16:00:00+01:00,0.0,781.0,2768.0
2019-01-04 17:00:00+01:00,0.0,804.0,2794.0
2019-01-04 18:00:00+01:00,0.0,826.0,2745.0
2019-01-04 19:00:00+01:00,0.0,828.0,2752.0
2019-01-04 20:00:00+01:00,0.0,823.0,2701.0
2019-01-04 21:00:00+01:00,0.0,821.0,2593.0
2019-01-04 22:00:00+01:00,0.0,811.0,2546.0
2019-01-04 23:00:00+01:00,0.0,781.0,2520.0
2019-01-05 00:00:00+01:00,0.0,903.0,2575.0
2019-01-05 01:00:00+01:00,0.0,893.0,2474.0
2019-01-05 02:00:00+01:00,0.0,866.0,2314.0
2019-01-05 03:00:00+01:00,0.0,820.0,2192.0
2019-01-05 04:00:00+01:00,0.0,733.0,2122.0
2019-01-05 05:00:00+01:00,0.0,706.0,2026.0
2019-01-05 06:00:00+01:00,0.0,661.0,1797.0
2019-01-05 07:00:00+01:00,0.0,782.0,1476.0
2019-01-05 08:00:00+01:00,0.0,733.0,1184.0
2019-01-05 09:00:00+01:00,24.0,635.0,928.0
2019-01-05 10:00:00+01:00,77.0,489.0,739.0
2019-01-05 11:00:00+01:00,125.0,386.0,545.0
2019-01-05 12:00:00+01:00,142.0,332.0,434.0
2019-01-05 13:00:00+01:00,115.0,289.0,364.0
2019-01-05 14:00:00+01:00,62.0,246.0,301.0
2019-01-05 15:00:00+01:00,15.0,212.0,250.0
2019-01-05 16:00:00+01:00,0.0,191.0,218.0
2019-01-05 17:00:00+01:00,0.0,175.0,187.0
2019-01-05 18:00:00+01:00,0.0,159.0,141.0
2019-01-05 19:00:00+01:00,0.0,145.0,101.0
2019-01-05 20:00:00+01:00,0.0,136.0,82.0
2019-01-05 21:00:00+01:00,0.0,128.0,73.0
2019-01-05 22:00:00+01:00,0.0,117.0,76.0
2019-01-05 23:00:00+01:00,0.0,108.0,96.0
2019-01-06 00:00:00+01:00,0.0,79.0,37.0
2019-01-06 01:00:00+01:00,0.0,84.0,58.0
2019-01-06 02:00:00+01:00,0.0,95.0,56.0
2019-01-06 03:00:00+01:00,0.0,71.0,56.0
2019-01-06 04:00:00+01:00,0.0,92.0,76.0
2019-01-06 05:00:00+01:00,0.0,143.0,126.0
2019-01-06 06:00:00+01:00,0.0,121.0,148.0
2019-01-06 07:00:00+01:00,0.0,94.0,146.0
2019-01-06 08:00:00+01:00,0.0,114.0,178.0
2019-01-06 09:00:00+01:00,9.0,116.0,226.0
2019-01-06 10:00:00+01:00,29.0,132.0,284.0
2019-01-06 11:00:00+01:00,47.0,153.0,359.0
2019-01-06 12:00:00+01:00,55.0,167.0,453.0
2019-01-06 13:00:00+01:00,51.0,167.0,522.0
2019-01-06 14:00:00+01:00,30.0,164.0,580.0
2019-01-06 15:00:00+01:00,7.0,159.0,611.0
2019-01-06 16:00:00+01:00,0.0,154.0,644.0
2019-01-06 17:00:00+01:00,0.0,151.0,696.0
2019-01-06 18:00:00+01:00,0.0,147.0,750.0
2019-01-06 19:00:00+01:00,0.0,144.0,754.0
2019-01-06 20:00:00+01:00,0.0,150.0,694.0
2019-01-06 21:00:00+01:00,0.0,165.0,622.0
2019-01-06 22:00:00+01:00,0.0,185.0,581.0
2019-01-06 23:00:00+01:00,0.0,196.0,576.0
2019-01-07 00:00:00+01:00,0.0,211.0,600.0
2019-01-07 01:00:00+01:00,0.0,170.0,627.0
2019-01-07 02:00:00+01:00,0.0,173.0,651.0
2019-01-07 03:00:00+01:00,0.0,170.0,685.0
2019-01-07 04:00:00+01:00,0.0,180.0,706.0
2019-01-07 05:00:00+01:00,0.0,244.0,749.0
2019-01-07 06:00:00+01:00,0.0,282.0,829.0
2019-01-07 07:00:00+01:00,0.0,271.0,883.0
2019-01-07 08:00:00+01:00,0.0,276.0,872.0
2019-01-07 09:00:00+01:00,14.0,307.0,845.0
2019-01-07 10:00:00+01:00,50.0,365.0,870.0
2019-01-07 11:00:00+01:00,78.0,438.0,898.0
2019-01-07 12:00:00+01:00,85.0,504.0,998.0
2019-01-07 13:00:00+01:00,68.0,549.0,1211.0
2019-01-07 14:00:00+01:00,32.0,612.0,1546.0
2019-01-07 15:00:00+01:00,7.0,711.0,1937.0
2019-01-07 16:00:00+01:00,0.0,814.0,2373.0
2019-01-07 17:00:00+01:00,0.0,914.0,2833.0
2019-01-07 18:00:00+01:00,0.0,964.0,3143.0
2019-01-07 19:00:00+01:00,0.0,972.0,3249.0
2019-01-07 20:00:00+01:00,0.0,975.0,3168.0
2019-01-07 21:00:00+01:00,0.0,975.0,3034.0
2019-01-07 22:00:00+01:00,0.0,973.0,2964.0
2019-01-07 23:00:00+01:00,0.0,968.0,3060.0
2019-01-08 00:00:00+01:00,0.0,921.0,3094.0
2019-01-08 01:00:00+01:00,0.0,939.0,2724.0
2019-01-08 02:00:00+01:00,0.0,861.0,2814.0
2019-01-08 03:00:00+01:00,0.0,909.0,2763.0
2019-01-08 04:00:00+01:00,0.0,930.0,2697.0
2019-01-08 05:00:00+01:00,0.0,719.0,2843.0
2019-01-08 06:00:00+01:00,0.0,571.0,3101.0
2019-01-08 07:00:00+01:00,0.0,674.0,3119.0
2019-01-08 08:00:00+01:00,0.0,811.0,3010.0
2019-01-08 09:00:00+01:00,8.0,923.0,2861.0
2019-01-08 10:00:00+01:00,34.0,955.0,2954.0
2019-01-08 11:00:00+01:00,54.0,978.0,3195.0
