UTC time,coal,nat_gas,nuclear,hydro,solar,wind,other
2019-01-01 00:00:00,169,1902,4007,0,7,0,0
2019-01-01 01:00:00,169,2183,4008,0,0,0,0
2019-01-01 02:00:00,194,2058,4008,0,0,0,0
2019-01-01 03:00:00,196,1844,4005,0,0,0,0
2019-01-01 04:00:00,194,1814,4006,0,0,0,0
2019-01-01 05:00:00,173,1782,4008,0,0,0,0
2019-01-01 06:00:00,193,1740,4007,0,0,0,0
2019-01-01 07:00:00,195,1616,4009,0,0,0,0
2019-01-01 08:00:00,196,1269,4012,0,0,0,0
2019-01-01 09:00:00,173,1362,4004,0,0,0,0
2019-01-01 10:00:00,172,1386,4009,0,0,0,0
2019-01-01 11:00:00,171,1384,4010,0,0,0,0
2019-01-01 12:00:00,171,1322,4012,0,0,0,0
2019-01-01 13:00:00,171,1354,4016,0,0,0,0
2019-01-01 14:00:00,172,1505,4018,0,0,0,0
2019-01-01 15:00:00,195,1456,4012,0,4,0,0
2019-01-01 16:00:00,225,1464,4012,0,161,0,0
2019-01-01 17:00:00,226,4320,4014,0,422,0,0
2019-01-01 18:00:00,226,1225,4011,0,500,0,0
2019-01-01 19:00:00,227,4253,4011,0,523,0,0
2019-01-01 20:00:00,226,968,4010,0,527,0,0
2019-01-01 21:00:00,226,897,4008,0,542,0,0
2019-01-01 22:00:00,226,876,4010,0,553,0,0
2019-01-01 23:00:00,225,935,4011,0,457,0,0
2019-01-02 00:00:00,228,1073,4008,0,220,0,0
2019-01-02 01:00:00,225,1336,4010,0,11,0,0
2019-01-02 02:00:00,227,1651,4006,0,0,0,0
2019-01-02 03:00:00,225,1613,4006,0,0,0,0
2019-01-02 04:00:00,226,1646,4012,0,0,0,0
2019-01-02 05:00:00,226,1466,4010,0,0,0,0
2019-01-02 06:00:00,226,1314,4012,0,0,0,0
2019-01-02 07:00:00,226,1200,4012,0,0,0,0
2019-01-02 08:00:00,226,1238,4010,0,0,0,0
2019-01-02 09:00:00,227,1331,4010,0,0,0,0
2019-01-02 10:00:00,226,1386,4016,0,0,0,0
2019-01-02 11:00:00,226,1196,4015,0,0,0,0
2019-01-02 12:00:00,226,1305,4014,0,0,0,0
2019-01-02 13:00:00,262,1517,4016,0,0,0,0
2019-01-02 14:00:00,349,1714,4011,0,0,0,0
2019-01-02 15:00:00,352,2215,4015,0,3,0,0
2019-01-02 16:00:00,352,2122,4015,0,183,0,0
2019-01-02 17:00:00,351,1738,4015,0,463,0,0
2019-01-02 18:00:00,352,1499,4010,0,525,0,0
2019-01-02 19:00:00,352,1535,4012,0,487,0,0
2019-01-02 20:00:00,351,1490,4010,0,502,0,0
2019-01-02 21:00:00,352,1286,4010,0,490,0,0
2019-01-02 22:00:00,352,1179,4014,0,549,0,0
2019-01-02 23:00:00,351,1212,4013,0,468,0,0
2019-01-03 00:00:00,359,1551,4009,0,231,0,0
2019-01-03 01:00:00,362,1870,4010,0,12,0,0
2019-01-03 02:00:00,365,2154,4008,0,0,0,0
2019-01-03 03:00:00,362,2334,4010,0,0,0,0
2019-01-03 04:00:00,364,2383,4011,0,0,0,0
2019-01-03 05:00:00,370,2243,4015,0,0,0,0
2019-01-03 06:00:00,366,1996,4013,0,0,0,0
2019-01-03 07:00:00,304,1805,4015,0,0,0,0
2019-01-03 08:00:00,234,1596,4014,0,0,0,0
2019-01-03 09:00:00,315,1744,4017,0,0,0,0
2019-01-03 10:00:00,367,1599,4015,0,0,0,0
2019-01-03 11:00:00,370,1776,4019,0,0,0,0
2019-01-03 12:00:00,368,1949,4017,0,0,0,0
2019-01-03 13:00:00,375,2187,4016,0,0,0,0
2019-01-03 14:00:00,376,2420,4021,4,0,0,0
2019-01-03 15:00:00,375,2604,4016,12,6,0,0
2019-01-03 16:00:00,377,2520,4020,23,194,0,0
2019-01-03 17:00:00,376,1928,4014,0,459,0,0
2019-01-03 18:00:00,284,1718,4010,0,558,0,0
2019-01-03 19:00:00,225,1542,4012,6,555,0,0
2019-01-03 20:00:00,224,1366,4010,0,542,0,0
2019-01-03 21:00:00,225,1274,4008,7,550,0,0
2019-01-03 22:00:00,224,1261,4011,5,561,0,0
2019-01-03 23:00:00,224,1343,4009,35,474,0,0
2019-01-04 00:00:00,223,1521,4008,6,237,0,0
2019-01-04 01:00:00,225,1937,4007,0,15,0,0
2019-01-04 02:00:00,247,2362,4010,0,0,0,0
2019-01-04 03:00:00,320,2564,4008,0,0,0,0
2019-01-04 04:00:00,321,2557,4011,0,0,0,0
2019-01-04 05:00:00,314,2441,4012,0,0,0,0
2019-01-04 06:00:00,246,2340,4014,0,0,0,0
2019-01-04 07:00:00,355,1910,4016,0,0,0,0
2019-01-04 08:00:00,373,1761,4011,0,0,0,0
2019-01-04 09:00:00,374,1470,4015,0,0,0,0
2019-01-04 10:00:00,375,1521,4015,0,0,0,0
2019-01-04 11:00:00,376,1488,4010,0,0,0,0
2019-01-04 12:00:00,375,1479,4013,0,0,0,0
