UTC time,solar,nuclear,nat_gas,other,hydro,coal,wind
2019-01-05 04:00:00,0.0,12302.0,16280.0,1017.0,994.0,30765.0,9030.0
2019-01-05 05:00:00,0.0,12320.0,15628.0,1017.0,961.0,28838.0,9009.0
2019-01-05 06:00:00,0.0,12087.0,14268.0,1007.0,803.0,27689.0,9293.0
2019-01-05 07:00:00,0.0,11295.0,14359.0,960.0,752.0,25892.0,8751.0
2019-01-05 08:00:00,0.0,11181.0,14407.0,942.0,744.0,25491.0,8008.0
2019-01-05 09:00:00,0.0,11189.0,14262.0,938.0,782.0,24880.0,8121.0
2019-01-05 10:00:00,0.0,11196.0,14324.0,945.0,783.0,24668.0,8552.0
2019-01-05 11:00:00,0.0,11209.0,14560.0,942.0,785.0,25265.0,8888.0
2019-01-05 12:00:00,0.0,11219.0,14814.0,948.0,837.0,27080.0,8857.0
2019-01-05 13:00:00,0.0,11227.0,15317.0,945.0,895.0,28741.0,8669.0
2019-01-05 14:00:00,5.0,11239.0,15883.0,934.0,1098.0,30943.0,8262.0
2019-01-05 15:00:00,37.0,11249.0,15963.0,936.0,1173.0,31955.0,7826.0
2019-01-05 16:00:00,134.0,11220.0,15498.0,942.0,1072.0,32590.0,6881.0
2019-01-05 17:00:00,219.0,11140.0,14953.0,943.0,965.0,33022.0,5319.0
2019-01-05 18:00:00,227.0,11134.0,14452.0,939.0,961.0,32463.0,4186.0
2019-01-05 19:00:00,231.0,11204.0,14212.0,939.0,938.0,31028.0,3687.0
2019-01-05 20:00:00,231.0,11204.0,13665.0,933.0,927.0,30305.0,3471.0
2019-01-05 21:00:00,217.0,11212.0,13604.0,943.0,930.0,28838.0,3613.0
2019-01-05 22:00:00,137.0,11246.0,13666.0,935.0,957.0,28901.0,3743.0
2019-01-05 23:00:00,29.0,11333.0,13766.0,934.0,1088.0,29848.0,4356.0
2019-01-06 00:00:00,0.0,11409.0,13947.0,940.0,1102.0,32334.0,4955.0
2019-01-06 01:00:00,0.0,11422.0,14133.0,940.0,1141.0,33104.0,5459.0
2019-01-06 02:00:00,0.0,11423.0,13783.0,939.0,1057.0,33050.0,5705.0
2019-01-06 03:00:00,0.0,11388.0,13593.0,941.0,1058.0,32360.0,5437.0
2019-01-06 04:00:00,0.0,11145.0,13414.0,936.0,988.0,31072.0,5741.0
2019-01-06 05:00:00,0.0,11126.0,13465.0,939.0,963.0,29563.0,5903.0
2019-01-06 06:00:00,0.0,11103.0,12931.0,940.0,959.0,28673.0,5998.0
2019-01-06 07:00:00,0.0,11097.0,12548.0,947.0,917.0,26077.0,6246.0
2019-01-06 08:00:00,0.0,11018.0,12558.0,942.0,914.0,24593.0,6068.0
2019-01-06 09:00:00,0.0,10880.0,12614.0,941.0,913.0,24101.0,6062.0
2019-01-06 10:00:00,0.0,10919.0,12206.0,939.0,912.0,24051.0,6236.0
2019-01-06 11:00:00,0.0,10907.0,12074.0,939.0,912.0,24647.0,7106.0
2019-01-06 12:00:00,0.0,10976.0,11883.0,941.0,918.0,25089.0,8259.0
2019-01-06 13:00:00,0.0,11074.0,12346.0,961.0,938.0,25927.0,9179.0
2019-01-06 14:00:00,7.0,11142.0,12256.0,947.0,962.0,27206.0,10098.0
2019-01-06 15:00:00,47.0,11169.0,12136.0,952.0,954.0,27889.0,11086.0
2019-01-06 16:00:00,94.0,11207.0,11609.0,958.0,951.0,27221.0,11928.0
2019-01-06 17:00:00,138.0,11297.0,11399.0,954.0,944.0,25974.0,12395.0
2019-01-06 18:00:00,144.0,11360.0,11246.0,957.0,960.0,24801.0,12598.0
2019-01-06 19:00:00,132.0,11380.0,11146.0,950.0,933.0,24252.0,12951.0
2019-01-06 20:00:00,157.0,11394.0,10891.0,952.0,922.0,23512.0,13022.0
2019-01-06 21:00:00,128.0,11413.0,11003.0,955.0,918.0,23200.0,13353.0
2019-01-06 22:00:00,79.0,11436.0,11250.0,958.0,911.0,23749.0,13245.0
2019-01-06 23:00:00,18.0,11448.0,11874.0,959.0,1030.0,26309.0,13337.0
2019-01-07 00:00:00,0.0,11438.0,11988.0,955.0,1063.0,29071.0,13228.0
2019-01-07 01:00:00,0.0,11463.0,11984.0,959.0,1073.0,29314.0,13504.0
2019-01-07 02:00:00,0.0,11566.0,11718.0,956.0,1024.0,28868.0,13484.0
2019-01-07 03:00:00,0.0,11669.0,11450.0,960.0,928.0,28000.0,13649.0
2019-01-07 04:00:00,0.0,11747.0,10952.0,964.0,857.0,25866.0,13745.0
2019-01-07 05:00:00,0.0,11781.0,10362.0,961.0,844.0,23204.0,13509.0
2019-01-07 06:00:00,0.0,11823.0,10136.0,957.0,841.0,21512.0,13452.0
2019-01-07 07:00:00,0.0,11849.0,9934.0,967.0,836.0,20212.0,13335.0
2019-01-07 08:00:00,0.0,11877.0,9737.0,967.0,836.0,19409.0,12806.0
2019-01-07 09:00:00,0.0,11902.0,9863.0,965.0,837.0,18917.0,12291.0
2019-01-07 10:00:00,0.0,11938.0,10147.0,969.0,835.0,19033.0,12345.0
2019-01-07 11:00:00,0.0,11955.0,11527.0,965.0,902.0,20722.0,12238.0
2019-01-07 12:00:00,0.0,11961.0,13185.0,961.0,1012.0,24198.0,11794.0
2019-01-07 13:00:00,0.0,11967.0,14344.0,957.0,1264.0,28664.0,11467.0
2019-01-07 14:00:00,5.0,11987.0,15042.0,965.0,1186.0,30653.0,12140.0
2019-01-07 15:00:00,36.0,12007.0,14896.0,959.0,1139.0,31244.0,12071.0
2019-01-07 16:00:00,46.0,12023.0,14858.0,961.0,1070.0,31556.0,12049.0
2019-01-07 17:00:00,60.0,12011.0,14574.0,948.0,1013.0,30842.0,12531.0
2019-01-07 18:00:00,79.0,12026.0,13968.0,951.0,1011.0,30629.0,12605.0
2019-01-07 19:00:00,84.0,12036.0,13889.0,952.0,1028.0,31082.0,11601.0
2019-01-07 20:00:00,79.0,12059.0,13841.0,948.0,1088.0,31824.0,10477.0
2019-01-07 21:00:00,66.0,12063.0,13879.0,953.0,1091.0,31705.0,9159.0
2019-01-07 22:00:00,45.0,12070.0,14223.0,948.0,1137.0,31458.0,8784.0
2019-01-07 23:00:00,11.0,12076.0,14491.0,955.0,1157.0,32029.0,9297.0
2019-01-08 00:00:00,0.0,12071.0,14992.0,969.0,1200.0,33020.0,10228.0
2019-01-08 01:00:00,0.0,12068.0,15441.0,885.0,1224.0,33671.0,9548.0
2019-01-08 02:00:00,0.0,12066.0,14857.0,847.0,1146.0,33482.0,9205.0
2019-01-08 03:00:00,0.0,12066.0,13771.0,841.0,1073.0,31333.0,9992.0
2019-01-08 04:00:00,0.0,12022.0,12739.0,853.0,909.0,28999.0,10177.0
2019-01-08 05:00:00,0.0,12015.0,12002.0,849.0,876.0,26640.0,9678.0
2019-01-08 06:00:00,0.0,12031.0,10997.0,859.0,935.0,23730.0,9605.0
2019-01-08 07:00:00,0.0,11897.0,10410.0,857.0,929.0,21227.0,10512.0
2019-01-08 08:00:00,0.0,11824.0,10222.0,861.0,917.0,19617.0,11345.0
2019-01-08 09:00:00,0.0,11775.0,9931.0,869.0,816.0,18851.0,12051.0
2019-01-08 10:00:00,0.0,11757.0,9838.0,869.0,931.0,18648.0,12604.0
2019-01-08 11:00:00,0.0,11674.0,10699.0,866.0,929.0,19862.0,12896.0
2019-01-08 12:00:00,0.0,11735.0,12489.0,862.0,1028.0,21783.0,13210.0
2019-01-08 13:00:00,0.0,11741.0,13891.0,856.0,1056.0,25182.0,13787.0
2019-01-08 14:00:00,2.0,11753.0,14194.0,846.0,1164.0,27168.0,14014.0
2019-01-08 15:00:00,22.0,11767.0,14147.0,845.0,1184.0,27423.0,13862.0
2019-01-08 16:00:00,81.0,11773.0,13925.0,860.0,1119.0,26885.0,13687.0
2019-01-08 17:00:00,125.0,11784.0,13709.0,859.0,1076.0,26350.0,13893.0
2019-01-08 18:00:00,162.0,11793.0,13686.0,857.0,1026.0,25916.0,14255.0
2019-01-08 19:00:00,175.0,11796.0,13648.0,847.0,1074.0,25746.0,14487.0
2019-01-08 20:00:00,185.0,11814.0,13656.0,844.0,1073.0,25215.0,14558.0
2019-01-08 21:00:00,145.0,11846.0,13865.0,854.0,1079.0,24872.0,14493.0
2019-01-08 22:00:00,91.0,11879.0,13856.0,847.0,1084.0,24637.0,14935.0
2019-01-08 23:00:00,22.0,11919.0,14011.0,850.0,1239.0,25250.0,15645.0
2019-01-09 00:00:00,0.0,11960.0,14570.0,853.0,1298.0,27324.0,15992.0
2019-01-09 01:00:00,0.0,11990.0,14771.0,848.0,1234.0,28293.0,16178.0
2019-01-09 02:00:00,0.0,12013.0,14357.0,846.0,1269.0,28047.0,16067.0
2019-01-09 03:00:00,0.0,12026.0,13740.0,851.0,1176.0,27689.0,16046.0
2019-01-09 04:00:00,0.0,12046.0,13227.0,856.0,1130.0,26025.0,15933.0
2019-01-09 05:00:00,0.0,11968.0,12600.0,852.0,1052.0,23973.0,15182.0
2019-01-09 06:00:00,0.0,12099.0,12101.0,864.0,941.0,22240.0,14955.0
2019-01-09 07:00:00,0.0,12124.0,11572.0,851.0,845.0,20963.0,14563.0
2019-01-09 08:00:00,0.0,12141.0,11110.0,852.0,828.0,20391.0,14449.0
2019-01-09 09:00:00,0.0,12154.0,11052.0,853.0,829.0,20103.0,14541.0
2019-01-09 10:00:00,0.0,12157.0,11372.0,855.0,830.0,20496.0,14667.0
2019-01-09 11:00:00,0.0,12156.0,12263.0,859.0,930.0,22197.0,14605.0
2019-01-09 12:00:00,0.0,12154.0,14760.0,853.0,956.0,25655.0,14280.0
2019-01-09 13:00:00,0.0,12149.0,16417.0,854.0,1598.0,29177.0,14122.0
2019-01-09 14:00:00,6.0,12147.0,17631.0,846.0,1295.0,32140.0,13252.0
2019-01-09 15:00:00,60.0,12147.0,17211.0,844.0,1218.0,32364.0,12459.0
2019-01-09 16:00:00,173.0,11888.0,16974.0,850.0,1220.0,31780.0,12169.0
2019-01-09 17:00:00,231.0,11362.0,17022.0,854.0,1155.0,32902.0,10874.0
2019-01-09 18:00:00,233.0,11357.0,16901.0,852.0,1148.0,32971.0,9752.0
2019-01-09 19:00:00,234.0,11356.0,16946.0,851.0,1151.0,33228.0,8833.0
2019-01-09 20:00:00,237.0,11352.0,17132.0,848.0,1143.0,33376.0,8109.0
2019-01-09 21:00:00,223.0,11357.0,17166.0,846.0,1130.0,33372.0,7521.0
2019-01-09 22:00:00,152.0,11354.0,17857.0,848.0,1217.0,33503.0,7152.0
2019-01-09 23:00:00,36.0,11350.0,18781.0,851.0,2344.0,34559.0,6645.0
2019-01-10 00:00:00,0.0,11350.0,20695.0,883.0,2462.0,36661.0,6065.0
2019-01-10 01:00:00,0.0,11346.0,21494.0,961.0,2456.0,37182.0,6050.0
2019-01-10 02:00:00,0.0,11343.0,21064.0,961.0,2396.0,37235.0,5874.0
2019-01-10 03:00:00,0.0,11313.0,20807.0,910.0,1845.0,37299.0,5549.0
2019-01-10 04:00:00,0.0,11221.0,19672.0,882.0,1285.0,36716.0,5301.0
2019-01-10 05:00:00,0.0,11228.0,18946.0,873.0,1083.0,35489.0,4705.0
2019-01-10 06:00:00,0.0,11234.0,18686.0,896.0,1007.0,35149.0,3874.0
2019-01-10 07:00:00,0.0,11239.0,18174.0,893.0,1024.0,34027.0,3581.0
2019-01-10 08:00:00,0.0,11238.0,18655.0,892.0,933.0,32809.0,3598.0
2019-01-10 09:00:00,0.0,11237.0,19200.0,895.0,932.0,32298.0,3496.0
2019-01-10 10:00:00,0.0,11238.0,19428.0,894.0,949.0,32229.0,3826.0
2019-01-10 11:00:00,0.0,11237.0,19989.0,883.0,965.0,33088.0,4023.0
2019-01-10 12:00:00,0.0,11236.0,22204.0,917.0,1805.0,35120.0,4300.0
2019-01-10 13:00:00,0.0,11235.0,25576.0,995.0,2051.0,37173.0,4887.0
2019-01-10 14:00:00,7.0,11239.0,26811.0,1078.0,2179.0,37504.0,5250.0
2019-01-10 15:00:00,60.0,11240.0,25706.0,1010.0,1986.0,37330.0,5533.0
2019-01-10 16:00:00,133.0,11238.0,24534.0,931.0,1546.0,37736.0,5357.0
2019-01-10 17:00:00,182.0,11235.0,23351.0,894.0,1168.0,37797.0,5253.0
2019-01-10 18:00:00,206.0,11234.0,22515.0,890.0,1143.0,36260.0,5599.0
2019-01-10 19:00:00,223.0,11235.0,22511.0,890.0,1112.0,34910.0,5487.0
2019-01-10 20:00:00,214.0,11230.0,22232.0,898.0,1097.0,34183.0,5466.0
2019-01-10 21:00:00,181.0,11232.0,21921.0,901.0,1049.0,33608.0,5664.0
2019-01-10 22:00:00,113.0,11228.0,21888.0,907.0,1055.0,33648.0,5699.0
2019-01-10 23:00:00,30.0,11233.0,22487.0,918.0,1415.0,34452.0,5593.0
2019-01-11 00:00:00,0.0,11231.0,23787.0,983.0,2066.0,35810.0,6289.0
2019-01-11 01:00:00,0.0,11232.0,23864.0,937.0,1477.0,36422.0,7925.0
2019-01-11 02:00:00,0.0,11232.0,23046.0,935.0,1272.0,36676.0,8579.0
2019-01-11 03:00:00,0.0,11233.0,22079.0,937.0,1216.0,36399.0,8772.0
2019-01-11 04:00:00,0.0,11231.0,20717.0,942.0,1200.0,34844.0,9083.0
2019-01-11 05:00:00,0.0,11248.0,19869.0,927.0,956.0,33118.0,8852.0
2019-01-11 06:00:00,0.0,11252.0,19749.0,893.0,907.0,31699.0,8243.0
2019-01-11 07:00:00,0.0,11314.0,19645.0,896.0,886.0,30968.0,7439.0
2019-01-11 08:00:00,0.0,11353.0,19594.0,897.0,880.0,30314.0,6476.0
2019-01-11 09:00:00,0.0,11362.0,19661.0,881.0,928.0,30323.0,5970.0
2019-01-11 10:00:00,0.0,11374.0,19945.0,887.0,973.0,31151.0,5407.0
2019-01-11 11:00:00,0.0,11374.0,20790.0,886.0,1021.0,33162.0,4706.0
2019-01-11 12:00:00,0.0,11368.0,22964.0,911.0,2047.0,35216.0,3935.0
2019-01-11 13:00:00,0.0,11367.0,26585.0,967.0,2279.0,37351.0,3216.0
2019-01-11 14:00:00,5.0,11377.0,28114.0,1049.0,2376.0,38215.0,3053.0
2019-01-11 15:00:00,43.0,11434.0,27639.0,1051.0,2311.0,38084.0,2669.0
2019-01-11 16:00:00,115.0,11475.0,26726.0,1042.0,2317.0,37954.0,2127.0
2019-01-11 17:00:00,149.0,11480.0,25629.0,984.0,1843.0,37791.0,1701.0
2019-01-11 18:00:00,155.0,11515.0,24755.0,915.0,1289.0,37767.0,1215.0
2019-01-11 19:00:00,156.0,11514.0,23920.0,914.0,1156.0,37503.0,1028.0
2019-01-11 20:00:00,146.0,11509.0,23766.0,919.0,1144.0,37376.0,912.0
2019-01-11 21:00:00,131.0,11504.0,23598.0,921.0,1156.0,37333.0,897.0
2019-01-11 22:00:00,94.0,11502.0,23704.0,925.0,1166.0,37294.0,1037.0
2019-01-11 23:00:00,18.0,11492.0,24438.0,943.0,1812.0,37426.0,1212.0
2019-01-12 00:00:00,0.0,11488.0,25386.0,952.0,2136.0,37902.0,1406.0
2019-01-12 01:00:00,0.0,11489.0,25378.0,957.0,1632.0,38277.0,1599.0
2019-01-12 02:00:00,0.0,11494.0,24313.0,958.0,1317.0,38216.0,1716.0
2019-01-12 03:00:00,0.0,11495.0,23282.0,967.0,1210.0,38161.0,1596.0
2019-01-12 04:00:00,0.0,11516.0,20953.0,977.0,1182.0,37664.0,1606.0
2019-01-12 05:00:00,0.0,11591.0,19639.0,975.0,1119.0,35316.0,1658.0
2019-01-12 06:00:00,0.0,11628.0,18074.0,980.0,925.0,34750.0,1534.0
2019-01-12 07:00:00,0.0,11623.0,16971.0,964.0,893.0,34411.0,1266.0
2019-01-12 08:00:00,0.0,11637.0,16702.0,958.0,896.0,32933.0,1360.0
2019-01-12 09:00:00,0.0,11716.0,16623.0,967.0,897.0,32404.0,1577.0
2019-01-12 10:00:00,0.0,11830.0,16471.0,962.0,935.0,32112.0,1859.0
2019-01-12 11:00:00,0.0,11925.0,16443.0,961.0,946.0,31879.0,2455.0
2019-01-12 12:00:00,0.0,12021.0,16337.0,958.0,1034.0,32302.0,2881.0
2019-01-12 13:00:00,0.0,12034.0,16409.0,962.0,1106.0,33376.0,3267.0
2019-01-12 14:00:00,1.0,12036.0,16698.0,957.0,1249.0,34646.0,3681.0
2019-01-12 15:00:00,7.0,12059.0,17107.0,958.0,1123.0,36193.0,3984.0
2019-01-12 16:00:00,29.0,12105.0,17500.0,966.0,1014.0,37197.0,4326.0
2019-01-12 17:00:00,48.0,12123.0,17566.0,968.0,1139.0,37189.0,4566.0
2019-01-12 18:00:00,72.0,12124.0,17056.0,973.0,1127.0,37302.0,4570.0
2019-01-12 19:00:00,79.0,12126.0,17027.0,976.0,984.0,37139.0,4710.0
2019-01-12 20:00:00,62.0,12129.0,16490.0,971.0,997.0,36220.0,5016.0
2019-01-12 21:00:00,39.0,12126.0,16299.0,977.0,978.0,35625.0,5155.0
2019-01-12 22:00:00,24.0,12127.0,16231.0,977.0,990.0,35285.0,5158.0
2019-01-12 23:00:00,15.0,12129.0,17059.0,971.0,1250.0,35533.0,5238.0
2019-01-13 00:00:00,0.0,12123.0,17810.0,980.0,1839.0,36622.0,5418.0
2019-01-13 01:00:00,0.0,12125.0,17686.0,951.0,1484.0,36514.0,5746.0
2019-01-13 02:00:00,0.0,12131.0,17251.0,958.0,1402.0,36246.0,5695.0
2019-01-13 03:00:00,0.0,12140.0,16973.0,959.0,1325.0,35549.0,5351.0
2019-01-13 04:00:00,0.0,12140.0,16770.0,958.0,1250.0,34423.0,4867.0
2019-01-13 05:00:00,0.0,12014.0,16295.0,962.0,1170.0,32794.0,4484.0
2019-01-13 06:00:00,0.0,11863.0,16034.0,963.0,1138.0,30643.0,4032.0
2019-01-13 07:00:00,0.0,11867.0,16261.0,964.0,1133.0,29672.0,3871.0
2019-01-13 08:00:00,0.0,11869.0,16617.0,963.0,952.0,28500.0,3982.0
2019-01-13 09:00:00,0.0,11872.0,16631.0,964.0,923.0,28102.0,4071.0
2019-01-13 10:00:00,0.0,11873.0,16316.0,967.0,958.0,28954.0,3641.0
2019-01-13 11:00:00,0.0,11874.0,16227.0,967.0,973.0,30029.0,3356.0
2019-01-13 12:00:00,0.0,11872.0,16363.0,963.0,1062.0,31078.0,3351.0
2019-01-13 13:00:00,0.0,11873.0,16967.0,960.0,1241.0,32309.0,3184.0
2019-01-13 14:00:00,1.0,11868.0,17698.0,960.0,1347.0,34315.0,2720.0
