Unnamed: 0,UTC time,carbon_intensity,coal,nat_gas,oil,hydro,solar,wind
39144,2023-06-20 00:00:00,383.13,368.0,1837.0,0.0,55.0,0.0,244.0
39145,2023-06-20 01:00:00,381.29,368.0,1773.0,0.0,56.0,0.0,257.0
39146,2023-06-20 02:00:00,359.6,368.0,1738.0,0.0,200.0,0.0,260.0
39147,2023-06-20 03:00:00,311.48,368.0,1656.0,0.0,501.0,50.0,290.0
39148,2023-06-20 04:00:00,265.47,368.0,1530.0,0.0,615.0,322.0,351.0
39149,2023-06-20 05:00:00,227.26,369.0,1643.0,0.0,671.0,921.0,305.0
39150,2023-06-20 06:00:00,206.56,492.0,1529.0,0.0,705.0,1591.0,232.0
39151,2023-06-20 07:00:00,208.73,612.0,1563.0,0.0,504.0,2128.0,192.0
39152,2023-06-20 08:00:00,208.09,612.0,1542.0,0.0,152.0,2485.0,186.0
39153,2023-06-20 09:00:00,152.68,248.0,1454.0,0.0,203.0,2664.0,189.0
39154,2023-06-20 10:00:00,129.88,18.0,1608.0,0.0,203.0,2663.0,194.0
39155,2023-06-20 11:00:00,146.2,224.0,1365.0,0.0,219.0,2590.0,221.0
39156,2023-06-20 12:00:00,152.41,276.0,1288.0,0.0,178.0,2411.0,350.0
39157,2023-06-20 13:00:00,193.08,511.0,1356.0,0.0,157.0,1988.0,598.0
39158,2023-06-20 14:00:00,233.17,549.0,1693.0,0.0,336.0,1467.0,431.0
39159,2023-06-20 15:00:00,233.15,327.0,2215.0,0.0,913.0,858.0,268.0
39160,2023-06-20 16:00:00,272.51,339.0,2920.0,0.0,1072.0,319.0,260.0
39161,2023-06-20 17:00:00,280.24,347.0,3041.0,0.0,1195.0,57.0,316.0
39162,2023-06-20 18:00:00,277.9,348.0,2976.0,0.0,1303.0,0.0,287.0
39163,2023-06-20 19:00:00,298.27,349.0,3188.0,0.0,1024.0,0.0,283.0
39164,2023-06-20 20:00:00,318.95,349.0,3070.0,0.0,704.0,0.0,270.0
39165,2023-06-20 21:00:00,348.62,348.0,2728.0,0.0,291.0,0.0,287.0
39166,2023-06-20 22:00:00,378.9,346.0,2981.0,0.0,6.0,0.0,272.0
39167,2023-06-20 23:00:00,372.66,313.0,2428.0,0.0,6.0,0.0,302.0
