Unnamed: 0,UTC time,carbon_intensity,coal,nat_gas,oil,hydro,solar,wind
41616,2023-10-01 00:00:00,165.77,0.0,1138.0,0.0,344.0,0.0,1058.0
41617,2023-10-01 01:00:00,153.48,0.0,1008.0,0.0,318.0,0.0,1104.0
41618,2023-10-01 02:00:00,143.07,0.0,1010.0,0.0,428.0,24.0,1150.0
41619,2023-10-01 03:00:00,143.34,0.0,1027.0,0.0,389.0,42.0,1193.0
41620,2023-10-01 04:00:00,141.25,0.0,1067.0,0.0,472.0,48.0,1208.0
41621,2023-10-01 05:00:00,126.98,0.0,1173.0,0.0,470.0,678.0,1097.0
41622,2023-10-01 06:00:00,86.05,0.0,1001.0,0.0,377.0,1826.0,1100.0
41623,2023-10-01 07:00:00,53.81,0.0,727.0,0.0,168.0,2975.0,1129.0
41624,2023-10-01 08:00:00,27.63,0.0,418.0,0.0,109.0,3921.0,1150.0
41625,2023-10-01 09:00:00,21.96,0.0,352.0,0.0,82.0,4329.0,1167.0
41626,2023-10-01 10:00:00,22.46,0.0,351.0,0.0,81.0,4274.0,1077.0
41627,2023-10-01 11:00:00,25.15,0.0,356.0,0.0,74.0,3861.0,947.0
41628,2023-10-01 12:00:00,28.37,0.0,362.0,0.0,104.0,3209.0,1047.0
41629,2023-10-01 13:00:00,36.88,0.0,413.0,0.0,209.0,2405.0,1117.0
41630,2023-10-01 14:00:00,77.74,0.0,795.0,0.0,547.0,1405.0,1037.0
41631,2023-10-01 15:00:00,165.71,0.0,1598.0,0.0,669.0,370.0,931.0
41632,2023-10-01 16:00:00,198.87,0.0,2029.0,0.0,848.0,11.0,887.0
41633,2023-10-01 17:00:00,202.52,0.0,2006.0,0.0,831.0,19.0,809.0
41634,2023-10-01 18:00:00,211.56,0.0,2091.0,0.0,743.0,20.0,803.0
41635,2023-10-01 19:00:00,222.17,0.0,2065.0,0.0,691.0,0.0,683.0
41636,2023-10-01 20:00:00,229.58,0.0,2065.0,0.0,636.0,0.0,627.0
41637,2023-10-01 21:00:00,235.91,0.0,1960.0,0.0,477.0,0.0,637.0
41638,2023-10-01 22:00:00,254.17,0.0,1874.0,0.0,201.0,0.0,653.0
41639,2023-10-01 23:00:00,230.27,0.0,1666.0,0.0,265.0,0.0,746.0
