Unnamed: 0,UTC time,carbon_intensity,nat_gas,hydro,solar,wind,biomass,unknown
37752,2023-04-23 00:00:00,60.67,36.0,47.0,0.0,86.0,76.0,3.0
37753,2023-04-23 01:00:00,59.94,36.0,47.0,0.0,89.0,76.0,3.0
37754,2023-04-23 02:00:00,57.87,36.0,47.0,3.0,95.0,76.0,3.0
37755,2023-04-23 03:00:00,60.21,37.0,47.0,21.0,71.0,77.0,3.0
37756,2023-04-23 04:00:00,43.74,36.0,47.0,76.0,96.0,86.0,3.0
37757,2023-04-23 05:00:00,30.96,36.0,88.0,167.0,105.0,87.0,3.0
37758,2023-04-23 06:00:00,27.81,36.0,91.0,257.0,68.0,86.0,3.0
37759,2023-04-23 07:00:00,24.46,36.0,87.0,317.0,86.0,86.0,3.0
37760,2023-04-23 08:00:00,20.61,36.0,98.0,341.0,166.0,86.0,3.0
37761,2023-04-23 09:00:00,20.23,37.0,31.0,333.0,272.0,86.0,3.0
37762,2023-04-23 10:00:00,20.69,37.0,25.0,306.0,297.0,77.0,3.0
37763,2023-04-23 11:00:00,20.94,37.0,26.0,270.0,324.0,76.0,3.0
37764,2023-04-23 12:00:00,21.32,37.0,26.0,224.0,357.0,76.0,3.0
37765,2023-04-23 13:00:00,22.87,37.0,25.0,163.0,370.0,76.0,3.0
37766,2023-04-23 14:00:00,22.77,37.0,73.0,98.0,380.0,86.0,3.0
37767,2023-04-23 15:00:00,24.16,37.0,98.0,44.0,369.0,87.0,3.0
37768,2023-04-23 16:00:00,26.62,37.0,98.0,10.0,345.0,86.0,3.0
37769,2023-04-23 17:00:00,27.22,38.0,98.0,1.0,355.0,85.0,3.0
37770,2023-04-23 18:00:00,21.56,38.0,98.0,0.0,508.0,85.0,3.0
37771,2023-04-23 19:00:00,18.7,38.0,98.0,0.0,619.0,86.0,3.0
37772,2023-04-23 20:00:00,18.42,37.0,74.0,0.0,645.0,78.0,3.0
37773,2023-04-23 21:00:00,20.31,37.0,50.0,0.0,593.0,76.0,3.0
37774,2023-04-23 22:00:00,24.74,37.0,48.0,0.0,459.0,76.0,3.0
37775,2023-04-23 23:00:00,28.03,37.0,49.0,0.0,385.0,76.0,3.0
