Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,hydro,solar,wind,biomass,unknown
35064,2023-01-01 00:00:00,2024-07-17 00:00:00,3.1,25.11,26.0,25.0,0.0,505.0,90.0,12.0
35065,2023-01-01 01:00:00,2024-07-17 00:00:00,3.1,26.35,25.0,25.0,0.0,461.0,90.0,12.0
35066,2023-01-01 02:00:00,2024-07-17 00:00:00,3.1,27.1,25.0,25.0,0.0,444.0,90.0,12.0
35067,2023-01-01 03:00:00,2024-07-17 00:00:00,3.1,28.48,26.0,25.0,0.0,427.0,90.0,12.0
35068,2023-01-01 04:00:00,2024-07-17 00:00:00,3.1,30.26,26.0,25.0,0.0,376.0,89.0,11.0
35069,2023-01-01 05:00:00,2024-07-17 00:00:00,3.1,26.41,26.0,25.0,0.0,431.0,90.0,10.0
35070,2023-01-01 06:00:00,2024-07-17 00:00:00,3.1,22.6,26.0,47.0,0.0,507.0,90.0,10.0
35071,2023-01-01 07:00:00,2024-07-17 00:00:00,3.1,22.3,26.0,31.0,6.0,551.0,90.0,11.0
35072,2023-01-01 08:00:00,2024-07-17 00:00:00,3.1,22.6,26.0,26.0,6.0,571.0,90.0,12.0
35073,2023-01-01 09:00:00,2024-07-17 00:00:00,3.1,22.57,26.0,26.0,6.0,572.0,90.0,12.0
35074,2023-01-01 10:00:00,2024-07-17 00:00:00,3.1,21.84,26.0,26.0,6.0,571.0,90.0,11.0
35075,2023-01-01 11:00:00,2024-07-17 00:00:00,3.1,21.23,26.0,47.0,6.0,571.0,90.0,11.0
35076,2023-01-01 12:00:00,2024-07-17 00:00:00,3.1,20.82,25.0,47.0,6.0,569.0,90.0,11.0
35077,2023-01-01 13:00:00,2024-07-17 00:00:00,3.1,21.16,25.0,88.0,6.0,516.0,90.0,11.0
35078,2023-01-01 14:00:00,2024-07-17 00:00:00,3.1,20.16,25.0,66.0,6.0,547.0,90.0,10.0
35079,2023-01-01 15:00:00,2024-07-17 00:00:00,3.1,20.04,26.0,64.0,6.0,571.0,90.0,10.0
35080,2023-01-01 16:00:00,2024-07-17 00:00:00,3.1,19.43,26.0,90.0,6.0,569.0,90.0,10.0
35081,2023-01-01 17:00:00,2024-07-17 00:00:00,3.1,19.65,26.0,80.0,6.0,570.0,90.0,10.0
35082,2023-01-01 18:00:00,2024-07-17 00:00:00,3.1,19.6,26.0,88.0,6.0,565.0,89.0,10.0
35083,2023-01-01 19:00:00,2024-07-17 00:00:00,3.1,20.8,26.0,51.0,6.0,557.0,89.0,10.0
35084,2023-01-01 20:00:00,2024-07-17 00:00:00,3.1,22.28,26.0,47.0,6.0,513.0,88.0,10.0
35085,2023-01-01 21:00:00,2024-07-17 00:00:00,3.1,27.3,26.0,50.0,6.0,407.0,84.0,11.0
35086,2023-01-01 22:00:00,2024-07-17 00:00:00,3.1,28.79,25.0,74.0,6.0,322.0,84.0,10.0
35087,2023-01-01 23:00:00,2024-07-17 00:00:00,3.1,38.46,25.0,47.0,6.0,222.0,80.0,10.0
