Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,hydro,solar,wind,biomass,unknown
40848,2023-08-30 00:00:00,2024-07-17 00:00:00,3.1,144.13,38.0,23.0,0.0,260.0,88.0,30.0
40849,2023-08-30 01:00:00,2024-07-17 00:00:00,3.1,136.19,37.0,23.0,0.0,285.0,88.0,30.0
40850,2023-08-30 02:00:00,2024-07-17 00:00:00,3.1,133.06,38.0,23.0,2.0,303.0,88.0,31.0
40851,2023-08-30 03:00:00,2024-07-17 00:00:00,3.1,231.14,38.0,23.0,9.0,81.0,88.0,31.0
40852,2023-08-30 04:00:00,2024-07-17 00:00:00,3.1,212.75,38.0,23.0,35.0,84.0,88.0,31.0
40853,2023-08-30 05:00:00,2024-07-17 00:00:00,3.1,163.16,38.0,23.0,114.0,162.0,87.0,43.0
40854,2023-08-30 06:00:00,2024-07-17 00:00:00,3.1,157.52,38.0,23.0,186.0,139.0,86.0,47.0
40855,2023-08-30 07:00:00,2024-07-17 00:00:00,3.1,148.45,38.0,23.0,227.0,140.0,82.0,47.0
40856,2023-08-30 08:00:00,2024-07-17 00:00:00,3.1,127.38,38.0,23.0,412.0,80.0,76.0,42.0
40857,2023-08-30 09:00:00,2024-07-17 00:00:00,3.1,136.52,38.0,23.0,405.0,46.0,71.0,45.0
40858,2023-08-30 10:00:00,2024-07-17 00:00:00,3.1,174.8,39.0,23.0,227.0,39.0,71.0,44.0
40859,2023-08-30 11:00:00,2024-07-17 00:00:00,3.1,163.98,39.0,23.0,257.0,47.0,71.0,44.0
40860,2023-08-30 12:00:00,2024-07-17 00:00:00,3.1,165.17,40.0,23.0,287.0,22.0,71.0,44.0
40861,2023-08-30 13:00:00,2024-07-17 00:00:00,3.1,189.23,40.0,23.0,222.0,6.0,71.0,43.0
40862,2023-08-30 14:00:00,2024-07-17 00:00:00,3.1,223.61,40.0,23.0,150.0,1.0,71.0,43.0
40863,2023-08-30 15:00:00,2024-07-17 00:00:00,3.1,296.34,40.0,23.0,46.0,9.0,71.0,43.0
40864,2023-08-30 16:00:00,2024-07-17 00:00:00,3.1,289.27,40.0,23.0,12.0,46.0,72.0,44.0
40865,2023-08-30 17:00:00,2024-07-17 00:00:00,3.1,256.0,40.0,23.0,8.0,81.0,78.0,44.0
40866,2023-08-30 18:00:00,2024-07-17 00:00:00,3.1,259.35,41.0,23.0,0.0,94.0,78.0,49.0
40867,2023-08-30 19:00:00,2024-07-17 00:00:00,3.1,225.02,41.0,23.0,0.0,131.0,85.0,45.0
40868,2023-08-30 20:00:00,2024-07-17 00:00:00,3.1,202.84,41.0,23.0,0.0,166.0,85.0,44.0
40869,2023-08-30 21:00:00,2024-07-17 00:00:00,3.1,166.07,40.0,23.0,0.0,215.0,86.0,34.0
40870,2023-08-30 22:00:00,2024-07-17 00:00:00,3.1,164.93,40.0,23.0,0.0,211.0,86.0,32.0
40871,2023-08-30 23:00:00,2024-07-17 00:00:00,3.1,158.53,40.0,23.0,0.0,228.0,86.0,32.0
