Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,hydro,solar,wind,biomass,unknown
41448,2023-09-24 00:00:00,2024-07-17 00:00:00,3.1,93.74,53.0,20.0,0.0,182.0,62.0,21.0
41449,2023-09-24 01:00:00,2024-07-17 00:00:00,3.1,87.53,53.0,20.0,0.0,206.0,62.0,21.0
41450,2023-09-24 02:00:00,2024-07-17 00:00:00,3.1,92.65,53.0,20.0,0.0,186.0,62.0,21.0
41451,2023-09-24 03:00:00,2024-07-17 00:00:00,3.1,80.25,53.0,20.0,38.0,207.0,62.0,22.0
41452,2023-09-24 04:00:00,2024-07-17 00:00:00,3.1,81.06,53.0,20.0,36.0,206.0,61.0,22.0
41453,2023-09-24 05:00:00,2024-07-17 00:00:00,3.1,72.19,53.0,20.0,67.0,203.0,61.0,19.0
41454,2023-09-24 06:00:00,2024-07-17 00:00:00,3.1,89.27,53.0,20.0,131.0,155.0,62.0,37.0
41455,2023-09-24 07:00:00,2024-07-17 00:00:00,3.1,82.75,53.0,20.0,211.0,117.0,62.0,38.0
41456,2023-09-24 08:00:00,2024-07-17 00:00:00,3.1,56.79,54.0,20.0,277.0,167.0,62.0,25.0
41457,2023-09-24 09:00:00,2024-07-17 00:00:00,3.1,44.45,53.0,20.0,316.0,217.0,62.0,19.0
41458,2023-09-24 10:00:00,2024-07-17 00:00:00,3.1,41.43,53.0,20.0,326.0,257.0,62.0,19.0
41459,2023-09-24 11:00:00,2024-07-17 00:00:00,3.1,43.71,54.0,20.0,308.0,244.0,62.0,19.0
41460,2023-09-24 12:00:00,2024-07-17 00:00:00,3.1,44.4,54.0,20.0,287.0,266.0,62.0,20.0
41461,2023-09-24 13:00:00,2024-07-17 00:00:00,3.1,45.43,54.0,20.0,240.0,297.0,62.0,20.0
41462,2023-09-24 14:00:00,2024-07-17 00:00:00,3.1,51.61,54.0,20.0,170.0,285.0,61.0,20.0
41463,2023-09-24 15:00:00,2024-07-17 00:00:00,3.1,69.79,54.0,21.0,83.0,241.0,61.0,24.0
41464,2023-09-24 16:00:00,2024-07-17 00:00:00,3.1,107.89,54.0,21.0,50.0,220.0,61.0,51.0
41465,2023-09-24 17:00:00,2024-07-17 00:00:00,3.1,111.55,54.0,21.0,44.0,211.0,61.0,51.0
41466,2023-09-24 18:00:00,2024-07-17 00:00:00,3.1,100.18,54.0,21.0,44.0,228.0,61.0,44.0
41467,2023-09-24 19:00:00,2024-07-17 00:00:00,3.1,90.04,54.0,20.0,0.0,199.0,62.0,21.0
41468,2023-09-24 20:00:00,2024-07-17 00:00:00,3.1,107.9,53.0,20.0,0.0,129.0,62.0,19.0
41469,2023-09-24 21:00:00,2024-07-17 00:00:00,3.1,120.02,53.0,20.0,0.0,108.0,62.0,21.0
41470,2023-09-24 22:00:00,2024-07-17 00:00:00,3.1,124.74,53.0,21.0,0.0,97.0,62.0,21.0
41471,2023-09-24 23:00:00,2024-07-17 00:00:00,3.1,123.47,53.0,21.0,0.0,85.0,62.0,17.0
