UTC time,nat_gas,hydro,solar,wind,biomass,unknown
2023-11-26 00:00:00,44.0,25.0,0.0,153.0,84.0,16.0
2023-11-26 01:00:00,44.0,25.0,0.0,116.0,84.0,16.0
2023-11-26 02:00:00,44.0,70.0,0.0,93.0,84.0,20.0
2023-11-26 03:00:00,44.0,34.0,0.0,94.0,84.0,18.0
2023-11-26 04:00:00,44.0,26.0,0.0,82.0,84.0,15.0
2023-11-26 05:00:00,44.0,32.0,0.0,57.0,84.0,17.0
2023-11-26 06:00:00,44.0,26.0,0.0,44.0,84.0,15.0
2023-11-26 07:00:00,44.0,43.0,38.0,32.0,83.0,27.0
2023-11-26 08:00:00,44.0,32.0,45.0,28.0,84.0,29.0
2023-11-26 09:00:00,44.0,40.0,73.0,23.0,84.0,18.0
2023-11-26 10:00:00,43.0,34.0,62.0,9.0,84.0,18.0
2023-11-26 11:00:00,43.0,32.0,55.0,9.0,84.0,18.0
2023-11-26 12:00:00,44.0,26.0,54.0,10.0,84.0,14.0
2023-11-26 13:00:00,45.0,26.0,27.0,12.0,84.0,14.0
2023-11-26 14:00:00,45.0,42.0,1.0,12.0,84.0,50.0
2023-11-26 15:00:00,44.0,83.0,0.0,26.0,84.0,49.0
2023-11-26 16:00:00,45.0,52.0,0.0,35.0,84.0,49.0
2023-11-26 17:00:00,45.0,25.0,0.0,45.0,84.0,16.0
2023-11-26 18:00:00,46.0,25.0,0.0,43.0,84.0,35.0
2023-11-26 19:00:00,46.0,25.0,0.0,54.0,84.0,13.0
2023-11-26 20:00:00,46.0,25.0,0.0,52.0,83.0,13.0
2023-11-26 21:00:00,47.0,25.0,0.0,56.0,84.0,13.0
2023-11-26 22:00:00,47.0,25.0,0.0,54.0,84.0,14.0
2023-11-26 23:00:00,46.0,25.0,0.0,49.0,84.0,14.0
