UTC time,creation_time (UTC),version,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_nat_gas_production_forecast,avg_hydro_production_forecast,avg_solar_production_forecast,avg_wind_production_forecast,avg_biomass_production_forecast,avg_unknown_production_forecast
2023-03-26 00:00:00,2024-07-17 00:00:00,3.1,4.241589975327509,276.57036680936767,275.0789141490655,0.0,0.6404323805137502,30.38708,31.6672,0.0,160.0,84.06868,5.89615
2023-03-26 01:00:00,2024-07-17 00:00:00,3.1,4.193687682209591,274.9107480793283,273.259740774782,0.0,0.047115857341366,27.64279,34.10896,0.0,142.0,84.38957,6.04349
2023-03-26 02:00:00,2024-07-17 00:00:00,3.1,4.193687682209591,274.9107480793283,273.259740774782,0.0,0.047115857341366,30.77655,33.91717,0.0,131.0,83.81384,6.05779
2023-03-26 03:00:00,2024-07-17 00:00:00,3.1,4.193687682209591,274.9107480793283,273.259740774782,0.0,0.047115857341366,34.92431,37.97711,0.0,123.99999,83.65077,6.18523
2023-03-26 04:00:00,2024-07-17 00:00:00,3.1,4.6573794434109805,275.2200896349059,272.7468661138287,14.784873666214484,0.0868544484854594,37.24038,46.05726,2.0,113.0,84.16355,6.1902
2023-03-26 05:00:00,2024-07-17 00:00:00,3.1,4.6573794434109805,275.2200896349059,272.7468661138287,14.784873666214484,0.0868544484854594,42.07676,50.43273,12.0,107.0,81.59461,6.20399
2023-03-26 06:00:00,2024-07-17 00:00:00,3.1,4.6573794434109805,275.2200896349059,272.7468661138287,14.784873666214484,0.0868544484854594,45.01286,61.19831,27.0,95.0,82.79971,6.08311
2023-03-26 07:00:00,2024-07-17 00:00:00,3.1,5.330197549839743,276.5440531650722,271.68333574178973,199.92139505835752,0.0994651488511093,56.78784,70.83066,44.0,84.0,83.50456,6.09966
2023-03-26 08:00:00,2024-07-17 00:00:00,3.1,5.330197549839743,276.5440531650722,271.68333574178973,199.92139505835752,0.0994651488511093,62.35773,73.85115,61.0,84.0,83.12848,6.3332
2023-03-26 09:00:00,2024-07-17 00:00:00,3.1,5.330197549839743,276.5440531650722,271.68333574178973,199.92139505835752,0.0994651488511093,59.77333,70.92191,71.0,90.0,83.35293,6.44581
