UTC time,nat_gas,hydro,solar,wind,biomass,unknown
2023-09-13 00:00:00,48.0,23.0,0.0,113.0,70.0,22.0
2023-09-13 01:00:00,48.0,23.0,0.0,118.0,71.0,22.0
2023-09-13 02:00:00,54.0,23.0,0.0,116.0,70.0,20.0
2023-09-13 03:00:00,169.0,23.0,17.0,86.0,70.0,38.0
2023-09-13 04:00:00,371.0,23.0,52.0,74.0,70.0,38.0
2023-09-13 05:00:00,441.0,23.0,115.0,73.0,70.0,52.0
2023-09-13 06:00:00,436.0,23.0,221.0,47.0,69.0,51.0
2023-09-13 07:00:00,431.0,23.0,294.0,19.0,70.0,52.0
2023-09-13 08:00:00,427.0,23.0,329.0,10.0,71.0,52.0
2023-09-13 09:00:00,424.0,23.0,369.0,25.0,70.0,51.0
2023-09-13 10:00:00,422.0,23.0,374.0,47.0,70.0,50.0
2023-09-13 11:00:00,420.0,23.0,340.0,62.0,70.0,46.0
2023-09-13 12:00:00,419.0,23.0,298.0,56.0,70.0,44.0
2023-09-13 13:00:00,419.0,23.0,298.0,56.0,69.0,44.0
2023-09-13 14:00:00,420.0,23.0,153.0,60.0,69.0,49.0
2023-09-13 15:00:00,424.0,23.0,72.0,93.0,70.0,49.0
2023-09-13 16:00:00,427.0,23.0,20.0,185.0,69.0,49.0
2023-09-13 17:00:00,431.0,23.0,19.0,316.0,70.0,49.0
2023-09-13 18:00:00,364.0,23.0,0.0,380.0,70.0,38.0
2023-09-13 19:00:00,321.0,23.0,0.0,314.0,70.0,22.0
2023-09-13 20:00:00,242.0,23.0,0.0,223.0,70.0,22.0
2023-09-13 21:00:00,54.0,23.0,0.0,177.0,70.0,24.0
2023-09-13 22:00:00,49.0,23.0,0.0,205.0,70.0,23.0
2023-09-13 23:00:00,49.0,23.0,0.0,204.0,70.0,27.0
