Unnamed: 0,UTC time,carbon_intensity,nat_gas,hydro,solar,wind,biomass,unknown
38592,2023-05-28 00:00:00,74.12,34.0,24.0,0.0,44.0,88.0,3.0
38593,2023-05-28 01:00:00,64.44,34.0,24.0,4.0,69.0,88.0,3.0
38594,2023-05-28 02:00:00,51.27,34.0,24.0,15.0,115.0,88.0,3.0
38595,2023-05-28 03:00:00,39.19,34.0,24.0,51.0,165.0,88.0,3.0
38596,2023-05-28 04:00:00,27.51,34.0,24.0,191.0,180.0,88.0,3.0
38597,2023-05-28 05:00:00,30.37,34.0,24.0,253.0,69.0,88.0,3.0
38598,2023-05-28 06:00:00,27.87,34.0,24.0,306.0,78.0,88.0,4.0
38599,2023-05-28 07:00:00,21.94,34.0,24.0,381.0,122.0,88.0,3.0
38600,2023-05-28 08:00:00,19.28,34.0,24.0,461.0,136.0,84.0,3.0
38601,2023-05-28 09:00:00,18.63,34.0,24.0,491.0,133.0,83.0,3.0
38602,2023-05-28 10:00:00,18.18,34.0,24.0,499.0,144.0,83.0,3.0
38603,2023-05-28 11:00:00,18.51,34.0,24.0,478.0,150.0,84.0,3.0
38604,2023-05-28 12:00:00,19.18,34.0,24.0,444.0,158.0,83.0,3.0
38605,2023-05-28 13:00:00,20.82,34.0,24.0,371.0,172.0,83.0,3.0
38606,2023-05-28 14:00:00,23.11,34.0,24.0,301.0,174.0,83.0,3.0
38607,2023-05-28 15:00:00,27.69,35.0,25.0,227.0,157.0,83.0,3.0
38608,2023-05-28 16:00:00,34.77,35.0,25.0,138.0,138.0,83.0,3.0
38609,2023-05-28 17:00:00,57.32,35.0,24.0,11.0,96.0,87.0,3.0
38610,2023-05-28 18:00:00,62.71,35.0,25.0,1.0,82.0,88.0,3.0
38611,2023-05-28 19:00:00,68.26,35.0,24.0,0.0,65.0,88.0,3.0
38612,2023-05-28 20:00:00,67.32,35.0,25.0,0.0,67.0,88.0,3.0
38613,2023-05-28 21:00:00,67.01,35.0,24.0,0.0,69.0,88.0,3.0
38614,2023-05-28 22:00:00,64.93,35.0,25.0,0.0,79.0,84.0,3.0
38615,2023-05-28 23:00:00,62.45,35.0,24.0,0.0,89.0,84.0,3.0
