Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,hydro,solar,wind,biomass,unknown
41832,2023-10-10 00:00:00,2024-07-17 00:00:00,3.1,165.0,47.0,24.0,0.0,183.0,86.0,20.0
41833,2023-10-10 01:00:00,2024-07-17 00:00:00,3.1,190.71,46.0,24.0,0.0,127.0,86.0,19.0
41834,2023-10-10 02:00:00,2024-07-17 00:00:00,3.1,220.58,53.0,24.0,0.0,93.0,87.0,19.0
41835,2023-10-10 03:00:00,2024-07-17 00:00:00,3.1,299.05,167.0,24.0,32.0,64.0,86.0,18.0
41836,2023-10-10 04:00:00,2024-07-17 00:00:00,3.1,385.13,369.0,24.0,26.0,50.0,85.0,34.0
41837,2023-10-10 05:00:00,2024-07-17 00:00:00,3.1,395.52,476.0,24.0,41.0,55.0,86.0,45.0
41838,2023-10-10 06:00:00,2024-07-17 00:00:00,3.1,342.61,475.0,24.0,136.0,81.0,86.0,41.0
41839,2023-10-10 07:00:00,2024-07-17 00:00:00,3.1,296.31,426.0,24.0,237.0,80.0,86.0,30.0
41840,2023-10-10 08:00:00,2024-07-17 00:00:00,3.1,270.27,369.0,24.0,295.0,40.0,87.0,12.0
41841,2023-10-10 09:00:00,2024-07-17 00:00:00,3.1,260.51,367.0,24.0,331.0,36.0,86.0,10.0
41842,2023-10-10 10:00:00,2024-07-17 00:00:00,3.1,278.37,462.0,24.0,322.0,62.0,86.0,10.0
41843,2023-10-10 11:00:00,2024-07-17 00:00:00,3.1,261.32,413.0,24.0,285.0,115.0,86.0,10.0
41844,2023-10-10 12:00:00,2024-07-17 00:00:00,3.1,278.23,459.0,25.0,242.0,129.0,86.0,10.0
41845,2023-10-10 13:00:00,2024-07-17 00:00:00,3.1,306.17,463.0,24.0,160.0,135.0,86.0,25.0
41846,2023-10-10 14:00:00,2024-07-17 00:00:00,3.1,297.95,432.0,24.0,77.0,220.0,86.0,30.0
41847,2023-10-10 15:00:00,2024-07-17 00:00:00,3.1,308.35,467.0,24.0,29.0,263.0,85.0,37.0
41848,2023-10-10 16:00:00,2024-07-17 00:00:00,3.1,297.65,472.0,24.0,1.0,333.0,86.0,43.0
41849,2023-10-10 17:00:00,2024-07-17 00:00:00,3.1,259.33,434.0,24.0,0.0,427.0,86.0,32.0
41850,2023-10-10 18:00:00,2024-07-17 00:00:00,3.1,225.78,399.0,24.0,0.0,534.0,86.0,29.0
41851,2023-10-10 19:00:00,2024-07-17 00:00:00,3.1,196.81,350.0,24.0,0.0,624.0,87.0,29.0
41852,2023-10-10 20:00:00,2024-07-17 00:00:00,3.1,69.48,46.0,24.0,0.0,656.0,86.0,10.0
41853,2023-10-10 21:00:00,2024-07-17 00:00:00,3.1,65.87,46.0,24.0,0.0,710.0,86.0,10.0
41854,2023-10-10 22:00:00,2024-07-17 00:00:00,3.1,70.9,46.0,24.0,0.0,689.0,86.0,15.0
41855,2023-10-10 23:00:00,2024-07-17 00:00:00,3.1,67.15,46.0,24.0,0.0,693.0,87.0,10.0
