Unnamed: 0,UTC time,carbon_intensity,nat_gas,hydro,solar,wind,biomass,unknown
38448,2023-05-22 00:00:00,64.46,35.0,25.0,0.0,141.0,87.0,11.0
38449,2023-05-22 01:00:00,70.83,35.0,25.0,3.0,104.0,87.0,10.0
38450,2023-05-22 02:00:00,73.05,35.0,25.0,16.0,83.0,87.0,10.0
38451,2023-05-22 03:00:00,70.04,35.0,32.0,46.0,57.0,87.0,10.0
38452,2023-05-22 04:00:00,55.55,34.0,74.0,90.0,36.0,86.0,10.0
38453,2023-05-22 05:00:00,50.28,34.0,74.0,154.0,17.0,86.0,11.0
38454,2023-05-22 06:00:00,42.87,34.0,74.0,231.0,5.0,86.0,11.0
38455,2023-05-22 07:00:00,38.2,34.0,74.0,294.0,10.0,86.0,12.0
38456,2023-05-22 08:00:00,40.11,34.0,74.0,316.0,16.0,87.0,16.0
38457,2023-05-22 09:00:00,39.71,34.0,46.0,317.0,9.0,86.0,13.0
38458,2023-05-22 10:00:00,54.56,34.0,34.0,310.0,5.0,86.0,25.0
38459,2023-05-22 11:00:00,42.26,34.0,43.0,281.0,6.0,85.0,12.0
38460,2023-05-22 12:00:00,46.38,34.0,35.0,240.0,13.0,86.0,12.0
38461,2023-05-22 13:00:00,50.21,34.0,50.0,187.0,18.0,87.0,12.0
38462,2023-05-22 14:00:00,55.98,34.0,50.0,135.0,31.0,86.0,12.0
38463,2023-05-22 15:00:00,61.84,34.0,74.0,79.0,29.0,87.0,12.0
38464,2023-05-22 16:00:00,56.54,34.0,74.0,33.0,23.0,86.0,3.0
38465,2023-05-22 17:00:00,64.15,34.0,74.0,9.0,17.0,86.0,3.0
38466,2023-05-22 18:00:00,65.32,34.0,74.0,1.0,20.0,87.0,3.0
38467,2023-05-22 19:00:00,61.66,34.0,74.0,0.0,34.0,87.0,3.0
38468,2023-05-22 20:00:00,58.39,34.0,50.0,0.0,71.0,87.0,3.0
38469,2023-05-22 21:00:00,60.61,34.0,25.0,0.0,87.0,87.0,3.0
38470,2023-05-22 22:00:00,53.98,34.0,26.0,0.0,115.0,87.0,3.0
38471,2023-05-22 23:00:00,57.45,34.0,26.0,0.0,98.0,88.0,3.0
