Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,hydro,solar,wind,biomass,unknown
38616,2023-05-29 00:00:00,2024-07-17 00:00:00,3.1,55.8,35.0,24.0,0.0,118.0,83.0,3.0
38617,2023-05-29 01:00:00,2024-07-17 00:00:00,3.1,52.79,35.0,25.0,4.0,127.0,84.0,3.0
38618,2023-05-29 02:00:00,2024-07-17 00:00:00,3.1,50.91,34.0,24.0,16.0,116.0,88.0,3.0
38619,2023-05-29 03:00:00,2024-07-17 00:00:00,3.1,44.43,34.0,25.0,51.0,121.0,88.0,3.0
38620,2023-05-29 04:00:00,2024-07-17 00:00:00,3.1,39.13,35.0,25.0,133.0,91.0,88.0,3.0
38621,2023-05-29 05:00:00,2024-07-17 00:00:00,3.1,37.15,35.0,24.0,193.0,52.0,88.0,3.0
38622,2023-05-29 06:00:00,2024-07-17 00:00:00,3.1,33.59,35.0,24.0,247.0,57.0,87.0,4.0
38623,2023-05-29 07:00:00,2024-07-17 00:00:00,3.1,27.3,36.0,24.0,327.0,79.0,82.0,3.0
38624,2023-05-29 08:00:00,2024-07-17 00:00:00,3.1,24.83,36.0,24.0,401.0,60.0,82.0,3.0
38625,2023-05-29 09:00:00,2024-07-17 00:00:00,3.1,25.33,36.0,24.0,397.0,52.0,82.0,3.0
38626,2023-05-29 10:00:00,2024-07-17 00:00:00,3.1,26.26,36.0,24.0,371.0,56.0,83.0,3.0
38627,2023-05-29 11:00:00,2024-07-17 00:00:00,3.1,28.99,36.0,24.0,324.0,50.0,82.0,3.0
38628,2023-05-29 12:00:00,2024-07-17 00:00:00,3.1,29.62,36.0,24.0,297.0,66.0,82.0,3.0
38629,2023-05-29 13:00:00,2024-07-17 00:00:00,3.1,28.93,36.0,25.0,302.0,72.0,82.0,3.0
38630,2023-05-29 14:00:00,2024-07-17 00:00:00,3.1,31.74,36.0,24.0,236.0,93.0,82.0,3.0
38631,2023-05-29 15:00:00,2024-07-17 00:00:00,3.1,31.28,36.0,39.0,188.0,128.0,87.0,3.0
38632,2023-05-29 16:00:00,2024-07-17 00:00:00,3.1,32.56,36.0,45.0,120.0,171.0,87.0,3.0
38633,2023-05-29 17:00:00,2024-07-17 00:00:00,3.1,42.62,36.0,47.0,13.0,167.0,87.0,3.0
38634,2023-05-29 18:00:00,2024-07-17 00:00:00,3.1,44.12,36.0,47.0,1.0,167.0,87.0,3.0
38635,2023-05-29 19:00:00,2024-07-17 00:00:00,3.1,47.16,36.0,25.0,0.0,167.0,88.0,3.0
38636,2023-05-29 20:00:00,2024-07-17 00:00:00,3.1,47.91,36.0,25.0,0.0,162.0,88.0,3.0
38637,2023-05-29 21:00:00,2024-07-17 00:00:00,3.1,53.92,36.0,25.0,0.0,127.0,88.0,3.0
38638,2023-05-29 22:00:00,2024-07-17 00:00:00,3.1,64.02,36.0,25.0,0.0,83.0,88.0,3.0
38639,2023-05-29 23:00:00,2024-07-17 00:00:00,3.1,63.53,35.0,25.0,0.0,81.0,87.0,3.0
