UTC time,nat_gas,hydro,solar,wind,biomass,unknown
2023-04-04 00:00:00,45.0,97.0,0.0,197.0,72.0,6.0
2023-04-04 01:00:00,45.0,84.0,0.0,206.0,73.0,6.0
2023-04-04 02:00:00,45.0,94.0,0.0,215.0,73.0,6.0
2023-04-04 03:00:00,45.0,92.0,0.0,193.0,72.0,6.0
2023-04-04 04:00:00,45.0,93.0,8.0,181.0,71.0,6.0
2023-04-04 05:00:00,44.0,98.0,31.0,162.0,71.0,6.0
2023-04-04 06:00:00,44.0,98.0,51.0,140.0,71.0,6.0
2023-04-04 07:00:00,45.0,90.0,67.0,132.0,71.0,6.0
2023-04-04 08:00:00,45.0,88.0,82.0,139.0,72.0,6.0
2023-04-04 09:00:00,45.0,75.0,97.0,128.0,71.0,6.0
2023-04-04 10:00:00,46.0,68.0,111.0,113.0,72.0,6.0
2023-04-04 11:00:00,46.0,68.0,100.0,100.0,72.0,6.0
2023-04-04 12:00:00,46.0,68.0,83.0,96.0,72.0,6.0
2023-04-04 13:00:00,46.0,68.0,69.0,115.0,72.0,5.0
2023-04-04 14:00:00,42.0,68.0,45.0,96.0,72.0,5.0
2023-04-04 15:00:00,42.0,88.0,25.0,76.0,72.0,6.0
2023-04-04 16:00:00,44.0,88.0,4.0,65.0,72.0,6.0
2023-04-04 17:00:00,44.0,98.0,0.0,73.0,72.0,6.0
2023-04-04 18:00:00,44.0,98.0,0.0,49.0,72.0,6.0
2023-04-04 19:00:00,43.0,98.0,0.0,32.0,72.0,6.0
2023-04-04 20:00:00,43.0,98.0,0.0,14.0,72.0,6.0
2023-04-04 21:00:00,42.0,91.0,0.0,14.0,73.0,6.0
2023-04-04 22:00:00,41.0,93.0,0.0,19.0,73.0,6.0
2023-04-04 23:00:00,41.0,97.0,0.0,15.0,73.0,6.0
