UTC time,nat_gas,hydro,solar,wind,biomass,unknown
2023-04-18 00:00:00,12.0,54.0,0.0,146.0,87.0,3.0
2023-04-18 01:00:00,12.0,47.0,0.0,133.0,87.0,3.0
2023-04-18 02:00:00,12.0,50.0,2.0,112.0,88.0,3.0
2023-04-18 03:00:00,12.0,96.0,18.0,109.0,87.0,3.0
2023-04-18 04:00:00,12.0,98.0,70.0,109.0,86.0,3.0
2023-04-18 05:00:00,12.0,98.0,157.0,83.0,86.0,3.0
2023-04-18 06:00:00,12.0,98.0,242.0,47.0,86.0,3.0
2023-04-18 07:00:00,11.0,98.0,293.0,32.0,85.0,3.0
2023-04-18 08:00:00,12.0,98.0,299.0,38.0,85.0,3.0
2023-04-18 09:00:00,12.0,98.0,272.0,49.0,86.0,3.0
2023-04-18 10:00:00,12.0,68.0,233.0,62.0,86.0,4.0
2023-04-18 11:00:00,12.0,67.0,194.0,72.0,86.0,3.0
2023-04-18 12:00:00,12.0,47.0,160.0,100.0,85.0,3.0
2023-04-18 13:00:00,12.0,47.0,117.0,200.0,85.0,3.0
2023-04-18 14:00:00,12.0,47.0,66.0,225.0,86.0,3.0
2023-04-18 15:00:00,12.0,88.0,29.0,204.0,87.0,3.0
2023-04-18 16:00:00,12.0,88.0,8.0,228.0,86.0,3.0
2023-04-18 17:00:00,12.0,88.0,0.0,239.0,87.0,3.0
2023-04-18 18:00:00,12.0,88.0,0.0,326.0,86.0,3.0
2023-04-18 19:00:00,12.0,88.0,0.0,366.0,87.0,3.0
2023-04-18 20:00:00,11.0,47.0,0.0,392.0,86.0,3.0
2023-04-18 21:00:00,12.0,47.0,0.0,501.0,86.0,3.0
2023-04-18 22:00:00,12.0,26.0,0.0,512.0,86.0,3.0
2023-04-18 23:00:00,12.0,40.0,0.0,502.0,86.0,3.0
