UTC time,creation_time (UTC),version,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_nat_gas_production_forecast,avg_hydro_production_forecast,avg_solar_production_forecast,avg_wind_production_forecast,avg_biomass_production_forecast,avg_unknown_production_forecast
2023-06-12 00:00:00,2024-07-17 00:00:00,3.1,2.5846575925929,282.38608584789023,279.08826244500574,2.694437367139272,0.0354649895078488,30.38708,22.72735,0.0,254.00001,66.93028,2.91718
2023-06-12 01:00:00,2024-07-17 00:00:00,3.1,2.3974363691849945,283.6436336749855,279.78798087153257,7.5972287045736415,0.0248001888001648,27.64279,23.6212,0.0,240.99999,67.23829,3.06683
2023-06-12 02:00:00,2024-07-17 00:00:00,3.1,2.3974363691849945,283.6436336749855,279.78798087153257,7.5972287045736415,0.0248001888001648,30.77655,25.45443,11.0,232.00001,66.92668,3.08623
2023-06-12 03:00:00,2024-07-17 00:00:00,3.1,2.3974363691849945,283.6436336749855,279.78798087153257,7.5972287045736415,0.0248001888001648,34.92431,25.99742,29.0,216.99999,66.83463,3.19951
2023-06-12 04:00:00,2024-07-17 00:00:00,3.1,3.1829875204968867,287.93706524587424,280.7351660158579,88.38172835853219,0.0371765996812779,37.24038,25.54942,81.0,161.0,67.24849,3.23158
2023-06-12 05:00:00,2024-07-17 00:00:00,3.1,3.1829875204968867,287.93706524587424,280.7351660158579,88.38172835853219,0.0371765996812779,42.07676,25.49301,190.00001,98.0,65.43635,3.2443
2023-06-12 06:00:00,2024-07-17 00:00:00,3.1,3.1829875204968867,287.93706524587424,280.7351660158579,88.38172835853219,0.0371765996812779,45.01286,27.53258,302.00001,75.0,66.22571,3.19959
2023-06-12 07:00:00,2024-07-17 00:00:00,3.1,4.238142477139892,292.25220578218284,280.6233224833323,529.6760543501456,0.0002743175567507,56.78784,29.12693,387.99999,114.0,66.6266,3.23931
2023-06-12 08:00:00,2024-07-17 00:00:00,3.1,4.238142477139892,292.25220578218284,280.6233224833323,529.6760543501456,0.0002743175567507,62.35773,28.7156,418.0,163.0,66.42349,3.44668
2023-06-12 09:00:00,2024-07-17 00:00:00,3.1,4.238142477139892,292.25220578218284,280.6233224833323,529.6760543501456,0.0002743175567507,59.77333,27.65772,439.99999,196.0,66.57989,3.55064
2023-06-12 10:00:00,2024-07-17 00:00:00,3.1,4.332476502290296,293.8989112530036,280.2576820378414,614.8272269019294,0.0047277883792937,65.7823,24.82235,396.99998,206.0,66.96905,3.68741
2023-06-12 11:00:00,2024-07-17 00:00:00,3.1,4.332476502290296,293.8989112530036,280.2576820378414,614.8272269019294,0.0047277883792937,60.45296,25.00163,293.0,211.0,66.67623,3.78699
2023-06-12 12:00:00,2024-07-17 00:00:00,3.1,4.332476502290296,293.8989112530036,280.2576820378414,614.8272269019294,0.0047277883792937,60.87283,24.60697,196.99999,223.00001,66.67882,3.82867
2023-06-12 13:00:00,2024-07-17 00:00:00,3.1,3.716052978162349,293.80140199105136,281.0897739174123,536.0425320993247,0.003073379341139,58.27991,25.74012,141.0,228.0,66.76806,3.81381
2023-06-12 14:00:00,2024-07-17 00:00:00,3.1,3.716052978162349,293.80140199105136,281.0897739174123,536.0425320993247,0.003073379341139,62.75242,26.93627,117.0,219.0,66.98126,3.78992
2023-06-12 15:00:00,2024-07-17 00:00:00,3.1,3.716052978162349,293.80140199105136,281.0897739174123,536.0425320993247,0.003073379341139,65.5589,27.98919,77.0,199.00001,66.50744,3.79659
2023-06-12 16:00:00,2024-07-17 00:00:00,3.1,2.471235439577398,289.7896687439184,282.8257853248498,363.584331910955,0.0064261568041999,69.35212,27.66653,45.0,182.0,66.35275,3.87544
2023-06-12 17:00:00,2024-07-17 00:00:00,3.1,2.471235439577398,289.7896687439184,282.8257853248498,363.584331910955,0.0064261568041999,65.28302,28.8525,19.0,161.0,66.81117,3.85694
2023-06-12 18:00:00,2024-07-17 00:00:00,3.1,2.471235439577398,289.7896687439184,282.8257853248498,363.584331910955,0.0064261568041999,65.49512,30.33336,3.0,156.0,67.13816,3.8156
2023-06-12 19:00:00,2024-07-17 00:00:00,3.1,2.2223502575075287,286.9529628631565,280.9853689334323,5.669441423034755,0.0002793981219217,65.55479,28.73684,0.0,158.0,67.39816,3.91378
2023-06-12 20:00:00,2024-07-17 00:00:00,3.1,2.2223502575075287,286.9529628631565,280.9853689334323,5.669441423034755,0.0002793981219217,67.04995,26.86639,0.0,144.0,67.29686,4.01539
2023-06-12 21:00:00,2024-07-17 00:00:00,3.1,2.2223502575075287,286.9529628631565,280.9853689334323,5.669441423034755,0.0002793981219217,62.03854,27.1841,0.0,125.0,67.20769,4.0155
2023-06-12 22:00:00,2024-07-17 00:00:00,3.1,2.171631987650561,285.716421190112,280.3501922361057,2.835297756411356,0.0011175924876869,58.14104,25.37216,0.0,121.0,67.21412,4.01505
2023-06-12 23:00:00,2024-07-17 00:00:00,3.1,2.171631987650561,285.716421190112,280.3501922361057,2.835297756411356,0.0011175924876869,58.69378,23.81681,0.0,95.0,67.40276,4.14635
2023-06-13 00:00:00,2024-07-17 00:00:00,3.1,2.171631987650561,285.716421190112,280.3501922361057,2.835297756411356,0.0011175924876869,30.38708,21.71085,2.54369,79.70555,67.02459,3.32567
2023-06-13 01:00:00,2024-07-17 00:00:00,3.1,2.321588240705525,285.60770168306107,280.68974733288167,7.273904896147042,0.0173074779635722,27.64279,23.71515,29.26464,83.36384,67.33267,3.47501
2023-06-13 02:00:00,2024-07-17 00:00:00,3.1,2.321588240705525,285.60770168306107,280.68974733288167,7.273904896147042,0.0173074779635722,30.77655,26.19752,65.16445,83.19673,67.01961,3.49371
2023-06-13 03:00:00,2024-07-17 00:00:00,3.1,2.321588240705525,285.60770168306107,280.68974733288167,7.273904896147042,0.0173074779635722,34.92431,27.48983,97.11941,82.75767,66.92716,3.60893
2023-06-13 04:00:00,2024-07-17 00:00:00,3.1,2.769384891472708,288.8250061159211,282.2208972239032,74.0490136836379,0.0724356623787974,37.24038,26.59574,128.75246,81.71566,67.34157,3.63729
2023-06-13 05:00:00,2024-07-17 00:00:00,3.1,2.769384891472708,288.8250061159211,282.2208972239032,74.0490136836379,0.0724356623787974,42.07676,26.16185,171.22037,84.00247,65.52526,3.65015
2023-06-13 06:00:00,2024-07-17 00:00:00,3.1,2.769384891472708,288.8250061159211,282.2208972239032,74.0490136836379,0.0724356623787974,45.01286,26.94485,239.3882,86.08374,66.31691,3.59499
2023-06-13 07:00:00,2024-07-17 00:00:00,3.1,3.158243197060629,290.93771987075235,282.3722777822304,337.52923260511494,0.1120853993599121,56.78784,27.57017,253.02373,86.40361,66.71948,3.63154
2023-06-13 08:00:00,2024-07-17 00:00:00,3.1,3.158243197060629,290.93771987075235,282.3722777822304,337.52923260511494,0.1120853993599121,62.35773,27.14088,280.65136,91.7266,66.51541,3.8425
2023-06-13 09:00:00,2024-07-17 00:00:00,3.1,3.158243197060629,290.93771987075235,282.3722777822304,337.52923260511494,0.1120853993599121,59.77333,26.82918,296.62309,92.63326,66.67219,3.94764
2023-06-13 10:00:00,2024-07-17 00:00:00,3.1,3.1512769464663624,291.1584945402718,282.92911861953803,353.87569353406406,0.4339093457461713,65.7823,25.7335,287.40624,96.38452,67.0618,4.07216
2023-06-13 11:00:00,2024-07-17 00:00:00,3.1,3.1512769464663624,291.1584945402718,282.92911861953803,353.87569353406406,0.4339093457461713,60.45296,27.0031,247.75332,105.03125,66.76835,4.16677
2023-06-13 12:00:00,2024-07-17 00:00:00,3.1,3.1512769464663624,291.1584945402718,282.92911861953803,353.87569353406406,0.4339093457461713,60.87283,27.33119,200.33866,111.36744,66.77141,4.20784
