Unnamed: 0,UTC time,carbon_intensity,nat_gas,hydro,solar,wind,biomass,unknown
40248,2023-08-05 00:00:00,225.89,46.0,23.0,0.0,107.0,77.0,32.0
40249,2023-08-05 01:00:00,253.37,46.0,23.0,0.0,81.0,88.0,36.0
40250,2023-08-05 02:00:00,259.85,46.0,23.0,10.0,67.0,88.0,37.0
40251,2023-08-05 03:00:00,258.26,46.0,23.0,20.0,60.0,89.0,37.0
40252,2023-08-05 04:00:00,237.66,46.0,23.0,68.0,34.0,89.0,32.0
40253,2023-08-05 05:00:00,203.12,46.0,23.0,158.0,15.0,89.0,33.0
40254,2023-08-05 06:00:00,172.53,46.0,23.0,252.0,13.0,89.0,34.0
40255,2023-08-05 07:00:00,158.23,46.0,23.0,321.0,8.0,89.0,35.0
40256,2023-08-05 08:00:00,148.99,46.0,23.0,370.0,6.0,89.0,35.0
40257,2023-08-05 09:00:00,163.72,46.0,23.0,302.0,4.0,89.0,35.0
40258,2023-08-05 10:00:00,185.13,46.0,23.0,227.0,3.0,89.0,35.0
40259,2023-08-05 11:00:00,231.12,46.0,23.0,129.0,6.0,89.0,39.0
40260,2023-08-05 12:00:00,261.35,46.0,23.0,79.0,11.0,88.0,40.0
40261,2023-08-05 13:00:00,253.09,46.0,23.0,52.0,44.0,88.0,40.0
40262,2023-08-05 14:00:00,244.91,46.0,23.0,43.0,60.0,88.0,39.0
40263,2023-08-05 15:00:00,271.51,46.0,23.0,33.0,38.0,89.0,39.0
40264,2023-08-05 16:00:00,286.08,46.0,23.0,18.0,52.0,89.0,49.0
40265,2023-08-05 17:00:00,263.53,46.0,23.0,20.0,75.0,89.0,49.0
40266,2023-08-05 18:00:00,248.69,46.0,23.0,0.0,111.0,89.0,49.0
40267,2023-08-05 19:00:00,212.02,46.0,23.0,0.0,169.0,89.0,49.0
40268,2023-08-05 20:00:00,182.37,46.0,23.0,0.0,225.0,89.0,46.0
40269,2023-08-05 21:00:00,153.16,46.0,23.0,0.0,267.0,89.0,34.0
40270,2023-08-05 22:00:00,151.54,46.0,23.0,0.0,260.0,88.0,31.0
40271,2023-08-05 23:00:00,155.3,46.0,23.0,0.0,271.0,88.0,37.0
