UTC time,solar,nat_gas,other,hydro,coal,wind
2019-07-10 15:00:00,814.0,876.0,0.0,260.0,3217.0,232.0
2019-07-10 16:00:00,880.0,983.0,0.0,258.0,3030.0,162.0
2019-07-10 17:00:00,893.0,1053.0,0.0,260.0,3347.0,101.0
2019-07-10 18:00:00,892.0,1115.0,0.0,259.0,3711.0,56.0
2019-07-10 19:00:00,896.0,1489.0,0.0,257.0,3973.0,46.0
2019-07-10 20:00:00,891.0,1559.0,0.0,263.0,4146.0,98.0
2019-07-10 21:00:00,896.0,1691.0,0.0,257.0,4232.0,163.0
2019-07-10 22:00:00,890.0,1939.0,0.0,261.0,4226.0,196.0
2019-07-10 23:00:00,885.0,1995.0,0.0,259.0,4276.0,175.0
2019-07-11 00:00:00,873.0,2031.0,0.0,258.0,4255.0,203.0
2019-07-11 01:00:00,806.0,2037.0,0.0,261.0,4276.0,274.0
2019-07-11 02:00:00,469.0,2046.0,0.0,258.0,4316.0,315.0
2019-07-11 03:00:00,64.0,2031.0,0.0,257.0,4320.0,493.0
2019-07-11 04:00:00,0.0,1936.0,0.0,259.0,4287.0,652.0
2019-07-11 05:00:00,0.0,1618.0,0.0,256.0,4218.0,625.0
2019-07-11 06:00:00,0.0,1305.0,0.0,260.0,4157.0,532.0
2019-07-11 07:00:00,0.0,1269.0,0.0,256.0,3561.0,440.0
2019-07-11 08:00:00,1.0,1066.0,0.0,259.0,3550.0,334.0
2019-07-11 09:00:00,0.0,995.0,0.0,257.0,3726.0,295.0
2019-07-11 10:00:00,1.0,993.0,0.0,259.0,3763.0,257.0
2019-07-11 11:00:00,0.0,973.0,0.0,259.0,3546.0,254.0
2019-07-11 12:00:00,1.0,1015.0,0.0,260.0,3411.0,330.0
2019-07-11 13:00:00,26.0,1006.0,0.0,257.0,3546.0,324.0
2019-07-11 14:00:00,251.0,927.0,0.0,257.0,3299.0,332.0
2019-07-11 15:00:00,662.0,999.0,0.0,256.0,3020.0,297.0
2019-07-11 16:00:00,813.0,969.0,0.0,258.0,3057.0,253.0
2019-07-11 17:00:00,832.0,1062.0,0.0,252.0,3472.0,229.0
2019-07-11 18:00:00,854.0,1214.0,0.0,260.0,3770.0,252.0
2019-07-11 19:00:00,884.0,1506.0,0.0,254.0,3793.0,316.0
2019-07-11 20:00:00,832.0,1546.0,0.0,257.0,3762.0,354.0
2019-07-11 21:00:00,736.0,1664.0,0.0,257.0,3777.0,300.0
2019-07-11 22:00:00,661.0,1790.0,0.0,259.0,3808.0,260.0
2019-07-11 23:00:00,654.0,1981.0,0.0,254.0,3784.0,252.0
2019-07-12 00:00:00,657.0,2001.0,0.0,257.0,3799.0,228.0
2019-07-12 01:00:00,665.0,1950.0,0.0,257.0,3798.0,225.0
2019-07-12 02:00:00,401.0,1850.0,0.0,256.0,4120.0,290.0
2019-07-12 03:00:00,73.0,1931.0,0.0,256.0,4238.0,336.0
2019-07-12 04:00:00,1.0,1827.0,0.0,259.0,4143.0,596.0
2019-07-12 05:00:00,0.0,1750.0,0.0,257.0,4092.0,674.0
2019-07-12 06:00:00,1.0,1551.0,0.0,252.0,4076.0,451.0
2019-07-12 07:00:00,0.0,1300.0,0.0,250.0,3918.0,353.0
2019-07-12 08:00:00,1.0,1043.0,0.0,237.0,3805.0,492.0
2019-07-12 09:00:00,1.0,950.0,0.0,230.0,3709.0,455.0
2019-07-12 10:00:00,0.0,946.0,0.0,233.0,3536.0,319.0
2019-07-12 11:00:00,1.0,928.0,0.0,235.0,3437.0,279.0
2019-07-12 12:00:00,0.0,952.0,0.0,232.0,3552.0,267.0
2019-07-12 13:00:00,22.0,1009.0,0.0,237.0,3805.0,200.0
2019-07-12 14:00:00,233.0,908.0,0.0,241.0,3463.0,137.0
2019-07-12 15:00:00,576.0,1037.0,0.0,258.0,3311.0,114.0
2019-07-12 16:00:00,678.0,1055.0,0.0,253.0,3252.0,93.0
2019-07-12 17:00:00,715.0,1122.0,0.0,259.0,3329.0,65.0
2019-07-12 18:00:00,717.0,1188.0,0.0,258.0,3750.0,43.0
2019-07-12 19:00:00,796.0,1511.0,0.0,259.0,3913.0,23.0
2019-07-12 20:00:00,711.0,1575.0,0.0,257.0,3930.0,71.0
2019-07-12 21:00:00,701.0,1660.0,0.0,259.0,3936.0,197.0
2019-07-12 22:00:00,686.0,1749.0,0.0,256.0,4037.0,253.0
2019-07-12 23:00:00,583.0,1903.0,0.0,259.0,4184.0,185.0
2019-07-13 00:00:00,417.0,1946.0,0.0,261.0,4272.0,250.0
2019-07-13 01:00:00,438.0,1868.0,0.0,260.0,4165.0,626.0
2019-07-13 02:00:00,195.0,1845.0,0.0,260.0,4162.0,680.0
2019-07-13 03:00:00,16.0,1852.0,0.0,257.0,4218.0,747.0
2019-07-13 04:00:00,0.0,1812.0,0.0,258.0,4216.0,742.0
2019-07-13 05:00:00,0.0,1784.0,0.0,261.0,4067.0,557.0
2019-07-13 06:00:00,0.0,1564.0,0.0,259.0,3982.0,388.0
2019-07-13 07:00:00,0.0,1468.0,0.0,259.0,3942.0,320.0
2019-07-13 08:00:00,1.0,1031.0,0.0,259.0,3879.0,423.0
2019-07-13 09:00:00,1.0,965.0,0.0,259.0,3723.0,411.0
2019-07-13 10:00:00,0.0,876.0,0.0,260.0,3745.0,309.0
2019-07-13 11:00:00,0.0,869.0,0.0,256.0,3632.0,309.0
2019-07-13 12:00:00,0.0,867.0,0.0,257.0,3547.0,277.0
2019-07-13 13:00:00,10.0,865.0,0.0,260.0,3600.0,316.0
2019-07-13 14:00:00,66.0,851.0,0.0,258.0,3437.0,213.0
2019-07-13 15:00:00,332.0,807.0,0.0,257.0,3242.0,203.0
2019-07-13 16:00:00,503.0,835.0,0.0,258.0,3088.0,199.0
2019-07-13 17:00:00,570.0,953.0,0.0,261.0,3130.0,277.0
2019-07-13 18:00:00,611.0,1107.0,0.0,257.0,3436.0,299.0
2019-07-13 19:00:00,730.0,1198.0,0.0,260.0,3803.0,204.0
2019-07-13 20:00:00,744.0,1230.0,0.0,258.0,3881.0,334.0
2019-07-13 21:00:00,602.0,1348.0,0.0,260.0,3840.0,367.0
2019-07-13 22:00:00,479.0,1518.0,0.0,255.0,3882.0,430.0
2019-07-13 23:00:00,523.0,1685.0,0.0,261.0,4201.0,416.0
2019-07-14 00:00:00,611.0,1669.0,0.0,255.0,4170.0,428.0
2019-07-14 01:00:00,642.0,1712.0,0.0,258.0,4117.0,327.0
2019-07-14 02:00:00,323.0,1730.0,0.0,256.0,4222.0,463.0
2019-07-14 03:00:00,47.0,1763.0,0.0,258.0,4265.0,473.0
2019-07-14 04:00:00,0.0,1685.0,0.0,257.0,4221.0,441.0
2019-07-14 05:00:00,1.0,1535.0,0.0,257.0,4153.0,305.0
2019-07-14 06:00:00,0.0,1311.0,0.0,259.0,4086.0,395.0
2019-07-14 07:00:00,1.0,1261.0,0.0,250.0,3979.0,351.0
2019-07-14 08:00:00,1.0,1087.0,0.0,250.0,3948.0,365.0
2019-07-14 09:00:00,0.0,1023.0,0.0,244.0,3847.0,420.0
2019-07-14 10:00:00,1.0,1000.0,0.0,248.0,3591.0,402.0
2019-07-14 11:00:00,0.0,962.0,0.0,249.0,3423.0,432.0
2019-07-14 12:00:00,1.0,956.0,0.0,250.0,3223.0,457.0
2019-07-14 13:00:00,24.0,1008.0,0.0,247.0,3259.0,427.0
2019-07-14 14:00:00,305.0,962.0,0.0,249.0,3058.0,329.0
2019-07-14 15:00:00,743.0,892.0,0.0,249.0,2805.0,318.0
2019-07-14 16:00:00,827.0,895.0,0.0,247.0,2554.0,323.0
2019-07-14 17:00:00,820.0,1024.0,0.0,249.0,2620.0,408.0
2019-07-14 18:00:00,806.0,1174.0,0.0,250.0,2822.0,544.0
2019-07-14 19:00:00,793.0,1442.0,0.0,250.0,3231.0,654.0
2019-07-14 20:00:00,701.0,1546.0,0.0,247.0,3623.0,605.0
2019-07-14 21:00:00,710.0,1600.0,0.0,251.0,3801.0,524.0
2019-07-14 22:00:00,646.0,1669.0,0.0,248.0,3998.0,397.0
2019-07-14 23:00:00,687.0,1831.0,0.0,248.0,4210.0,315.0
2019-07-15 00:00:00,740.0,1749.0,0.0,247.0,4245.0,355.0
2019-07-15 01:00:00,661.0,1764.0,0.0,249.0,4255.0,317.0
2019-07-15 02:00:00,423.0,1817.0,0.0,248.0,4212.0,326.0
2019-07-15 03:00:00,57.0,1764.0,0.0,249.0,4254.0,507.0
2019-07-15 04:00:00,0.0,1843.0,0.0,248.0,4215.0,630.0
2019-07-15 05:00:00,0.0,1790.0,0.0,252.0,4161.0,426.0
2019-07-15 06:00:00,1.0,1561.0,0.0,246.0,4081.0,264.0
2019-07-15 07:00:00,1.0,1431.0,0.0,250.0,3901.0,240.0
2019-07-15 08:00:00,0.0,1100.0,0.0,250.0,3869.0,258.0
2019-07-15 09:00:00,0.0,1086.0,0.0,248.0,3957.0,254.0
2019-07-15 10:00:00,0.0,1078.0,0.0,247.0,3933.0,178.0
2019-07-15 11:00:00,0.0,1083.0,0.0,249.0,3926.0,142.0
2019-07-15 12:00:00,0.0,1026.0,0.0,249.0,3934.0,277.0
2019-07-15 13:00:00,17.0,1057.0,0.0,250.0,3805.0,416.0
2019-07-15 14:00:00,310.0,1041.0,0.0,249.0,3668.0,414.0
2019-07-15 15:00:00,677.0,1095.0,0.0,249.0,3301.0,264.0
2019-07-15 16:00:00,705.0,1096.0,0.0,249.0,3163.0,50.0
2019-07-15 17:00:00,859.0,1124.0,0.0,251.0,3643.0,32.0
2019-07-15 18:00:00,885.0,1232.0,0.0,253.0,3925.0,90.0
2019-07-15 19:00:00,888.0,1525.0,0.0,248.0,3733.0,135.0
2019-07-15 20:00:00,889.0,1542.0,0.0,255.0,3915.0,267.0
2019-07-15 21:00:00,831.0,1577.0,0.0,247.0,4101.0,427.0
2019-07-15 22:00:00,803.0,1702.0,0.0,252.0,4126.0,540.0
2019-07-15 23:00:00,799.0,1876.0,0.0,246.0,4226.0,497.0
2019-07-16 00:00:00,842.0,1870.0,0.0,251.0,4195.0,415.0
2019-07-16 01:00:00,792.0,1887.0,0.0,249.0,4194.0,675.0
2019-07-16 02:00:00,455.0,1905.0,0.0,251.0,4225.0,688.0
2019-07-16 03:00:00,60.0,1992.0,0.0,250.0,4239.0,568.0
2019-07-16 04:00:00,0.0,1906.0,0.0,251.0,4218.0,534.0
2019-07-16 05:00:00,0.0,1789.0,0.0,250.0,4190.0,395.0
2019-07-16 06:00:00,0.0,1544.0,0.0,251.0,4123.0,403.0
2019-07-16 07:00:00,0.0,1457.0,0.0,250.0,3719.0,329.0
2019-07-16 08:00:00,0.0,1088.0,0.0,250.0,3864.0,254.0
2019-07-16 09:00:00,0.0,1074.0,0.0,253.0,3877.0,367.0
2019-07-16 10:00:00,0.0,1055.0,0.0,250.0,3571.0,242.0
2019-07-16 11:00:00,0.0,1056.0,0.0,253.0,3435.0,196.0
2019-07-16 12:00:00,0.0,1060.0,0.0,252.0,3718.0,123.0
2019-07-16 13:00:00,26.0,1060.0,0.0,254.0,3858.0,105.0
2019-07-16 14:00:00,393.0,1044.0,0.0,249.0,3606.0,77.0
2019-07-16 15:00:00,802.0,1053.0,0.0,251.0,3465.0,44.0
2019-07-16 16:00:00,878.0,1031.0,0.0,250.0,3150.0,23.0
2019-07-16 17:00:00,881.0,1085.0,0.0,250.0,3199.0,47.0
2019-07-16 18:00:00,886.0,1217.0,0.0,250.0,3694.0,156.0
2019-07-16 19:00:00,886.0,1510.0,0.0,253.0,3778.0,266.0
2019-07-16 20:00:00,891.0,1542.0,0.0,248.0,3821.0,390.0
2019-07-16 21:00:00,875.0,1562.0,0.0,251.0,3837.0,516.0
2019-07-16 22:00:00,879.0,1696.0,0.0,249.0,3862.0,541.0
2019-07-16 23:00:00,880.0,1748.0,0.0,248.0,3854.0,646.0
2019-07-17 00:00:00,870.0,1912.0,0.0,249.0,3864.0,604.0
2019-07-17 01:00:00,820.0,1896.0,0.0,248.0,3883.0,697.0
2019-07-17 02:00:00,466.0,1958.0,0.0,248.0,3826.0,764.0
2019-07-17 03:00:00,56.0,1996.0,0.0,247.0,3755.0,584.0
2019-07-17 04:00:00,0.0,1972.0,0.0,248.0,3825.0,452.0
2019-07-17 05:00:00,0.0,1921.0,0.0,243.0,3847.0,663.0
2019-07-17 06:00:00,0.0,1631.0,0.0,249.0,3844.0,671.0
2019-07-17 07:00:00,0.0,1446.0,0.0,245.0,3731.0,586.0
2019-07-17 08:00:00,0.0,1254.0,0.0,245.0,3610.0,347.0
2019-07-17 09:00:00,0.0,1270.0,0.0,246.0,3357.0,291.0
2019-07-17 10:00:00,0.0,1285.0,0.0,245.0,3115.0,317.0
2019-07-17 11:00:00,0.0,1289.0,0.0,242.0,3123.0,302.0
2019-07-17 12:00:00,0.0,1302.0,0.0,242.0,3304.0,292.0
2019-07-17 13:00:00,22.0,1297.0,0.0,245.0,3497.0,238.0
2019-07-17 14:00:00,380.0,1279.0,0.0,245.0,3253.0,183.0
2019-07-17 15:00:00,808.0,1170.0,0.0,242.0,3091.0,101.0
2019-07-17 16:00:00,889.0,1098.0,0.0,244.0,2926.0,50.0
2019-07-17 17:00:00,896.0,1300.0,0.0,243.0,2909.0,148.0
2019-07-17 18:00:00,897.0,1363.0,0.0,246.0,3330.0,363.0
2019-07-17 19:00:00,893.0,1499.0,0.0,242.0,3403.0,594.0
2019-07-17 20:00:00,869.0,1534.0,0.0,242.0,3375.0,810.0
2019-07-17 21:00:00,888.0,1544.0,0.0,246.0,3647.0,1066.0
2019-07-17 22:00:00,893.0,1597.0,0.0,246.0,3765.0,1289.0
2019-07-17 23:00:00,886.0,1816.0,0.0,246.0,3752.0,1420.0
2019-07-18 00:00:00,860.0,1897.0,0.0,244.0,3684.0,1354.0
2019-07-18 01:00:00,713.0,1914.0,0.0,246.0,3735.0,1219.0
2019-07-18 02:00:00,335.0,2011.0,0.0,247.0,3796.0,1024.0
2019-07-18 03:00:00,38.0,2073.0,0.0,249.0,3867.0,609.0
2019-07-18 04:00:00,0.0,2089.0,0.0,246.0,3901.0,381.0
2019-07-18 05:00:00,0.0,1955.0,0.0,244.0,3889.0,417.0
2019-07-18 06:00:00,0.0,1694.0,0.0,247.0,3899.0,423.0
2019-07-18 07:00:00,1.0,1469.0,0.0,243.0,3867.0,448.0
2019-07-18 08:00:00,0.0,1247.0,0.0,240.0,3856.0,445.0
2019-07-18 09:00:00,1.0,1187.0,0.0,244.0,3733.0,476.0
2019-07-18 10:00:00,0.0,1181.0,0.0,245.0,3372.0,591.0
2019-07-18 11:00:00,1.0,1198.0,0.0,245.0,3260.0,611.0
2019-07-18 12:00:00,0.0,1197.0,0.0,246.0,3433.0,658.0
2019-07-18 13:00:00,20.0,1177.0,0.0,246.0,3566.0,780.0
2019-07-18 14:00:00,341.0,1085.0,0.0,245.0,3218.0,822.0
2019-07-18 15:00:00,751.0,1142.0,0.0,244.0,3086.0,849.0
2019-07-18 16:00:00,877.0,1010.0,0.0,246.0,2654.0,1119.0
2019-07-18 17:00:00,895.0,1123.0,0.0,244.0,2521.0,1260.0
2019-07-18 18:00:00,901.0,1221.0,0.0,253.0,2793.0,1334.0
2019-07-18 19:00:00,898.0,1389.0,0.0,249.0,3033.0,1374.0
2019-07-18 20:00:00,896.0,1515.0,0.0,249.0,3346.0,1396.0
2019-07-18 21:00:00,899.0,1516.0,0.0,240.0,3354.0,1397.0
2019-07-18 22:00:00,893.0,1536.0,0.0,240.0,3479.0,1351.0
2019-07-18 23:00:00,892.0,1776.0,0.0,238.0,3563.0,1367.0
2019-07-19 00:00:00,877.0,1839.0,0.0,247.0,3525.0,1359.0
2019-07-19 01:00:00,803.0,1885.0,0.0,246.0,3605.0,1272.0
2019-07-19 02:00:00,420.0,1959.0,0.0,245.0,3646.0,1101.0
2019-07-19 03:00:00,49.0,2046.0,0.0,242.0,3892.0,873.0
2019-07-19 04:00:00,0.0,1973.0,0.0,244.0,3867.0,775.0
2019-07-19 05:00:00,1.0,1901.0,0.0,247.0,3698.0,790.0
2019-07-19 06:00:00,1.0,1630.0,0.0,248.0,3770.0,695.0
2019-07-19 07:00:00,0.0,1485.0,0.0,243.0,3748.0,546.0
2019-07-19 08:00:00,1.0,1313.0,0.0,245.0,3895.0,498.0
2019-07-19 09:00:00,0.0,1242.0,0.0,247.0,3655.0,539.0
2019-07-19 10:00:00,1.0,1257.0,0.0,244.0,3165.0,568.0
2019-07-19 11:00:00,0.0,1274.0,0.0,247.0,2855.0,576.0
2019-07-19 12:00:00,1.0,1267.0,0.0,248.0,2879.0,547.0
2019-07-19 13:00:00,19.0,1275.0,0.0,248.0,3118.0,581.0
2019-07-19 14:00:00,376.0,1193.0,0.0,244.0,2909.0,589.0
2019-07-19 15:00:00,804.0,1151.0,0.0,249.0,2825.0,544.0
2019-07-19 16:00:00,887.0,1276.0,0.0,248.0,2934.0,661.0
2019-07-19 17:00:00,898.0,1303.0,0.0,248.0,3099.0,789.0
2019-07-19 18:00:00,898.0,1321.0,0.0,248.0,3669.0,779.0
2019-07-19 19:00:00,901.0,1459.0,0.0,247.0,3781.0,832.0
2019-07-19 20:00:00,903.0,1546.0,0.0,248.0,3711.0,883.0
2019-07-19 21:00:00,898.0,1518.0,0.0,249.0,3802.0,1027.0
2019-07-19 22:00:00,900.0,1630.0,0.0,255.0,3844.0,1158.0
2019-07-19 23:00:00,890.0,1729.0,0.0,260.0,3839.0,1155.0
2019-07-20 00:00:00,882.0,1913.0,0.0,259.0,3792.0,1154.0
2019-07-20 01:00:00,807.0,1894.0,0.0,260.0,3760.0,1079.0
2019-07-20 02:00:00,458.0,1915.0,0.0,258.0,3856.0,939.0
2019-07-20 03:00:00,51.0,1966.0,0.0,259.0,3899.0,772.0
2019-07-20 04:00:00,0.0,1946.0,0.0,259.0,3907.0,681.0
2019-07-20 05:00:00,0.0,1836.0,0.0,259.0,3859.0,591.0
2019-07-20 06:00:00,0.0,1591.0,0.0,259.0,3904.0,614.0
2019-07-20 07:00:00,0.0,1442.0,0.0,259.0,3727.0,671.0
2019-07-20 08:00:00,0.0,1282.0,0.0,259.0,3487.0,655.0
2019-07-20 09:00:00,0.0,1293.0,0.0,258.0,3200.0,539.0
2019-07-20 10:00:00,0.0,1190.0,0.0,260.0,3047.0,489.0
2019-07-20 11:00:00,0.0,1211.0,0.0,259.0,3063.0,372.0
2019-07-20 12:00:00,0.0,1227.0,0.0,261.0,3214.0,210.0
2019-07-20 13:00:00,15.0,1217.0,0.0,262.0,3272.0,127.0
2019-07-20 14:00:00,336.0,1129.0,0.0,258.0,2922.0,77.0
2019-07-20 15:00:00,782.0,1069.0,0.0,258.0,2785.0,57.0
2019-07-20 16:00:00,859.0,1001.0,0.0,259.0,2689.0,29.0
2019-07-20 17:00:00,865.0,1133.0,0.0,260.0,2714.0,10.0
2019-07-20 18:00:00,854.0,1343.0,0.0,260.0,2911.0,20.0
2019-07-20 19:00:00,863.0,1488.0,0.0,263.0,3108.0,43.0
2019-07-20 20:00:00,887.0,1547.0,0.0,257.0,3416.0,108.0
2019-07-20 21:00:00,883.0,1550.0,0.0,259.0,3582.0,198.0
2019-07-20 22:00:00,895.0,1662.0,0.0,262.0,3826.0,321.0
2019-07-20 23:00:00,896.0,1718.0,0.0,258.0,3903.0,516.0
2019-07-21 00:00:00,883.0,1875.0,0.0,260.0,3923.0,747.0
2019-07-21 01:00:00,821.0,1904.0,0.0,262.0,3915.0,727.0
2019-07-21 02:00:00,467.0,1935.0,0.0,261.0,3849.0,846.0
2019-07-21 03:00:00,52.0,1890.0,0.0,261.0,3770.0,866.0
2019-07-21 04:00:00,0.0,1883.0,0.0,260.0,3831.0,623.0
2019-07-21 05:00:00,0.0,1779.0,0.0,263.0,3676.0,846.0
2019-07-21 06:00:00,0.0,1534.0,0.0,260.0,3724.0,789.0
2019-07-21 07:00:00,0.0,1470.0,0.0,263.0,3700.0,629.0
2019-07-21 08:00:00,0.0,1269.0,0.0,262.0,3433.0,492.0
2019-07-21 09:00:00,0.0,1206.0,0.0,257.0,3382.0,289.0
2019-07-21 10:00:00,0.0,1204.0,0.0,264.0,3363.0,104.0
2019-07-21 11:00:00,0.0,1205.0,0.0,260.0,3350.0,44.0
2019-07-21 12:00:00,0.0,1191.0,0.0,260.0,3248.0,69.0
2019-07-21 13:00:00,16.0,1202.0,0.0,262.0,3186.0,129.0
2019-07-21 14:00:00,383.0,1134.0,0.0,260.0,2872.0,67.0
2019-07-21 15:00:00,812.0,1178.0,0.0,261.0,2597.0,36.0
2019-07-21 16:00:00,895.0,1293.0,0.0,263.0,2646.0,55.0
2019-07-21 17:00:00,901.0,1281.0,0.0,260.0,2971.0,53.0
2019-07-21 18:00:00,900.0,1371.0,0.0,262.0,3321.0,16.0
2019-07-21 19:00:00,902.0,1520.0,0.0,260.0,3521.0,8.0
2019-07-21 20:00:00,902.0,1533.0,0.0,264.0,3778.0,7.0
2019-07-21 21:00:00,873.0,1536.0,0.0,262.0,4120.0,26.0
2019-07-21 22:00:00,868.0,1597.0,0.0,260.0,4204.0,41.0
2019-07-21 23:00:00,863.0,1910.0,0.0,262.0,4248.0,125.0
2019-07-22 00:00:00,823.0,1955.0,0.0,261.0,4206.0,145.0
2019-07-22 01:00:00,709.0,2006.0,0.0,258.0,4210.0,214.0
2019-07-22 02:00:00,387.0,2031.0,0.0,261.0,4201.0,279.0
2019-07-22 03:00:00,53.0,1992.0,0.0,259.0,4184.0,436.0
2019-07-22 04:00:00,0.0,1982.0,0.0,260.0,4058.0,586.0
2019-07-22 05:00:00,0.0,1852.0,0.0,260.0,3983.0,576.0
2019-07-22 06:00:00,0.0,1527.0,0.0,258.0,3913.0,586.0
2019-07-22 07:00:00,0.0,1494.0,0.0,261.0,3717.0,685.0
2019-07-22 08:00:00,1.0,1304.0,0.0,261.0,3700.0,681.0
2019-07-22 09:00:00,0.0,1294.0,0.0,261.0,3707.0,637.0
2019-07-22 10:00:00,1.0,1221.0,0.0,260.0,3715.0,543.0
2019-07-22 11:00:00,0.0,1219.0,0.0,262.0,3662.0,522.0
2019-07-22 12:00:00,1.0,1210.0,0.0,260.0,3586.0,581.0
2019-07-22 13:00:00,16.0,1221.0,0.0,261.0,3766.0,590.0
2019-07-22 14:00:00,360.0,1209.0,0.0,263.0,3490.0,599.0
2019-07-22 15:00:00,771.0,1193.0,0.0,263.0,3496.0,508.0
2019-07-22 16:00:00,796.0,1261.0,0.0,260.0,3685.0,378.0
2019-07-22 17:00:00,878.0,1272.0,0.0,223.0,3967.0,326.0
2019-07-22 18:00:00,859.0,1368.0,0.0,252.0,4003.0,227.0
2019-07-22 19:00:00,863.0,1573.0,0.0,255.0,4022.0,172.0
2019-07-22 20:00:00,863.0,1601.0,0.0,258.0,4065.0,164.0
2019-07-22 21:00:00,828.0,1584.0,0.0,255.0,4190.0,196.0
2019-07-22 22:00:00,752.0,1640.0,0.0,254.0,4184.0,316.0
2019-07-22 23:00:00,697.0,1914.0,0.0,255.0,4205.0,453.0
2019-07-23 00:00:00,654.0,1930.0,0.0,256.0,4249.0,505.0
2019-07-23 01:00:00,565.0,1942.0,0.0,260.0,4200.0,559.0
2019-07-23 02:00:00,256.0,1938.0,0.0,261.0,4044.0,606.0
2019-07-23 03:00:00,36.0,1971.0,0.0,260.0,4039.0,602.0
2019-07-23 04:00:00,0.0,1962.0,0.0,265.0,4102.0,310.0
2019-07-23 05:00:00,0.0,1811.0,0.0,262.0,4080.0,149.0
2019-07-23 06:00:00,0.0,1543.0,0.0,263.0,3855.0,233.0
2019-07-23 07:00:00,1.0,1508.0,0.0,262.0,3608.0,335.0
2019-07-23 08:00:00,1.0,1338.0,0.0,264.0,3730.0,369.0
2019-07-23 09:00:00,0.0,1311.0,0.0,261.0,3724.0,361.0
2019-07-23 10:00:00,1.0,1313.0,0.0,264.0,3683.0,312.0
2019-07-23 11:00:00,0.0,1305.0,0.0,261.0,3744.0,158.0
2019-07-23 12:00:00,0.0,1305.0,0.0,260.0,3911.0,93.0
2019-07-23 13:00:00,18.0,1284.0,0.0,262.0,4139.0,145.0
2019-07-23 14:00:00,266.0,1275.0,0.0,261.0,4119.0,187.0
2019-07-23 15:00:00,584.0,1261.0,0.0,261.0,4128.0,172.0
2019-07-23 16:00:00,744.0,1294.0,0.0,260.0,4120.0,133.0
2019-07-23 17:00:00,814.0,1312.0,0.0,263.0,4179.0,81.0
2019-07-23 18:00:00,888.0,1358.0,0.0,262.0,4083.0,59.0
2019-07-23 19:00:00,863.0,1521.0,0.0,259.0,4051.0,55.0
2019-07-23 20:00:00,772.0,1543.0,0.0,264.0,4041.0,36.0
2019-07-23 21:00:00,684.0,1592.0,0.0,263.0,4069.0,55.0
2019-07-23 22:00:00,648.0,1778.0,0.0,261.0,4125.0,189.0
2019-07-23 23:00:00,324.0,1969.0,0.0,259.0,4219.0,266.0
2019-07-24 00:00:00,230.0,2007.0,0.0,255.0,4258.0,241.0
2019-07-24 01:00:00,123.0,2015.0,0.0,255.0,4253.0,417.0
2019-07-24 02:00:00,82.0,1994.0,0.0,258.0,4263.0,619.0
2019-07-24 03:00:00,8.0,2010.0,0.0,260.0,4197.0,695.0
2019-07-24 04:00:00,0.0,1912.0,0.0,261.0,4104.0,497.0
2019-07-24 05:00:00,0.0,1862.0,0.0,262.0,4147.0,247.0
2019-07-24 06:00:00,0.0,1627.0,0.0,260.0,4221.0,160.0
2019-07-24 07:00:00,0.0,1486.0,0.0,259.0,4057.0,242.0
2019-07-24 08:00:00,1.0,1358.0,0.0,259.0,4022.0,238.0
2019-07-24 09:00:00,0.0,1278.0,0.0,256.0,3953.0,272.0
2019-07-24 10:00:00,0.0,1282.0,0.0,261.0,3820.0,285.0
2019-07-24 11:00:00,0.0,1282.0,0.0,259.0,3725.0,277.0
2019-07-24 12:00:00,0.0,1289.0,0.0,262.0,3833.0,259.0
2019-07-24 13:00:00,8.0,1268.0,0.0,259.0,4046.0,198.0
2019-07-24 14:00:00,134.0,1238.0,0.0,218.0,3969.0,157.0
2019-07-24 15:00:00,258.0,1278.0,0.0,257.0,4030.0,118.0
2019-07-24 16:00:00,372.0,1201.0,0.0,260.0,3825.0,263.0
2019-07-24 17:00:00,648.0,1259.0,0.0,258.0,3896.0,475.0
2019-07-24 18:00:00,735.0,1326.0,0.0,260.0,3993.0,596.0
2019-07-24 19:00:00,783.0,1502.0,0.0,259.0,4187.0,631.0
2019-07-24 20:00:00,637.0,1622.0,0.0,259.0,4147.0,606.0
2019-07-24 21:00:00,580.0,1574.0,0.0,260.0,4108.0,688.0
2019-07-24 22:00:00,319.0,1719.0,0.0,258.0,3832.0,841.0
2019-07-24 23:00:00,256.0,1891.0,0.0,259.0,4040.0,813.0
2019-07-25 00:00:00,274.0,1975.0,0.0,259.0,4035.0,652.0
2019-07-25 01:00:00,250.0,1859.0,0.0,258.0,4019.0,625.0
2019-07-25 02:00:00,169.0,1834.0,0.0,260.0,4151.0,545.0
2019-07-25 03:00:00,14.0,1889.0,0.0,257.0,4236.0,447.0
2019-07-25 04:00:00,0.0,1917.0,0.0,258.0,4249.0,503.0
2019-07-25 05:00:00,0.0,1837.0,0.0,260.0,4168.0,537.0
2019-07-25 06:00:00,0.0,1692.0,0.0,255.0,4220.0,555.0
2019-07-25 07:00:00,0.0,1521.0,0.0,261.0,4033.0,564.0
2019-07-25 08:00:00,0.0,1318.0,0.0,258.0,3999.0,573.0
2019-07-25 09:00:00,0.0,1281.0,0.0,259.0,3877.0,563.0
2019-07-25 10:00:00,0.0,1269.0,0.0,258.0,3619.0,518.0
2019-07-25 11:00:00,0.0,1276.0,0.0,262.0,3544.0,549.0
2019-07-25 12:00:00,0.0,1282.0,0.0,260.0,3641.0,493.0
