UTC time,coal,nat_gas,nuclear,hydro,solar,wind,biomass,unknown
2023-07-15 00:00:00,67.0,5093.0,1884.0,0.0,4.0,14428.0,1653.0,10607.0
2023-07-15 01:00:00,67.0,4857.0,1884.0,0.0,4.0,15602.0,1634.0,9450.0
2023-07-15 02:00:00,67.0,4734.0,1885.0,0.0,4.0,14591.0,1668.0,8956.0
2023-07-15 03:00:00,68.0,4930.0,1884.0,0.0,7.0,13573.0,1684.0,8945.0
2023-07-15 04:00:00,67.0,4671.0,1884.0,0.0,83.0,12972.0,1643.0,9169.0
2023-07-15 05:00:00,72.0,4682.0,1884.0,0.0,300.0,11286.0,1656.0,13191.0
2023-07-15 06:00:00,61.0,4714.0,1884.0,0.0,644.0,9310.0,1663.0,19214.0
2023-07-15 07:00:00,59.0,4737.0,1884.0,0.0,956.0,8910.0,1666.0,26073.0
2023-07-15 08:00:00,58.0,4859.0,1883.0,0.0,1178.0,10157.0,1655.0,30480.0
2023-07-15 09:00:00,56.0,5096.0,1880.0,0.0,1124.0,11886.0,1644.0,31514.0
2023-07-15 10:00:00,59.0,5457.0,1881.0,0.0,1084.0,11399.0,1605.0,33839.0
2023-07-15 11:00:00,71.0,4662.0,1884.0,0.0,863.0,11952.0,1553.0,36227.0
2023-07-15 12:00:00,78.0,4666.0,1884.0,0.0,888.0,11880.0,1579.0,37723.0
2023-07-15 13:00:00,60.0,4782.0,1884.0,0.0,959.0,11097.0,1573.0,37205.0
2023-07-15 14:00:00,63.0,4751.0,1884.0,0.0,801.0,13308.0,1575.0,34201.0
2023-07-15 15:00:00,62.0,4854.0,1883.0,0.0,825.0,14822.0,1582.0,27591.0
2023-07-15 16:00:00,55.0,5601.0,1884.0,0.0,496.0,17272.0,1611.0,24246.0
2023-07-15 17:00:00,61.0,6003.0,1884.0,0.0,289.0,17952.0,1647.0,19148.0
2023-07-15 18:00:00,67.0,6678.0,1884.0,0.0,128.0,17748.0,1647.0,14744.0
2023-07-15 19:00:00,64.0,6817.0,1884.0,0.0,21.0,17597.0,1636.0,13037.0
2023-07-15 20:00:00,68.0,6642.0,1884.0,0.0,4.0,18434.0,1681.0,12004.0
2023-07-15 21:00:00,68.0,6136.0,1884.0,0.0,4.0,18560.0,1639.0,11695.0
2023-07-15 22:00:00,67.0,4417.0,1884.0,0.0,4.0,17357.0,1616.0,11807.0
2023-07-15 23:00:00,69.0,3950.0,1884.0,0.0,4.0,17697.0,1615.0,11871.0
