UTC time,coal,nat_gas,nuclear,hydro,solar,wind,biomass,unknown
2023-02-24 00:00:00,13023.0,10682.0,1941.0,0.0,4.0,4381.0,1540.0,10902.0
2023-02-24 01:00:00,12988.0,9926.0,1944.0,0.0,4.0,5324.0,1534.0,11044.0
2023-02-24 02:00:00,13196.0,9341.0,1944.0,0.0,4.0,7048.0,1537.0,12502.0
2023-02-24 03:00:00,13065.0,8980.0,1945.0,0.0,4.0,8686.0,1574.0,13392.0
2023-02-24 04:00:00,13082.0,8613.0,1945.0,0.0,4.0,9816.0,1574.0,14693.0
2023-02-24 05:00:00,13093.0,10219.0,1944.0,0.0,4.0,11456.0,1530.0,17962.0
2023-02-24 06:00:00,13096.0,12353.0,1944.0,0.0,4.0,13100.0,1527.0,21396.0
2023-02-24 07:00:00,13019.0,12576.0,1943.0,0.0,26.0,13820.0,1523.0,23049.0
2023-02-24 08:00:00,13148.0,12440.0,1940.0,0.0,100.0,14001.0,1526.0,23962.0
2023-02-24 09:00:00,13135.0,10644.0,1940.0,0.0,139.0,14098.0,1534.0,24108.0
2023-02-24 10:00:00,12788.0,10909.0,1940.0,0.0,256.0,13091.0,1533.0,24866.0
2023-02-24 11:00:00,13093.0,9634.0,1940.0,0.0,569.0,12543.0,1506.0,25577.0
2023-02-24 12:00:00,12793.0,8488.0,1940.0,0.0,568.0,13815.0,1526.0,25169.0
2023-02-24 13:00:00,12163.0,8565.0,1940.0,0.0,508.0,14716.0,1675.0,25671.0
2023-02-24 14:00:00,11843.0,8242.0,1943.0,0.0,317.0,16614.0,1638.0,25023.0
2023-02-24 15:00:00,11995.0,8633.0,1944.0,0.0,184.0,17386.0,1664.0,25656.0
2023-02-24 16:00:00,13068.0,9424.0,1944.0,0.0,60.0,17307.0,1677.0,28474.0
2023-02-24 17:00:00,13144.0,9477.0,1944.0,0.0,4.0,17347.0,1688.0,29191.0
2023-02-24 18:00:00,12991.0,8633.0,1944.0,0.0,4.0,17020.0,1688.0,28198.0
2023-02-24 19:00:00,11982.0,7694.0,1944.0,0.0,4.0,16679.0,1700.0,26639.0
2023-02-24 20:00:00,9659.0,7018.0,1944.0,0.0,4.0,16760.0,1718.0,22505.0
2023-02-24 21:00:00,6785.0,7207.0,1941.0,0.0,4.0,16002.0,1716.0,21732.0
2023-02-24 22:00:00,5233.0,6267.0,1940.0,0.0,4.0,16476.0,1695.0,19353.0
2023-02-24 23:00:00,5982.0,6135.0,1940.0,0.0,4.0,15596.0,1693.0,18926.0
