UTC time,wind,biomass,unknown,hydro,nat_gas,coal
2023-01-02 23:00:00,13.0,30.0,27.0,1579.0,232.0,2118.0
2023-01-03 00:00:00,5.0,30.0,27.0,1321.0,230.0,2158.0
2023-01-03 01:00:00,0.0,30.0,27.0,1086.0,232.0,2155.0
2023-01-03 02:00:00,5.0,30.0,27.0,778.0,233.0,2180.0
2023-01-03 03:00:00,5.0,30.0,27.0,460.0,229.0,2182.0
2023-01-03 04:00:00,2.0,30.0,27.0,824.0,233.0,2158.0
2023-01-03 05:00:00,2.0,30.0,27.0,958.0,231.0,2157.0
2023-01-03 06:00:00,21.0,30.0,27.0,1088.0,236.0,2156.0
2023-01-03 07:00:00,46.0,30.0,27.0,1295.0,237.0,2227.0
2023-01-03 08:00:00,56.0,30.0,27.0,1337.0,238.0,2311.0
2023-01-03 09:00:00,22.0,30.0,27.0,1245.0,234.0,2335.0
2023-01-03 10:00:00,7.0,30.0,27.0,1213.0,233.0,2366.0
2023-01-03 11:00:00,8.0,30.0,27.0,1211.0,235.0,2366.0
2023-01-03 12:00:00,13.0,30.0,27.0,1318.0,234.0,2336.0
2023-01-03 13:00:00,26.0,30.0,27.0,1290.0,236.0,2335.0
2023-01-03 14:00:00,54.0,30.0,27.0,1094.0,230.0,2327.0
2023-01-03 15:00:00,92.0,30.0,27.0,1339.0,232.0,2333.0
2023-01-03 16:00:00,46.0,30.0,27.0,1567.0,225.0,2309.0
2023-01-03 17:00:00,31.0,30.0,27.0,1560.0,236.0,2319.0
2023-01-03 18:00:00,60.0,30.0,27.0,1476.0,230.0,2347.0
2023-01-03 19:00:00,52.0,30.0,27.0,1434.0,231.0,2353.0
2023-01-03 20:00:00,30.0,30.0,27.0,1437.0,232.0,2280.0
2023-01-03 21:00:00,24.0,30.0,27.0,1608.0,236.0,2052.0
2023-01-03 22:00:00,24.0,30.0,27.0,1560.0,238.0,2044.0
2023-01-03 23:00:00,14.0,30.0,27.0,1427.0,234.0,2022.0
2023-01-04 00:00:00,18.0,30.0,27.0,1261.0,233.0,2028.0
2023-01-04 01:00:00,26.0,30.0,27.0,917.0,235.0,2020.0
2023-01-04 02:00:00,21.0,30.0,27.0,749.0,236.0,2025.0
2023-01-04 03:00:00,8.0,30.0,27.0,686.0,233.0,2053.0
2023-01-04 04:00:00,6.0,30.0,27.0,826.0,226.0,2110.0
2023-01-04 05:00:00,7.0,30.0,27.0,831.0,236.0,2313.0
2023-01-04 06:00:00,15.0,30.0,27.0,1007.0,234.0,2370.0
2023-01-04 07:00:00,30.0,30.0,27.0,1387.0,234.0,2373.0
2023-01-04 08:00:00,17.0,30.0,27.0,1594.0,231.0,2398.0
2023-01-04 09:00:00,5.0,30.0,27.0,1655.0,234.0,2398.0
2023-01-04 10:00:00,3.0,30.0,27.0,1680.0,233.0,2350.0
2023-01-04 11:00:00,0.0,30.0,27.0,1729.0,234.0,2319.0
2023-01-04 12:00:00,1.0,30.0,27.0,1692.0,232.0,2288.0
2023-01-04 13:00:00,0.0,30.0,27.0,1637.0,234.0,2290.0
2023-01-04 14:00:00,0.0,30.0,27.0,1641.0,232.0,2327.0
2023-01-04 15:00:00,0.0,30.0,27.0,1834.0,232.0,2369.0
2023-01-04 16:00:00,13.0,30.0,27.0,1822.0,232.0,2363.0
2023-01-04 17:00:00,46.0,30.0,27.0,1786.0,232.0,2358.0
2023-01-04 18:00:00,69.0,30.0,27.0,1661.0,231.0,2312.0
2023-01-04 19:00:00,73.0,30.0,27.0,1386.0,228.0,2357.0
2023-01-04 20:00:00,96.0,30.0,27.0,1279.0,237.0,2335.0
2023-01-04 21:00:00,112.0,30.0,27.0,1215.0,229.0,2265.0
2023-01-04 22:00:00,133.0,30.0,27.0,1314.0,235.0,2163.0
2023-01-04 23:00:00,171.0,30.0,27.0,1128.0,230.0,2012.0
2023-01-05 00:00:00,174.0,30.0,27.0,1070.0,235.0,1774.0
2023-01-05 01:00:00,153.0,30.0,27.0,798.0,228.0,1767.0
2023-01-05 02:00:00,240.0,30.0,27.0,573.0,233.0,1793.0
2023-01-05 03:00:00,228.0,30.0,27.0,561.0,232.0,1785.0
2023-01-05 04:00:00,239.0,30.0,27.0,672.0,224.0,1768.0
2023-01-05 05:00:00,257.0,30.0,27.0,797.0,230.0,1904.0
2023-01-05 06:00:00,212.0,30.0,27.0,1206.0,230.0,1961.0
2023-01-05 07:00:00,155.0,30.0,27.0,1691.0,233.0,1992.0
2023-01-05 08:00:00,90.0,30.0,27.0,1722.0,231.0,2082.0
2023-01-05 09:00:00,58.0,30.0,27.0,1727.0,225.0,2135.0
2023-01-05 10:00:00,41.0,30.0,27.0,1778.0,227.0,2086.0
2023-01-05 11:00:00,47.0,30.0,27.0,1710.0,226.0,2092.0
2023-01-05 12:00:00,57.0,30.0,27.0,1487.0,224.0,2265.0
2023-01-05 13:00:00,39.0,30.0,27.0,1362.0,226.0,2328.0
2023-01-05 14:00:00,91.0,30.0,27.0,1474.0,228.0,2402.0
2023-01-05 15:00:00,138.0,30.0,27.0,1657.0,228.0,2419.0
2023-01-05 16:00:00,136.0,30.0,27.0,1835.0,229.0,2402.0
2023-01-05 17:00:00,129.0,30.0,27.0,1895.0,230.0,2419.0
2023-01-05 18:00:00,104.0,30.0,27.0,1868.0,227.0,2434.0
2023-01-05 19:00:00,197.0,30.0,27.0,1626.0,229.0,2450.0
2023-01-05 20:00:00,181.0,30.0,27.0,1203.0,225.0,2465.0
2023-01-05 21:00:00,209.0,30.0,27.0,1080.0,225.0,2466.0
2023-01-05 22:00:00,290.0,30.0,27.0,943.0,231.0,2457.0
2023-01-05 23:00:00,354.0,30.0,27.0,722.0,223.0,2446.0
2023-01-06 00:00:00,360.0,30.0,27.0,587.0,225.0,2445.0
2023-01-06 01:00:00,369.0,30.0,27.0,556.0,229.0,2468.0
2023-01-06 02:00:00,362.0,30.0,27.0,543.0,228.0,2464.0
2023-01-06 03:00:00,362.0,30.0,27.0,541.0,229.0,2470.0
2023-01-06 04:00:00,358.0,30.0,27.0,658.0,230.0,2450.0
2023-01-06 05:00:00,356.0,30.0,27.0,808.0,229.0,2457.0
2023-01-06 06:00:00,332.0,30.0,27.0,1004.0,231.0,2554.0
2023-01-06 07:00:00,261.0,30.0,27.0,1037.0,229.0,2891.0
2023-01-06 08:00:00,188.0,30.0,27.0,1188.0,226.0,2854.0
2023-01-06 09:00:00,207.0,30.0,27.0,1158.0,225.0,2859.0
2023-01-06 10:00:00,284.0,30.0,27.0,1076.0,228.0,2693.0
2023-01-06 11:00:00,220.0,30.0,27.0,1366.0,226.0,2410.0
2023-01-06 12:00:00,144.0,30.0,27.0,1482.0,227.0,2341.0
2023-01-06 13:00:00,111.0,30.0,27.0,1495.0,226.0,2333.0
2023-01-06 14:00:00,65.0,30.0,27.0,1516.0,229.0,2331.0
2023-01-06 15:00:00,57.0,30.0,27.0,1606.0,226.0,2319.0
2023-01-06 16:00:00,38.0,30.0,27.0,1628.0,227.0,2361.0
2023-01-06 17:00:00,8.0,30.0,27.0,1573.0,229.0,2363.0
2023-01-06 18:00:00,0.0,30.0,27.0,1635.0,228.0,2352.0
2023-01-06 19:00:00,0.0,30.0,27.0,1480.0,228.0,2315.0
2023-01-06 20:00:00,0.0,30.0,27.0,1465.0,232.0,2307.0
2023-01-06 21:00:00,0.0,30.0,27.0,1449.0,233.0,2346.0
2023-01-06 22:00:00,11.0,30.0,27.0,1494.0,228.0,2366.0
2023-01-06 23:00:00,30.0,30.0,27.0,1482.0,230.0,2339.0
2023-01-07 00:00:00,65.0,30.0,27.0,1192.0,223.0,2335.0
2023-01-07 01:00:00,119.0,30.0,27.0,820.0,231.0,2334.0
2023-01-07 02:00:00,163.0,30.0,27.0,763.0,229.0,2359.0
2023-01-07 03:00:00,172.0,30.0,27.0,702.0,232.0,2352.0
2023-01-07 04:00:00,153.0,30.0,27.0,770.0,231.0,2347.0
2023-01-07 05:00:00,166.0,30.0,27.0,876.0,233.0,2319.0
2023-01-07 06:00:00,166.0,30.0,27.0,1108.0,230.0,2317.0
2023-01-07 07:00:00,187.0,30.0,27.0,1398.0,232.0,2305.0
2023-01-07 08:00:00,179.0,30.0,27.0,1523.0,232.0,2300.0
2023-01-07 09:00:00,131.0,30.0,27.0,1478.0,234.0,2297.0
2023-01-07 10:00:00,73.0,30.0,27.0,1303.0,228.0,2266.0
2023-01-07 11:00:00,50.0,30.0,27.0,1193.0,229.0,2257.0
2023-01-07 12:00:00,50.0,30.0,27.0,1037.0,229.0,2267.0
2023-01-07 13:00:00,51.0,30.0,27.0,880.0,228.0,2265.0
2023-01-07 14:00:00,62.0,30.0,27.0,699.0,227.0,2281.0
2023-01-07 15:00:00,76.0,30.0,27.0,907.0,229.0,2291.0
2023-01-07 16:00:00,127.0,30.0,27.0,1085.0,227.0,2303.0
2023-01-07 17:00:00,158.0,30.0,27.0,1057.0,229.0,2296.0
2023-01-07 18:00:00,141.0,30.0,27.0,1076.0,225.0,2303.0
2023-01-07 19:00:00,135.0,30.0,27.0,1069.0,226.0,2325.0
2023-01-07 20:00:00,93.0,30.0,27.0,1033.0,228.0,2375.0
2023-01-07 21:00:00,77.0,30.0,27.0,1077.0,229.0,2365.0
2023-01-07 22:00:00,68.0,30.0,27.0,1114.0,230.0,2364.0
2023-01-07 23:00:00,72.0,30.0,27.0,1229.0,235.0,2358.0
2023-01-08 00:00:00,73.0,30.0,27.0,1015.0,234.0,2354.0
2023-01-08 01:00:00,80.0,30.0,27.0,727.0,233.0,2383.0
2023-01-08 02:00:00,80.0,30.0,27.0,580.0,231.0,2386.0
2023-01-08 03:00:00,45.0,30.0,27.0,795.0,229.0,2368.0
2023-01-08 04:00:00,33.0,30.0,27.0,792.0,226.0,2355.0
2023-01-08 05:00:00,100.0,30.0,27.0,895.0,230.0,2324.0
2023-01-08 06:00:00,134.0,30.0,27.0,920.0,228.0,2357.0
2023-01-08 07:00:00,207.0,30.0,27.0,1090.0,228.0,2356.0
2023-01-08 08:00:00,281.0,30.0,27.0,1230.0,230.0,2333.0
2023-01-08 09:00:00,233.0,30.0,27.0,1341.0,234.0,2337.0
2023-01-08 10:00:00,198.0,30.0,27.0,1137.0,232.0,2277.0
2023-01-08 11:00:00,190.0,30.0,27.0,1188.0,235.0,2136.0
2023-01-08 12:00:00,182.0,30.0,27.0,1162.0,232.0,2133.0
2023-01-08 13:00:00,157.0,30.0,27.0,1107.0,232.0,2147.0
2023-01-08 14:00:00,134.0,30.0,27.0,1145.0,232.0,2122.0
2023-01-08 15:00:00,161.0,30.0,27.0,1379.0,230.0,2117.0
2023-01-08 16:00:00,280.0,30.0,27.0,1499.0,240.0,2119.0
2023-01-08 17:00:00,342.0,30.0,27.0,1450.0,229.0,2115.0
2023-01-08 18:00:00,344.0,30.0,27.0,1476.0,231.0,2103.0
2023-01-08 19:00:00,345.0,30.0,27.0,1542.0,223.0,2074.0
2023-01-08 20:00:00,351.0,30.0,27.0,1447.0,189.0,2098.0
2023-01-08 21:00:00,348.0,30.0,27.0,1434.0,191.0,2153.0
2023-01-08 22:00:00,354.0,30.0,27.0,1403.0,190.0,2127.0
2023-01-08 23:00:00,357.0,30.0,27.0,1364.0,189.0,2115.0
2023-01-09 00:00:00,361.0,30.0,27.0,1136.0,190.0,2108.0
2023-01-09 01:00:00,367.0,30.0,27.0,832.0,192.0,2152.0
2023-01-09 02:00:00,366.0,30.0,27.0,427.0,204.0,2340.0
2023-01-09 03:00:00,363.0,30.0,27.0,433.0,214.0,2525.0
2023-01-09 04:00:00,367.0,30.0,27.0,511.0,209.0,2546.0
2023-01-09 05:00:00,367.0,30.0,27.0,663.0,228.0,2536.0
2023-01-09 06:00:00,369.0,30.0,27.0,1088.0,227.0,2539.0
2023-01-09 07:00:00,367.0,30.0,27.0,1339.0,228.0,2501.0
2023-01-09 08:00:00,367.0,30.0,27.0,1542.0,227.0,2506.0
2023-01-09 09:00:00,367.0,30.0,27.0,1470.0,227.0,2537.0
2023-01-09 10:00:00,368.0,30.0,27.0,1473.0,227.0,2541.0
2023-01-09 11:00:00,363.0,30.0,27.0,1430.0,226.0,2545.0
2023-01-09 12:00:00,366.0,30.0,27.0,1377.0,229.0,2541.0
2023-01-09 13:00:00,363.0,30.0,27.0,1281.0,225.0,2539.0
2023-01-09 14:00:00,363.0,30.0,27.0,1216.0,225.0,2563.0
2023-01-09 15:00:00,367.0,30.0,27.0,1392.0,227.0,2562.0
2023-01-09 16:00:00,367.0,30.0,27.0,1489.0,226.0,2535.0
2023-01-09 17:00:00,367.0,30.0,27.0,1484.0,227.0,2530.0
2023-01-09 18:00:00,367.0,30.0,27.0,1473.0,225.0,2510.0
2023-01-09 19:00:00,366.0,30.0,27.0,1444.0,227.0,2497.0
2023-01-09 20:00:00,366.0,30.0,27.0,1141.0,227.0,2524.0
2023-01-09 21:00:00,366.0,30.0,27.0,1104.0,224.0,2595.0
2023-01-09 22:00:00,366.0,30.0,27.0,1145.0,225.0,2540.0
2023-01-09 23:00:00,364.0,30.0,27.0,1105.0,226.0,2546.0
2023-01-10 00:00:00,366.0,30.0,27.0,849.0,225.0,2526.0
2023-01-10 01:00:00,366.0,30.0,27.0,593.0,226.0,2529.0
2023-01-10 02:00:00,364.0,30.0,27.0,448.0,226.0,2491.0
2023-01-10 03:00:00,347.0,30.0,27.0,443.0,226.0,2505.0
2023-01-10 04:00:00,243.0,30.0,27.0,537.0,225.0,2532.0
2023-01-10 05:00:00,112.0,30.0,27.0,909.0,223.0,2584.0
2023-01-10 06:00:00,115.0,30.0,27.0,1353.0,227.0,2666.0
2023-01-10 07:00:00,139.0,30.0,27.0,1360.0,229.0,2741.0
2023-01-10 08:00:00,103.0,30.0,27.0,1523.0,230.0,2719.0
2023-01-10 09:00:00,105.0,30.0,27.0,1550.0,230.0,2737.0
2023-01-10 10:00:00,74.0,30.0,27.0,1569.0,229.0,2763.0
2023-01-10 11:00:00,44.0,30.0,27.0,1572.0,230.0,2758.0
2023-01-10 12:00:00,22.0,30.0,27.0,1541.0,229.0,2731.0
2023-01-10 13:00:00,6.0,30.0,27.0,1520.0,226.0,2710.0
2023-01-10 14:00:00,3.0,30.0,27.0,1528.0,221.0,2725.0
2023-01-10 15:00:00,16.0,30.0,27.0,1624.0,222.0,2730.0
2023-01-10 16:00:00,35.0,30.0,27.0,1692.0,223.0,2711.0
2023-01-10 17:00:00,44.0,30.0,27.0,1650.0,224.0,2704.0
2023-01-10 18:00:00,47.0,30.0,27.0,1570.0,223.0,2707.0
2023-01-10 19:00:00,90.0,30.0,27.0,1330.0,226.0,2653.0
2023-01-10 20:00:00,133.0,30.0,27.0,1361.0,223.0,2688.0
2023-01-10 21:00:00,205.0,30.0,27.0,1255.0,225.0,2696.0
2023-01-10 22:00:00,319.0,30.0,27.0,1144.0,225.0,2697.0
2023-01-10 23:00:00,365.0,30.0,27.0,1013.0,227.0,2717.0
2023-01-11 00:00:00,364.0,30.0,27.0,754.0,225.0,2746.0
2023-01-11 01:00:00,356.0,30.0,27.0,491.0,225.0,2733.0
2023-01-11 02:00:00,350.0,30.0,27.0,520.0,227.0,2748.0
2023-01-11 03:00:00,321.0,30.0,27.0,563.0,225.0,2712.0
2023-01-11 04:00:00,267.0,30.0,27.0,500.0,221.0,2715.0
2023-01-11 05:00:00,239.0,30.0,27.0,758.0,220.0,2730.0
2023-01-11 06:00:00,167.0,30.0,27.0,1095.0,224.0,2845.0
2023-01-11 07:00:00,139.0,30.0,27.0,1372.0,224.0,2856.0
2023-01-11 08:00:00,106.0,30.0,27.0,1386.0,225.0,2888.0
2023-01-11 09:00:00,50.0,30.0,27.0,1479.0,224.0,2881.0
2023-01-11 10:00:00,45.0,30.0,27.0,1502.0,227.0,2857.0
2023-01-11 11:00:00,23.0,30.0,27.0,1499.0,223.0,2897.0
2023-01-11 12:00:00,40.0,30.0,27.0,1437.0,225.0,2872.0
2023-01-11 13:00:00,65.0,30.0,27.0,1354.0,228.0,2893.0
2023-01-11 14:00:00,70.0,30.0,27.0,1296.0,225.0,2864.0
2023-01-11 15:00:00,58.0,30.0,27.0,1380.0,220.0,2867.0
2023-01-11 16:00:00,52.0,30.0,27.0,1475.0,222.0,2793.0
2023-01-11 17:00:00,45.0,30.0,27.0,1465.0,228.0,2858.0
2023-01-11 18:00:00,41.0,30.0,27.0,1431.0,225.0,2847.0
2023-01-11 19:00:00,23.0,30.0,27.0,1284.0,229.0,2868.0
2023-01-11 20:00:00,1.0,30.0,27.0,1096.0,226.0,2879.0
2023-01-11 21:00:00,1.0,30.0,27.0,1287.0,217.0,2614.0
2023-01-11 22:00:00,0.0,30.0,27.0,1387.0,231.0,2548.0
2023-01-11 23:00:00,0.0,30.0,27.0,1378.0,226.0,2518.0
2023-01-12 00:00:00,0.0,30.0,27.0,1227.0,227.0,2560.0
2023-01-12 01:00:00,0.0,30.0,27.0,1091.0,226.0,2537.0
2023-01-12 02:00:00,0.0,30.0,27.0,834.0,225.0,2571.0
2023-01-12 03:00:00,0.0,30.0,27.0,685.0,225.0,2704.0
2023-01-12 04:00:00,0.0,30.0,27.0,670.0,218.0,2843.0
2023-01-12 05:00:00,0.0,30.0,27.0,901.0,227.0,2878.0
2023-01-12 06:00:00,0.0,30.0,27.0,1489.0,216.0,2985.0
2023-01-12 07:00:00,0.0,30.0,27.0,1662.0,227.0,3165.0
2023-01-12 08:00:00,2.0,30.0,27.0,1591.0,226.0,3160.0
2023-01-12 09:00:00,0.0,30.0,27.0,1464.0,231.0,3240.0
2023-01-12 10:00:00,0.0,30.0,27.0,1473.0,218.0,3113.0
2023-01-12 11:00:00,0.0,30.0,27.0,1383.0,224.0,3126.0
2023-01-12 12:00:00,0.0,30.0,27.0,1298.0,223.0,3212.0
2023-01-12 13:00:00,5.0,30.0,27.0,1242.0,224.0,3227.0
2023-01-12 14:00:00,7.0,30.0,27.0,1192.0,219.0,3277.0
2023-01-12 15:00:00,14.0,30.0,27.0,1385.0,223.0,3306.0
2023-01-12 16:00:00,19.0,30.0,27.0,1570.0,224.0,3162.0
2023-01-12 17:00:00,31.0,30.0,27.0,1635.0,222.0,3061.0
2023-01-12 18:00:00,10.0,30.0,27.0,1550.0,221.0,3047.0
2023-01-12 19:00:00,11.0,30.0,27.0,1449.0,222.0,3153.0
2023-01-12 20:00:00,21.0,30.0,27.0,1237.0,223.0,3070.0
2023-01-12 21:00:00,26.0,30.0,27.0,1184.0,220.0,3072.0
2023-01-12 22:00:00,9.0,30.0,27.0,1258.0,222.0,3030.0
2023-01-12 23:00:00,0.0,30.0,27.0,1403.0,222.0,2820.0
2023-01-13 00:00:00,0.0,30.0,27.0,1220.0,224.0,2772.0
2023-01-13 01:00:00,0.0,30.0,27.0,904.0,221.0,2801.0
2023-01-13 02:00:00,0.0,30.0,27.0,612.0,220.0,2848.0
2023-01-13 03:00:00,0.0,30.0,27.0,555.0,216.0,2834.0
2023-01-13 04:00:00,0.0,30.0,27.0,681.0,218.0,2850.0
2023-01-13 05:00:00,0.0,30.0,27.0,1079.0,215.0,2985.0
2023-01-13 06:00:00,0.0,30.0,27.0,1575.0,219.0,3075.0
2023-01-13 07:00:00,0.0,30.0,27.0,1586.0,220.0,3124.0
2023-01-13 08:00:00,13.0,30.0,27.0,1591.0,219.0,3180.0
2023-01-13 09:00:00,15.0,30.0,27.0,1537.0,224.0,3191.0
2023-01-13 10:00:00,11.0,30.0,27.0,1448.0,224.0,3244.0
2023-01-13 11:00:00,20.0,30.0,27.0,1295.0,225.0,3247.0
2023-01-13 12:00:00,39.0,30.0,27.0,1254.0,228.0,3253.0
2023-01-13 13:00:00,57.0,30.0,27.0,1125.0,223.0,3250.0
2023-01-13 14:00:00,63.0,30.0,27.0,1301.0,227.0,3195.0
2023-01-13 15:00:00,98.0,30.0,27.0,1553.0,228.0,3196.0
2023-01-13 16:00:00,169.0,30.0,27.0,1560.0,225.0,3214.0
2023-01-13 17:00:00,312.0,30.0,27.0,1409.0,224.0,3238.0
2023-01-13 18:00:00,360.0,30.0,27.0,1536.0,228.0,3019.0
2023-01-13 19:00:00,345.0,30.0,27.0,1381.0,226.0,3065.0
2023-01-13 20:00:00,268.0,30.0,27.0,1283.0,228.0,2900.0
2023-01-13 21:00:00,203.0,30.0,27.0,1240.0,226.0,2935.0
2023-01-13 22:00:00,126.0,30.0,27.0,1263.0,226.0,2865.0
2023-01-13 23:00:00,118.0,30.0,27.0,1205.0,227.0,2894.0
2023-01-14 00:00:00,203.0,30.0,27.0,957.0,226.0,2882.0
2023-01-14 01:00:00,151.0,30.0,27.0,682.0,226.0,2913.0
2023-01-14 02:00:00,47.0,30.0,27.0,574.0,228.0,2894.0
2023-01-14 03:00:00,11.0,30.0,27.0,494.0,227.0,2878.0
2023-01-14 04:00:00,19.0,30.0,27.0,469.0,226.0,2904.0
2023-01-14 05:00:00,29.0,30.0,27.0,652.0,227.0,2936.0
2023-01-14 06:00:00,15.0,30.0,27.0,846.0,227.0,2893.0
2023-01-14 07:00:00,2.0,30.0,27.0,1106.0,229.0,2905.0
2023-01-14 08:00:00,17.0,30.0,27.0,1405.0,230.0,2820.0
2023-01-14 09:00:00,18.0,30.0,27.0,1579.0,230.0,2772.0
2023-01-14 10:00:00,8.0,30.0,27.0,1739.0,231.0,2678.0
2023-01-14 11:00:00,9.0,30.0,27.0,1722.0,229.0,2705.0
2023-01-14 12:00:00,0.0,30.0,27.0,1670.0,229.0,2704.0
2023-01-14 13:00:00,0.0,30.0,27.0,1555.0,228.0,2711.0
2023-01-14 14:00:00,5.0,30.0,27.0,1450.0,231.0,2717.0
2023-01-14 15:00:00,1.0,30.0,27.0,1690.0,228.0,2710.0
2023-01-14 16:00:00,3.0,30.0,27.0,1805.0,229.0,2671.0
2023-01-14 17:00:00,18.0,30.0,27.0,1789.0,227.0,2679.0
2023-01-14 18:00:00,6.0,30.0,27.0,1770.0,226.0,2664.0
2023-01-14 19:00:00,0.0,30.0,27.0,1592.0,231.0,2702.0
2023-01-14 20:00:00,0.0,30.0,27.0,1477.0,232.0,2676.0
2023-01-14 21:00:00,0.0,30.0,27.0,1454.0,228.0,2628.0
2023-01-14 22:00:00,0.0,30.0,27.0,1383.0,230.0,2621.0
2023-01-14 23:00:00,1.0,30.0,27.0,1538.0,230.0,2539.0
2023-01-15 00:00:00,11.0,30.0,27.0,1491.0,231.0,2444.0
2023-01-15 01:00:00,27.0,30.0,27.0,1195.0,226.0,2397.0
2023-01-15 02:00:00,62.0,30.0,27.0,925.0,226.0,2415.0
2023-01-15 03:00:00,95.0,30.0,27.0,818.0,229.0,2386.0
2023-01-15 04:00:00,122.0,30.0,27.0,781.0,224.0,2394.0
2023-01-15 05:00:00,143.0,30.0,27.0,822.0,220.0,2380.0
2023-01-15 06:00:00,178.0,30.0,27.0,919.0,223.0,2336.0
2023-01-15 07:00:00,268.0,30.0,27.0,1069.0,226.0,2314.0
2023-01-15 08:00:00,303.0,30.0,27.0,1289.0,230.0,2339.0
2023-01-15 09:00:00,311.0,30.0,27.0,1436.0,230.0,2308.0
2023-01-15 10:00:00,362.0,30.0,27.0,1421.0,231.0,2326.0
2023-01-15 11:00:00,360.0,30.0,27.0,1351.0,231.0,2378.0
2023-01-15 12:00:00,361.0,30.0,27.0,1230.0,230.0,2418.0
2023-01-15 13:00:00,357.0,30.0,27.0,1122.0,228.0,2430.0
2023-01-15 14:00:00,358.0,30.0,27.0,1064.0,231.0,2429.0
2023-01-15 15:00:00,357.0,30.0,27.0,1238.0,229.0,2417.0
2023-01-15 16:00:00,361.0,30.0,27.0,1449.0,230.0,2440.0
2023-01-15 17:00:00,363.0,30.0,27.0,1461.0,231.0,2457.0
2023-01-15 18:00:00,360.0,30.0,27.0,1440.0,230.0,2470.0
2023-01-15 19:00:00,361.0,30.0,27.0,1398.0,230.0,2483.0
2023-01-15 20:00:00,358.0,30.0,27.0,1338.0,230.0,2488.0
2023-01-15 21:00:00,351.0,30.0,27.0,1351.0,227.0,2476.0
2023-01-15 22:00:00,354.0,30.0,27.0,1350.0,231.0,2459.0
