UTC time,coal,nat_gas,hydro,solar,wind,other
2023-01-03 00:00:00,0.0,0.0,473.0,32.0,5.0,41.0
2023-01-03 01:00:00,0.0,0.0,326.0,1.0,4.0,43.0
2023-01-03 02:00:00,0.0,0.0,471.0,0.0,0.0,42.0
2023-01-03 03:00:00,0.0,0.0,433.0,0.0,0.0,40.0
2023-01-03 04:00:00,0.0,0.0,484.0,0.0,0.0,40.0
2023-01-03 05:00:00,0.0,0.0,484.0,0.0,0.0,42.0
2023-01-03 06:00:00,0.0,0.0,487.0,0.0,1.0,42.0
2023-01-03 07:00:00,0.0,0.0,482.0,0.0,14.0,39.0
2023-01-03 08:00:00,0.0,0.0,484.0,0.0,0.0,38.0
2023-01-03 09:00:00,0.0,0.0,484.0,0.0,0.0,39.0
2023-01-03 10:00:00,0.0,0.0,486.0,0.0,0.0,39.0
2023-01-03 11:00:00,0.0,0.0,482.0,0.0,0.0,39.0
2023-01-03 12:00:00,0.0,0.0,482.0,0.0,0.0,39.0
2023-01-03 13:00:00,0.0,0.0,474.0,0.0,0.0,44.0
2023-01-03 14:00:00,0.0,0.0,479.0,0.0,0.0,40.0
2023-01-03 15:00:00,0.0,0.0,478.0,3.0,0.0,40.0
2023-01-03 16:00:00,0.0,0.0,475.0,3.0,0.0,37.0
2023-01-03 17:00:00,0.0,0.0,475.0,27.0,0.0,36.0
2023-01-03 18:00:00,0.0,0.0,459.0,109.0,0.0,38.0
2023-01-03 19:00:00,0.0,0.0,420.0,141.0,0.0,37.0
2023-01-03 20:00:00,0.0,0.0,456.0,144.0,0.0,39.0
2023-01-03 21:00:00,0.0,0.0,453.0,127.0,0.0,40.0
2023-01-03 22:00:00,0.0,0.0,472.0,81.0,0.0,39.0
2023-01-03 23:00:00,0.0,0.0,468.0,63.0,0.0,39.0
