UTC time,coal,nat_gas,hydro,solar,wind,other
2023-01-01 00:00:00,0.0,0.0,476.0,44.0,282.0,45.0
2023-01-01 01:00:00,0.0,0.0,481.0,8.0,289.0,45.0
2023-01-01 02:00:00,0.0,0.0,485.0,3.0,283.0,44.0
2023-01-01 03:00:00,0.0,0.0,484.0,3.0,334.0,44.0
2023-01-01 04:00:00,0.0,0.0,490.0,3.0,318.0,47.0
2023-01-01 05:00:00,0.0,0.0,490.0,3.0,306.0,47.0
2023-01-01 06:00:00,0.0,0.0,491.0,3.0,277.0,46.0
2023-01-01 07:00:00,0.0,0.0,489.0,0.0,218.0,47.0
2023-01-01 08:00:00,0.0,0.0,492.0,0.0,162.0,50.0
2023-01-01 09:00:00,0.0,0.0,493.0,0.0,116.0,46.0
2023-01-01 10:00:00,0.0,0.0,489.0,0.0,89.0,45.0
2023-01-01 11:00:00,0.0,0.0,490.0,0.0,66.0,47.0
2023-01-01 12:00:00,0.0,0.0,491.0,0.0,56.0,46.0
2023-01-01 13:00:00,0.0,0.0,489.0,0.0,66.0,46.0
2023-01-01 14:00:00,0.0,0.0,488.0,0.0,56.0,48.0
2023-01-01 15:00:00,0.0,0.0,491.0,0.0,55.0,44.0
2023-01-01 16:00:00,0.0,0.0,379.0,0.0,40.0,49.0
2023-01-01 17:00:00,0.0,0.0,484.0,50.0,25.0,44.0
2023-01-01 18:00:00,0.0,0.0,485.0,160.0,7.0,45.0
2023-01-01 19:00:00,0.0,0.0,485.0,184.0,0.0,42.0
2023-01-01 20:00:00,0.0,0.0,484.0,180.0,0.0,46.0
2023-01-01 21:00:00,0.0,0.0,482.0,174.0,0.0,43.0
2023-01-01 22:00:00,0.0,0.0,446.0,212.0,0.0,47.0
2023-01-01 23:00:00,0.0,0.0,483.0,203.0,0.0,48.0
