,UTC time,carbon_intensity,nat_gas,hydro,wind,biomass,unknown
10614,2020-03-18 06:00:00,60.33,64.0,880.0,38.0,76.0,78.0
10615,2020-03-18 07:00:00,55.13,64.0,975.0,47.0,79.0,78.0
10616,2020-03-18 08:00:00,52.59,64.0,1028.0,52.0,81.0,78.0
10617,2020-03-18 09:00:00,53.37,64.0,1008.0,52.0,82.0,78.0
10618,2020-03-18 10:00:00,53.46,64.0,1005.0,54.0,81.0,78.0
10619,2020-03-18 11:00:00,53.54,64.0,1004.0,53.0,81.0,78.0
10620,2020-03-18 12:00:00,53.5,64.0,1004.0,54.0,81.0,78.0
10621,2020-03-18 13:00:00,53.33,63.0,1004.0,53.0,80.0,78.0
10622,2020-03-18 14:00:00,54.53,63.0,979.0,52.0,78.0,78.0
10623,2020-03-18 15:00:00,60.01,64.0,869.0,53.0,78.0,78.0
10624,2020-03-18 16:00:00,56.99,63.0,927.0,52.0,76.0,78.0
10625,2020-03-18 17:00:00,53.98,52.0,937.0,53.0,77.0,79.0
10626,2020-03-18 18:00:00,53.68,48.0,923.0,52.0,75.0,79.0
10627,2020-03-18 19:00:00,57.34,48.0,850.0,52.0,73.0,79.0
10628,2020-03-18 20:00:00,68.38,48.0,683.0,45.0,69.0,79.0
10629,2020-03-18 21:00:00,73.14,48.0,620.0,42.0,68.0,78.0
10630,2020-03-18 22:00:00,83.97,49.0,518.0,36.0,69.0,78.0
10631,2020-03-18 23:00:00,80.55,49.0,562.0,30.0,69.0,79.0
10632,2020-03-19 00:00:00,80.39,48.0,562.0,28.0,69.0,79.0
10633,2020-03-19 01:00:00,80.06,48.0,562.0,26.0,68.0,78.0
10634,2020-03-19 02:00:00,81.06,49.0,562.0,20.0,68.0,78.0
10635,2020-03-19 03:00:00,81.8,53.0,567.0,22.0,68.0,78.0
10636,2020-03-19 04:00:00,71.57,67.0,741.0,19.0,68.0,78.0
10637,2020-03-19 05:00:00,59.23,72.0,966.0,23.0,68.0,78.0
10638,2020-03-19 06:00:00,70.05,116.0,965.0,24.0,70.0,78.0
10639,2020-03-19 07:00:00,70.33,135.0,1033.0,29.0,73.0,78.0
10640,2020-03-19 08:00:00,70.09,133.0,1022.0,33.0,76.0,78.0
10641,2020-03-19 09:00:00,71.7,134.0,991.0,30.0,77.0,77.0
10642,2020-03-19 10:00:00,69.54,132.0,1029.0,24.0,77.0,77.0
10643,2020-03-19 11:00:00,68.9,131.0,1032.0,26.0,80.0,77.0
10644,2020-03-19 12:00:00,69.83,130.0,1014.0,28.0,81.0,78.0
10645,2020-03-19 13:00:00,69.76,130.0,1008.0,22.0,80.0,76.0
10646,2020-03-19 14:00:00,75.1,131.0,929.0,17.0,81.0,77.0
10647,2020-03-19 15:00:00,77.15,134.0,916.0,14.0,82.0,78.0
10648,2020-03-19 16:00:00,78.49,138.0,915.0,11.0,80.0,78.0
10649,2020-03-19 17:00:00,77.35,140.0,950.0,10.0,78.0,79.0
10650,2020-03-19 18:00:00,83.62,136.0,843.0,11.0,76.0,79.0
10651,2020-03-19 19:00:00,83.02,131.0,835.0,12.0,74.0,79.0
10652,2020-03-19 20:00:00,83.99,92.0,698.0,12.0,71.0,80.0
10653,2020-03-19 21:00:00,80.7,65.0,645.0,8.0,70.0,80.0
10654,2020-03-19 22:00:00,79.6,65.0,655.0,10.0,70.0,80.0
10655,2020-03-19 23:00:00,147.16,65.0,252.0,9.0,70.0,80.0
10656,2020-03-20 00:00:00,160.08,65.0,213.0,7.0,70.0,79.0
10657,2020-03-20 01:00:00,161.19,65.0,213.0,4.0,70.0,79.0
10658,2020-03-20 02:00:00,159.71,65.0,215.0,6.0,70.0,79.0
10659,2020-03-20 03:00:00,105.36,72.0,456.0,6.0,71.0,79.0
10660,2020-03-20 04:00:00,102.02,116.0,591.0,7.0,73.0,79.0
10661,2020-03-20 05:00:00,78.41,133.0,912.0,8.0,75.0,79.0
10662,2020-03-20 06:00:00,77.79,135.0,926.0,8.0,78.0,79.0
10663,2020-03-20 07:00:00,70.27,135.0,1046.0,9.0,81.0,78.0
10664,2020-03-20 08:00:00,70.13,132.0,1036.0,8.0,82.0,78.0
10665,2020-03-20 09:00:00,71.52,127.0,983.0,8.0,81.0,77.0
10666,2020-03-20 10:00:00,70.73,126.0,986.0,8.0,81.0,76.0
10667,2020-03-20 11:00:00,71.23,131.0,999.0,7.0,81.0,76.0
10668,2020-03-20 12:00:00,71.67,131.0,1000.0,5.0,81.0,77.0
10669,2020-03-20 13:00:00,72.12,132.0,998.0,9.0,82.0,78.0
10670,2020-03-20 14:00:00,73.14,133.0,978.0,15.0,82.0,78.0
10671,2020-03-20 15:00:00,74.16,137.0,979.0,18.0,83.0,79.0
10672,2020-03-20 16:00:00,73.21,139.0,1002.0,21.0,82.0,79.0
10673,2020-03-20 17:00:00,71.71,141.0,1042.0,25.0,81.0,80.0
10674,2020-03-20 18:00:00,84.02,140.0,834.0,31.0,79.0,80.0
10675,2020-03-20 19:00:00,93.77,139.0,710.0,34.0,76.0,80.0
10676,2020-03-20 20:00:00,126.53,139.0,443.0,33.0,75.0,80.0
10677,2020-03-20 21:00:00,136.88,135.0,388.0,27.0,71.0,80.0
10678,2020-03-20 22:00:00,114.58,94.0,442.0,19.0,70.0,80.0
10679,2020-03-20 23:00:00,160.67,65.0,207.0,14.0,70.0,80.0
10680,2020-03-21 00:00:00,154.64,65.0,225.0,13.0,70.0,80.0
10681,2020-03-21 01:00:00,154.3,65.0,225.0,14.0,70.0,80.0
10682,2020-03-21 02:00:00,153.96,65.0,224.0,16.0,70.0,80.0
10683,2020-03-21 03:00:00,150.97,65.0,233.0,16.0,70.0,80.0
10684,2020-03-21 04:00:00,120.15,65.0,355.0,13.0,70.0,80.0
10685,2020-03-21 05:00:00,105.02,65.0,442.0,10.0,70.0,80.0
10686,2020-03-21 06:00:00,90.74,65.0,551.0,6.0,70.0,80.0
10687,2020-03-21 07:00:00,86.58,56.0,554.0,6.0,69.0,79.0
10688,2020-03-21 08:00:00,50.5,20.0,873.0,5.0,69.0,79.0
10689,2020-03-21 09:00:00,41.75,0.0,929.0,11.0,69.0,79.0
10690,2020-03-21 10:00:00,38.88,1.0,1004.0,11.0,69.0,78.0
10691,2020-03-21 11:00:00,38.32,1.0,1015.0,18.0,68.0,78.0
10692,2020-03-21 12:00:00,38.81,1.0,1014.0,17.0,69.0,79.0
10693,2020-03-21 13:00:00,39.03,1.0,1014.0,23.0,70.0,80.0
10694,2020-03-21 14:00:00,39.2,1.0,1012.0,20.0,70.0,80.0
10695,2020-03-21 15:00:00,39.3,1.0,1010.0,19.0,70.0,80.0
10696,2020-03-21 16:00:00,38.97,1.0,1008.0,31.0,70.0,80.0
10697,2020-03-21 17:00:00,39.62,1.0,1008.0,24.0,71.0,81.0
10698,2020-03-21 18:00:00,40.16,1.0,1008.0,8.0,71.0,81.0
10699,2020-03-21 19:00:00,58.75,1.0,631.0,15.0,71.0,81.0
10700,2020-03-21 20:00:00,64.93,1.0,554.0,16.0,71.0,81.0
10701,2020-03-21 21:00:00,68.63,1.0,514.0,16.0,72.0,81.0
10702,2020-03-21 22:00:00,74.88,0.0,452.0,18.0,71.0,81.0
10703,2020-03-21 23:00:00,110.89,0.0,252.0,16.0,71.0,81.0
10704,2020-03-22 00:00:00,122.24,0.0,215.0,13.0,72.0,81.0
10705,2020-03-22 01:00:00,123.75,0.0,213.0,14.0,72.0,82.0
10706,2020-03-22 02:00:00,123.11,0.0,213.0,16.0,72.0,82.0
10707,2020-03-22 03:00:00,122.15,0.0,220.0,12.0,72.0,82.0
10708,2020-03-22 04:00:00,85.73,0.0,388.0,8.0,72.0,82.0
10709,2020-03-22 05:00:00,84.8,0.0,392.0,7.0,75.0,82.0
10710,2020-03-22 06:00:00,65.32,0.0,550.0,3.0,79.0,81.0
10711,2020-03-22 07:00:00,59.43,0.0,610.0,2.0,82.0,80.0
10712,2020-03-22 08:00:00,45.84,0.0,832.0,5.0,75.0,79.0
10713,2020-03-22 09:00:00,46.78,0.0,813.0,7.0,72.0,79.0
10714,2020-03-22 10:00:00,46.59,0.0,818.0,9.0,69.0,79.0
10715,2020-03-22 11:00:00,45.93,0.0,834.0,7.0,69.0,79.0
10716,2020-03-22 12:00:00,43.85,0.0,881.0,6.0,70.0,79.0
10717,2020-03-22 13:00:00,41.83,0.0,929.0,8.0,70.0,79.0
10718,2020-03-22 14:00:00,39.15,0.0,1018.0,7.0,70.0,80.0
10719,2020-03-22 15:00:00,39.28,0.0,1016.0,5.0,70.0,80.0
10720,2020-03-22 16:00:00,39.42,0.0,1014.0,3.0,70.0,80.0
10721,2020-03-22 17:00:00,39.48,0.0,1014.0,1.0,70.0,80.0
10722,2020-03-22 18:00:00,40.1,0.0,994.0,1.0,72.0,80.0
10723,2020-03-22 19:00:00,45.44,0.0,871.0,0.0,73.0,81.0
10724,2020-03-22 20:00:00,44.88,0.0,875.0,0.0,70.0,80.0
10725,2020-03-22 21:00:00,44.57,0.0,882.0,0.0,70.0,80.0
10726,2020-03-22 22:00:00,64.16,0.0,567.0,0.0,70.0,80.0
10727,2020-03-22 23:00:00,139.45,0.0,182.0,0.0,71.0,81.0
10728,2020-03-23 00:00:00,144.2,0.0,171.0,0.0,71.0,81.0
10729,2020-03-23 01:00:00,143.3,0.0,171.0,0.0,70.0,80.0
10730,2020-03-23 02:00:00,142.86,0.0,172.0,0.0,70.0,80.0
10731,2020-03-23 03:00:00,142.86,0.0,172.0,0.0,70.0,80.0
10732,2020-03-23 04:00:00,135.23,12.0,207.0,0.0,74.0,80.0
10733,2020-03-23 05:00:00,86.61,40.0,504.0,0.0,78.0,80.0
10734,2020-03-23 06:00:00,74.46,89.0,809.0,0.0,82.0,80.0
10735,2020-03-23 07:00:00,80.26,131.0,881.0,0.0,85.0,80.0
10736,2020-03-23 08:00:00,72.85,132.0,997.0,1.0,85.0,79.0
10737,2020-03-23 09:00:00,72.74,132.0,998.0,2.0,85.0,79.0
10738,2020-03-23 10:00:00,72.96,132.0,995.0,1.0,85.0,79.0
10739,2020-03-23 11:00:00,77.97,132.0,912.0,1.0,85.0,79.0
10740,2020-03-23 12:00:00,75.57,126.0,926.0,2.0,85.0,79.0
10741,2020-03-23 13:00:00,75.76,126.0,923.0,2.0,85.0,79.0
10742,2020-03-23 14:00:00,75.51,126.0,927.0,3.0,84.0,79.0
10743,2020-03-23 15:00:00,75.51,126.0,926.0,4.0,84.0,79.0
10744,2020-03-23 16:00:00,75.88,126.0,919.0,4.0,85.0,79.0
10745,2020-03-23 17:00:00,79.35,126.0,867.0,3.0,85.0,79.0
10746,2020-03-23 18:00:00,88.46,126.0,752.0,4.0,85.0,80.0
10747,2020-03-23 19:00:00,91.79,124.0,710.0,5.0,82.0,80.0
10748,2020-03-23 20:00:00,111.11,106.0,496.0,6.0,79.0,80.0
10749,2020-03-23 21:00:00,127.3,100.0,389.0,8.0,75.0,80.0
10750,2020-03-23 22:00:00,109.26,75.0,435.0,11.0,74.0,80.0
10751,2020-03-23 23:00:00,201.38,65.0,117.0,14.0,70.0,79.0
10752,2020-03-24 00:00:00,220.98,65.0,90.0,12.0,70.0,80.0
10753,2020-03-24 01:00:00,219.86,65.0,90.0,12.0,70.0,79.0
10754,2020-03-24 02:00:00,219.16,65.0,90.0,12.0,71.0,79.0
10755,2020-03-24 03:00:00,217.79,65.0,91.0,10.0,74.0,79.0
10756,2020-03-24 04:00:00,180.75,65.0,148.0,13.0,75.0,77.0
10757,2020-03-24 05:00:00,83.85,66.0,590.0,18.0,80.0,79.0
10758,2020-03-24 06:00:00,67.63,73.0,818.0,19.0,82.0,79.0
10759,2020-03-24 07:00:00,64.43,82.0,909.0,22.0,84.0,79.0
10760,2020-03-24 08:00:00,63.4,82.0,922.0,27.0,85.0,79.0
10761,2020-03-24 09:00:00,63.03,82.0,925.0,31.0,85.0,79.0
10762,2020-03-24 10:00:00,63.03,82.0,925.0,33.0,83.0,79.0
10763,2020-03-24 11:00:00,62.88,82.0,923.0,38.0,83.0,79.0
10764,2020-03-24 12:00:00,63.13,83.0,922.0,40.0,82.0,79.0
10765,2020-03-24 13:00:00,62.82,82.0,922.0,41.0,82.0,79.0
10766,2020-03-24 14:00:00,67.89,82.0,835.0,38.0,82.0,79.0
10767,2020-03-24 15:00:00,73.99,82.0,752.0,33.0,78.0,79.0
10768,2020-03-24 16:00:00,74.57,82.0,751.0,27.0,77.0,79.0
10769,2020-03-24 17:00:00,76.76,82.0,727.0,23.0,76.0,79.0
10770,2020-03-24 18:00:00,78.49,76.0,683.0,24.0,75.0,79.0
10771,2020-03-24 19:00:00,80.03,76.0,664.0,25.0,75.0,79.0
10772,2020-03-24 20:00:00,99.76,70.0,463.0,28.0,75.0,79.0
10773,2020-03-24 21:00:00,113.71,65.0,370.0,25.0,72.0,79.0
10774,2020-03-24 22:00:00,115.03,65.0,365.0,22.0,69.0,78.0
10775,2020-03-24 23:00:00,278.95,65.0,8.0,27.0,69.0,78.0
10776,2020-03-25 00:00:00,288.28,65.0,0.0,28.0,68.0,78.0
10777,2020-03-25 01:00:00,288.28,65.0,0.0,28.0,68.0,78.0
10778,2020-03-25 02:00:00,287.08,65.0,0.0,28.0,69.0,78.0
10779,2020-03-25 03:00:00,168.05,65.0,168.0,29.0,70.0,78.0
10780,2020-03-25 04:00:00,120.58,74.0,346.0,28.0,73.0,78.0
10781,2020-03-25 05:00:00,79.0,75.0,661.0,29.0,76.0,78.0
10782,2020-03-25 06:00:00,77.14,76.0,682.0,31.0,79.0,78.0
10783,2020-03-25 07:00:00,65.04,76.0,851.0,35.0,82.0,78.0
10784,2020-03-25 08:00:00,59.65,76.0,958.0,39.0,81.0,79.0
10785,2020-03-25 09:00:00,59.6,76.0,961.0,39.0,79.0,79.0
10786,2020-03-25 10:00:00,59.74,76.0,959.0,38.0,79.0,79.0
10787,2020-03-25 11:00:00,57.3,66.0,956.0,38.0,80.0,79.0
10788,2020-03-25 12:00:00,57.16,66.0,960.0,37.0,80.0,79.0
10789,2020-03-25 13:00:00,59.96,66.0,879.0,38.0,77.0,76.0
10790,2020-03-25 14:00:00,64.94,66.0,793.0,37.0,77.0,76.0
10791,2020-03-25 15:00:00,67.15,66.0,768.0,34.0,78.0,77.0
10792,2020-03-25 16:00:00,65.34,67.0,806.0,29.0,78.0,77.0
10793,2020-03-25 17:00:00,64.8,66.0,820.0,27.0,78.0,78.0
10794,2020-03-25 18:00:00,69.2,66.0,756.0,25.0,76.0,78.0
10795,2020-03-25 19:00:00,70.52,65.0,738.0,23.0,73.0,78.0
10796,2020-03-25 20:00:00,90.42,65.0,530.0,18.0,71.0,78.0
10797,2020-03-25 21:00:00,112.95,65.0,381.0,17.0,69.0,78.0
10798,2020-03-25 22:00:00,112.4,65.0,379.0,22.0,69.0,78.0
10799,2020-03-25 23:00:00,247.84,65.0,44.0,23.0,68.0,78.0
10800,2020-03-26 00:00:00,302.19,65.0,2.0,15.0,68.0,78.0
10801,2020-03-26 01:00:00,306.22,65.0,0.0,14.0,68.0,78.0
10802,2020-03-26 02:00:00,311.76,65.0,0.0,10.0,68.0,78.0
10803,2020-03-26 03:00:00,313.18,65.0,0.0,9.0,68.0,78.0
10804,2020-03-26 04:00:00,187.23,65.0,141.0,12.0,72.0,78.0
10805,2020-03-26 05:00:00,95.41,66.0,491.0,11.0,75.0,77.0
10806,2020-03-26 06:00:00,76.6,71.0,687.0,7.0,79.0,77.0
10807,2020-03-26 07:00:00,69.64,72.0,778.0,3.0,81.0,76.0
10808,2020-03-26 08:00:00,58.91,72.0,960.0,6.0,80.0,76.0
10809,2020-03-26 09:00:00,58.76,72.0,965.0,7.0,77.0,76.0
10810,2020-03-26 10:00:00,59.3,71.0,948.0,9.0,76.0,76.0
10811,2020-03-26 11:00:00,63.09,72.0,883.0,8.0,76.0,76.0
10812,2020-03-26 12:00:00,67.21,67.0,788.0,11.0,77.0,76.0
10813,2020-03-26 13:00:00,66.36,65.0,774.0,9.0,74.0,73.0
10814,2020-03-26 14:00:00,66.8,66.0,776.0,5.0,74.0,73.0
10815,2020-03-26 15:00:00,65.09,66.0,805.0,2.0,74.0,73.0
10816,2020-03-26 16:00:00,72.62,85.0,784.0,1.0,75.0,74.0
10817,2020-03-26 17:00:00,82.54,113.0,765.0,0.0,76.0,75.0
10818,2020-03-26 18:00:00,105.82,137.0,604.0,0.0,75.0,76.0
10819,2020-03-26 19:00:00,108.39,139.0,596.0,0.0,71.0,77.0
10820,2020-03-26 20:00:00,138.33,136.0,405.0,0.0,69.0,78.0
10821,2020-03-26 21:00:00,142.59,105.0,335.0,0.0,69.0,78.0
10822,2020-03-26 22:00:00,140.1,87.0,319.0,0.0,69.0,79.0
10823,2020-03-26 23:00:00,302.36,66.0,16.0,0.0,70.0,79.0
10824,2020-03-27 00:00:00,323.47,65.0,0.0,1.0,69.0,78.0
10825,2020-03-27 01:00:00,321.96,65.0,0.0,2.0,69.0,78.0
10826,2020-03-27 02:00:00,321.96,65.0,0.0,3.0,68.0,78.0
10827,2020-03-27 03:00:00,317.72,78.0,1.0,6.0,69.0,78.0
10828,2020-03-27 04:00:00,210.32,109.0,137.0,10.0,71.0,78.0
10829,2020-03-27 05:00:00,144.46,131.0,353.0,10.0,74.0,78.0
10830,2020-03-27 06:00:00,100.42,136.0,641.0,12.0,76.0,77.0
10831,2020-03-27 07:00:00,88.35,127.0,733.0,6.0,79.0,75.0
10832,2020-03-27 08:00:00,74.65,115.0,868.0,5.0,78.0,74.0
10833,2020-03-27 09:00:00,71.46,105.0,870.0,6.0,77.0,73.0
10834,2020-03-27 10:00:00,63.01,79.0,891.0,4.0,75.0,72.0
10835,2020-03-27 11:00:00,59.14,69.0,905.0,3.0,74.0,71.0
10836,2020-03-27 12:00:00,52.68,48.0,917.0,2.0,74.0,71.0
10837,2020-03-27 13:00:00,59.63,59.0,839.0,1.0,72.0,70.0
10838,2020-03-27 14:00:00,62.27,63.0,823.0,1.0,72.0,71.0
10839,2020-03-27 15:00:00,68.26,64.0,736.0,1.0,73.0,71.0
10840,2020-03-27 16:00:00,71.36,69.0,730.0,0.0,74.0,73.0
10841,2020-03-27 17:00:00,68.64,72.0,788.0,1.0,73.0,74.0
10842,2020-03-27 18:00:00,72.4,66.0,719.0,1.0,72.0,75.0
10843,2020-03-27 19:00:00,80.43,66.0,633.0,2.0,70.0,76.0
10844,2020-03-27 20:00:00,103.53,66.0,444.0,1.0,71.0,76.0
10845,2020-03-27 21:00:00,156.14,58.0,217.0,1.0,68.0,77.0
10846,2020-03-27 22:00:00,188.68,18.0,109.0,0.0,68.0,78.0
10847,2020-03-27 23:00:00,297.02,0.0,5.0,0.0,68.0,78.0
10848,2020-03-28 00:00:00,305.34,0.0,0.0,0.0,68.0,77.0
10849,2020-03-28 01:00:00,307.19,0.0,0.0,0.0,68.0,78.0
10850,2020-03-28 02:00:00,305.1,0.0,1.0,0.0,68.0,78.0
10851,2020-03-28 03:00:00,190.04,0.0,90.0,0.0,68.0,78.0
10852,2020-03-28 04:00:00,109.93,0.0,262.0,0.0,68.0,78.0
10853,2020-03-28 05:00:00,76.58,1.0,437.0,0.0,68.0,77.0
10854,2020-03-28 06:00:00,54.88,1.0,659.0,0.0,67.0,76.0
10855,2020-03-28 07:00:00,53.38,1.0,660.0,0.0,69.0,74.0
10856,2020-03-28 08:00:00,51.19,1.0,674.0,0.0,69.0,72.0
10857,2020-03-28 09:00:00,53.03,1.0,627.0,0.0,68.0,70.0
10858,2020-03-28 10:00:00,59.39,0.0,535.0,0.0,64.0,69.0
10859,2020-03-28 11:00:00,50.16,0.0,660.0,1.0,61.0,69.0
10860,2020-03-28 12:00:00,51.19,0.0,642.0,3.0,61.0,69.0
10861,2020-03-28 13:00:00,54.35,0.0,597.0,3.0,61.0,69.0
10862,2020-03-28 14:00:00,50.16,0.0,656.0,5.0,61.0,69.0
10863,2020-03-28 15:00:00,50.63,0.0,658.0,5.0,62.0,70.0
10864,2020-03-28 16:00:00,46.88,1.0,748.0,6.0,64.0,72.0
10865,2020-03-28 17:00:00,47.1,1.0,751.0,9.0,65.0,73.0
10866,2020-03-28 18:00:00,47.22,1.0,754.0,14.0,66.0,74.0
10867,2020-03-28 19:00:00,48.6,1.0,739.0,13.0,67.0,75.0
10868,2020-03-28 20:00:00,66.37,1.0,508.0,12.0,67.0,76.0
10869,2020-03-28 21:00:00,74.19,0.0,433.0,13.0,67.0,76.0
10870,2020-03-28 22:00:00,164.91,0.0,99.0,23.0,67.0,76.0
10871,2020-03-28 23:00:00,249.71,0.0,0.0,32.0,67.0,76.0
10872,2020-03-29 00:00:00,247.84,0.0,0.0,33.0,66.0,75.0
10873,2020-03-29 01:00:00,240.4,0.0,0.0,38.0,65.0,74.0
10874,2020-03-29 02:00:00,234.95,0.0,0.0,43.0,67.0,76.0
10875,2020-03-29 03:00:00,242.78,0.0,1.0,36.0,67.0,76.0
10876,2020-03-29 04:00:00,126.47,0.0,163.0,37.0,66.0,75.0
10877,2020-03-29 05:00:00,93.55,0.0,283.0,37.0,66.0,75.0
10878,2020-03-29 06:00:00,84.26,0.0,325.0,41.0,65.0,74.0
10879,2020-03-29 07:00:00,70.92,0.0,424.0,37.0,65.0,74.0
10880,2020-03-29 08:00:00,66.42,0.0,449.0,46.0,64.0,73.0
10881,2020-03-29 09:00:00,65.28,0.0,460.0,46.0,64.0,73.0
10882,2020-03-29 10:00:00,64.78,0.0,465.0,46.0,64.0,73.0
10883,2020-03-29 11:00:00,58.06,0.0,540.0,46.0,64.0,73.0
10884,2020-03-29 12:00:00,57.82,0.0,545.0,44.0,64.0,73.0
10885,2020-03-29 13:00:00,53.54,0.0,598.0,49.0,64.0,73.0
10886,2020-03-29 14:00:00,53.88,0.0,593.0,49.0,64.0,73.0
10887,2020-03-29 15:00:00,49.3,0.0,681.0,43.0,65.0,74.0
10888,2020-03-29 16:00:00,50.81,1.0,679.0,35.0,66.0,75.0
10889,2020-03-29 17:00:00,48.75,1.0,745.0,15.0,67.0,76.0
10890,2020-03-29 18:00:00,51.24,1.0,704.0,8.0,71.0,76.0
10891,2020-03-29 19:00:00,66.73,1.0,513.0,7.0,71.0,77.0
10892,2020-03-29 20:00:00,83.76,1.0,378.0,7.0,70.0,77.0
10893,2020-03-29 21:00:00,113.31,1.0,243.0,3.0,70.0,77.0
10894,2020-03-29 22:00:00,165.35,1.0,122.0,0.0,70.0,77.0
10895,2020-03-29 23:00:00,164.59,4.0,126.0,0.0,71.0,77.0
10896,2020-03-30 00:00:00,187.13,23.0,109.0,0.0,71.0,76.0
10897,2020-03-30 01:00:00,195.58,41.0,112.0,0.0,72.0,76.0
10898,2020-03-30 02:00:00,154.5,46.0,198.0,0.0,73.0,76.0
10899,2020-03-30 03:00:00,108.78,73.0,426.0,2.0,73.0,76.0
10900,2020-03-30 04:00:00,79.71,101.0,760.0,3.0,77.0,76.0
10901,2020-03-30 05:00:00,78.32,152.0,964.0,4.0,80.0,76.0
10902,2020-03-30 06:00:00,93.8,213.0,928.0,3.0,81.0,75.0
10903,2020-03-30 07:00:00,115.59,288.0,843.0,5.0,80.0,74.0
10904,2020-03-30 08:00:00,116.27,291.0,832.0,16.0,79.0,74.0
10905,2020-03-30 09:00:00,116.34,295.0,839.0,14.0,78.0,73.0
10906,2020-03-30 10:00:00,130.51,295.0,701.0,11.0,78.0,73.0
10907,2020-03-30 11:00:00,132.41,290.0,660.0,24.0,77.0,72.0
10908,2020-03-30 12:00:00,132.36,289.0,660.0,25.0,78.0,73.0
10909,2020-03-30 13:00:00,135.61,289.0,636.0,22.0,78.0,73.0
10910,2020-03-30 14:00:00,147.8,292.0,542.0,30.0,78.0,73.0
10911,2020-03-30 15:00:00,151.94,294.0,515.0,34.0,79.0,74.0
10912,2020-03-30 16:00:00,166.9,323.0,463.0,32.0,79.0,74.0
10913,2020-03-30 17:00:00,189.83,396.0,444.0,7.0,77.0,75.0
10914,2020-03-30 18:00:00,182.44,337.0,424.0,10.0,76.0,76.0
10915,2020-03-30 19:00:00,171.6,271.0,408.0,11.0,73.0,76.0
10916,2020-03-30 20:00:00,178.22,247.0,356.0,9.0,70.0,76.0
10917,2020-03-30 21:00:00,183.94,209.0,299.0,4.0,70.0,76.0
10918,2020-03-30 22:00:00,327.88,208.0,5.0,9.0,70.0,76.0
10919,2020-03-30 23:00:00,333.06,208.0,0.0,10.0,69.0,77.0
10920,2020-03-31 00:00:00,330.68,209.0,0.0,12.0,69.0,76.0
10921,2020-03-31 01:00:00,325.47,210.0,4.0,14.0,69.0,76.0
10922,2020-03-31 02:00:00,221.67,209.0,180.0,12.0,69.0,76.0
10923,2020-03-31 03:00:00,200.5,239.0,260.0,12.0,72.0,76.0
10924,2020-03-31 04:00:00,157.35,291.0,509.0,11.0,75.0,76.0
10925,2020-03-31 05:00:00,148.99,380.0,695.0,7.0,79.0,76.0
10926,2020-03-31 06:00:00,149.66,383.0,695.0,1.0,81.0,75.0
10927,2020-03-31 07:00:00,150.03,383.0,693.0,0.0,81.0,75.0
10928,2020-03-31 08:00:00,160.53,377.0,604.0,0.0,79.0,74.0
10929,2020-03-31 09:00:00,139.38,270.0,599.0,1.0,78.0,74.0
10930,2020-03-31 10:00:00,141.59,265.0,575.0,1.0,78.0,74.0
10931,2020-03-31 11:00:00,153.37,265.0,494.0,3.0,78.0,73.0
10932,2020-03-31 12:00:00,152.99,265.0,494.0,8.0,78.0,74.0
10933,2020-03-31 13:00:00,155.93,247.0,448.0,12.0,78.0,74.0
10934,2020-03-31 14:00:00,155.24,245.0,441.0,19.0,79.0,74.0
10935,2020-03-31 15:00:00,163.04,245.0,391.0,28.0,79.0,74.0
10936,2020-03-31 16:00:00,169.51,244.0,357.0,33.0,78.0,75.0
10937,2020-03-31 17:00:00,158.68,243.0,412.0,36.0,75.0,76.0
10938,2020-03-31 18:00:00,170.82,236.0,338.0,42.0,75.0,76.0
10939,2020-03-31 19:00:00,140.47,126.0,322.0,46.0,73.0,76.0
10940,2020-03-31 20:00:00,93.97,1.0,273.0,48.0,71.0,76.0
10941,2020-03-31 21:00:00,106.45,1.0,223.0,46.0,68.0,76.0
10942,2020-03-31 22:00:00,232.38,0.0,9.0,36.0,70.0,78.0
10943,2020-03-31 23:00:00,245.51,0.0,0.0,35.0,67.0,76.0
10944,2020-04-01 00:00:00,237.3,0.0,0.0,42.0,69.0,78.0
10945,2020-04-01 01:00:00,239.58,0.0,0.0,42.0,70.0,80.0
10946,2020-04-01 02:00:00,158.55,0.0,89.0,42.0,66.0,75.0
10947,2020-04-01 03:00:00,144.69,0.0,122.0,39.0,68.0,77.0
10948,2020-04-01 04:00:00,93.74,1.0,287.0,30.0,71.0,75.0
10949,2020-04-01 05:00:00,89.5,1.0,312.0,23.0,75.0,75.0
10950,2020-04-01 06:00:00,88.05,1.0,322.0,18.0,78.0,75.0
10951,2020-04-01 07:00:00,77.61,1.0,378.0,19.0,81.0,74.0
10952,2020-04-01 08:00:00,78.9,1.0,371.0,18.0,80.0,74.0
10953,2020-04-01 09:00:00,61.84,1.0,518.0,22.0,79.0,74.0
10954,2020-04-01 10:00:00,61.49,1.0,525.0,20.0,78.0,74.0
10955,2020-04-01 11:00:00,61.82,1.0,522.0,14.0,75.0,73.0
10956,2020-04-01 12:00:00,55.14,1.0,606.0,15.0,73.0,73.0
10957,2020-04-01 13:00:00,54.71,1.0,611.0,16.0,73.0,73.0
10958,2020-04-01 14:00:00,47.64,1.0,732.0,21.0,73.0,74.0
10959,2020-04-01 15:00:00,49.28,1.0,696.0,26.0,74.0,74.0
10960,2020-04-01 16:00:00,50.75,1.0,679.0,29.0,73.0,75.0
10961,2020-04-01 17:00:00,50.52,1.0,684.0,29.0,72.0,75.0
