,Solar,Wind Offshore,Wind Onshore
2019-01-01 00:00:00+00:00,0.0,7730.0,15612.0
2019-01-01 01:00:00+00:00,0.0,7938.0,14894.0
2019-01-01 02:00:00+00:00,0.0,7952.0,14110.0
2019-01-01 03:00:00+00:00,0.0,7942.0,13120.0
2019-01-01 04:00:00+00:00,0.0,7810.0,12310.0
2019-01-01 05:00:00+00:00,0.0,7698.0,11518.0
2019-01-01 06:00:00+00:00,0.0,7506.0,10824.0
2019-01-01 07:00:00+00:00,0.0,7182.0,10144.0
2019-01-01 08:00:00+00:00,263.0,6772.0,9566.0
2019-01-01 09:00:00+00:00,1266.0,6330.0,8912.0
2019-01-01 10:00:00+00:00,2590.0,6002.0,8496.0
2019-01-01 11:00:00+00:00,3769.0,5828.0,8180.0
2019-01-01 12:00:00+00:00,4116.0,5824.0,8004.0
2019-01-01 13:00:00+00:00,3245.0,5894.0,7706.0
2019-01-01 14:00:00+00:00,1769.0,6008.0,7306.0
2019-01-01 15:00:00+00:00,340.0,6026.0,6760.0
2019-01-01 16:00:00+00:00,0.0,6190.0,6324.0
2019-01-01 17:00:00+00:00,0.0,6400.0,6030.0
2019-01-01 18:00:00+00:00,0.0,6394.0,5668.0
2019-01-01 19:00:00+00:00,0.0,6448.0,5394.0
2019-01-01 20:00:00+00:00,0.0,6428.0,5188.0
2019-01-01 21:00:00+00:00,0.0,6408.0,5002.0
2019-01-01 22:00:00+00:00,0.0,6190.0,4620.0
2019-01-01 23:00:00+00:00,0.0,5924.0,4238.0
2019-01-02 00:00:00+00:00,0.0,5766.0,4060.0
2019-01-02 01:00:00+00:00,0.0,5516.0,3754.0
2019-01-02 02:00:00+00:00,0.0,5210.0,3460.0
2019-01-02 03:00:00+00:00,0.0,5026.0,3308.0
2019-01-02 04:00:00+00:00,0.0,4902.0,3224.0
2019-01-02 05:00:00+00:00,0.0,4770.0,3166.0
2019-01-02 06:00:00+00:00,0.0,4652.0,3100.0
2019-01-02 07:00:00+00:00,0.0,4532.0,3036.0
2019-01-02 08:00:00+00:00,452.0,4294.0,2950.0
2019-01-02 09:00:00+00:00,2258.0,4230.0,2906.0
2019-01-02 10:00:00+00:00,4355.0,3900.0,2828.0
2019-01-02 11:00:00+00:00,5489.0,3688.0,2760.0
2019-01-02 12:00:00+00:00,5291.0,3476.0,2666.0
2019-01-02 13:00:00+00:00,4020.0,3152.0,2526.0
2019-01-02 14:00:00+00:00,2129.0,2896.0,2404.0
2019-01-02 15:00:00+00:00,440.0,2690.0,2294.0
2019-01-02 16:00:00+00:00,0.0,2598.0,2316.0
2019-01-02 17:00:00+00:00,0.0,2534.0,2392.0
2019-01-02 18:00:00+00:00,0.0,2462.0,2450.0
2019-01-02 19:00:00+00:00,0.0,2404.0,2500.0
2019-01-02 20:00:00+00:00,0.0,2380.0,2572.0
2019-01-02 21:00:00+00:00,0.0,2328.0,2614.0
2019-01-02 22:00:00+00:00,0.0,2164.0,2576.0
2019-01-02 23:00:00+00:00,0.0,2054.0,2574.0
2019-01-03 00:00:00+00:00,0.0,2068.0,2624.0
2019-01-03 01:00:00+00:00,0.0,2018.0,2640.0
2019-01-03 02:00:00+00:00,0.0,1948.0,2638.0
2019-01-03 03:00:00+00:00,0.0,1922.0,2648.0
2019-01-03 04:00:00+00:00,0.0,1916.0,2638.0
2019-01-03 05:00:00+00:00,0.0,1932.0,2642.0
2019-01-03 06:00:00+00:00,0.0,1972.0,2664.0
2019-01-03 07:00:00+00:00,0.0,1906.0,2720.0
2019-01-03 08:00:00+00:00,422.0,1838.0,2742.0
2019-01-03 09:00:00+00:00,2381.0,1704.0,2760.0
2019-01-03 10:00:00+00:00,4466.0,1588.0,2736.0
2019-01-03 11:00:00+00:00,5292.0,1520.0,2716.0
2019-01-03 12:00:00+00:00,5046.0,1530.0,2732.0
2019-01-03 13:00:00+00:00,4413.0,1490.0,2734.0
2019-01-03 14:00:00+00:00,2359.0,1454.0,2768.0
2019-01-03 15:00:00+00:00,450.0,1468.0,2824.0
2019-01-03 16:00:00+00:00,0.0,1446.0,2878.0
2019-01-03 17:00:00+00:00,0.0,1452.0,2942.0
2019-01-03 18:00:00+00:00,0.0,1400.0,2978.0
2019-01-03 19:00:00+00:00,0.0,1282.0,3012.0
2019-01-03 20:00:00+00:00,0.0,1180.0,3040.0
2019-01-03 21:00:00+00:00,0.0,1098.0,3044.0
2019-01-03 22:00:00+00:00,0.0,1108.0,3050.0
2019-01-03 23:00:00+00:00,0.0,1110.0,3146.0
2019-01-04 00:00:00+00:00,0.0,1090.0,3086.0
2019-01-04 01:00:00+00:00,0.0,1130.0,3292.0
2019-01-04 02:00:00+00:00,0.0,1240.0,3484.0
2019-01-04 03:00:00+00:00,0.0,1398.0,3710.0
2019-01-04 04:00:00+00:00,0.0,1532.0,3804.0
2019-01-04 05:00:00+00:00,0.0,1666.0,3812.0
2019-01-04 06:00:00+00:00,0.0,1728.0,3764.0
2019-01-04 07:00:00+00:00,0.0,1720.0,3652.0
2019-01-04 08:00:00+00:00,563.0,1740.0,3636.0
2019-01-04 09:00:00+00:00,2868.0,1768.0,3602.0
2019-01-04 10:00:00+00:00,4961.0,1880.0,3654.0
2019-01-04 11:00:00+00:00,5924.0,2010.0,3654.0
2019-01-04 12:00:00+00:00,5970.0,2194.0,3720.0
2019-01-04 13:00:00+00:00,4624.0,2356.0,3838.0
2019-01-04 14:00:00+00:00,2445.0,2482.0,3766.0
2019-01-04 15:00:00+00:00,562.0,2824.0,4178.0
2019-01-04 16:00:00+00:00,0.0,3200.0,4404.0
2019-01-04 17:00:00+00:00,0.0,3522.0,4562.0
2019-01-04 18:00:00+00:00,0.0,3750.0,4616.0
2019-01-04 19:00:00+00:00,0.0,3726.0,4526.0
2019-01-04 20:00:00+00:00,0.0,3762.0,4446.0
2019-01-04 21:00:00+00:00,0.0,3766.0,4372.0
2019-01-04 22:00:00+00:00,0.0,3720.0,4218.0
2019-01-04 23:00:00+00:00,0.0,3694.0,4166.0
2019-01-05 00:00:00+00:00,0.0,3842.0,4212.0
2019-01-05 01:00:00+00:00,0.0,3840.0,4214.0
2019-01-05 02:00:00+00:00,0.0,3868.0,4212.0
2019-01-05 03:00:00+00:00,0.0,3882.0,4232.0
2019-01-05 04:00:00+00:00,0.0,3896.0,4190.0
2019-01-05 05:00:00+00:00,0.0,3868.0,4132.0
2019-01-05 06:00:00+00:00,0.0,3822.0,4100.0
2019-01-05 07:00:00+00:00,0.0,3736.0,4130.0
2019-01-05 08:00:00+00:00,414.0,3720.0,4250.0
2019-01-05 09:00:00+00:00,2203.0,3724.0,4340.0
2019-01-05 10:00:00+00:00,4193.0,3588.0,4362.0
2019-01-05 11:00:00+00:00,5526.0,3452.0,4416.0
2019-01-05 12:00:00+00:00,5369.0,3342.0,4674.0
2019-01-05 13:00:00+00:00,3918.0,3142.0,4816.0
2019-01-05 14:00:00+00:00,2084.0,2900.0,4830.0
2019-01-05 15:00:00+00:00,442.0,2748.0,4716.0
2019-01-05 16:00:00+00:00,0.0,2756.0,4824.0
2019-01-05 17:00:00+00:00,0.0,2778.0,4962.0
2019-01-05 18:00:00+00:00,0.0,2774.0,5196.0
2019-01-05 19:00:00+00:00,0.0,2662.0,5372.0
2019-01-05 20:00:00+00:00,0.0,2566.0,5560.0
2019-01-05 21:00:00+00:00,0.0,2472.0,5742.0
2019-01-05 22:00:00+00:00,0.0,2542.0,5830.0
2019-01-05 23:00:00+00:00,0.0,2598.0,5916.0
2019-01-06 00:00:00+00:00,0.0,2538.0,4906.0
2019-01-06 01:00:00+00:00,0.0,2342.0,4852.0
2019-01-06 02:00:00+00:00,0.0,2158.0,4832.0
2019-01-06 03:00:00+00:00,0.0,2172.0,4992.0
2019-01-06 04:00:00+00:00,0.0,2172.0,4880.0
2019-01-06 05:00:00+00:00,0.0,2154.0,4686.0
2019-01-06 06:00:00+00:00,0.0,1990.0,4378.0
2019-01-06 07:00:00+00:00,0.0,1800.0,3912.0
2019-01-06 08:00:00+00:00,73.0,1608.0,3416.0
2019-01-06 09:00:00+00:00,764.0,1414.0,2970.0
2019-01-06 10:00:00+00:00,1890.0,1282.0,2592.0
2019-01-06 11:00:00+00:00,2609.0,1244.0,2318.0
2019-01-06 12:00:00+00:00,2508.0,1194.0,2104.0
2019-01-06 13:00:00+00:00,1950.0,1116.0,1964.0
2019-01-06 14:00:00+00:00,1055.0,1042.0,1818.0
2019-01-06 15:00:00+00:00,165.0,992.0,1674.0
2019-01-06 16:00:00+00:00,0.0,1012.0,1612.0
2019-01-06 17:00:00+00:00,0.0,1036.0,1620.0
2019-01-06 18:00:00+00:00,0.0,1066.0,1700.0
2019-01-06 19:00:00+00:00,0.0,1060.0,1894.0
2019-01-06 20:00:00+00:00,0.0,1048.0,2200.0
2019-01-06 21:00:00+00:00,0.0,1050.0,2598.0
2019-01-06 22:00:00+00:00,0.0,1090.0,3102.0
2019-01-06 23:00:00+00:00,0.0,1178.0,3838.0
2019-01-07 00:00:00+00:00,0.0,1840.0,6310.0
2019-01-07 01:00:00+00:00,0.0,2148.0,7612.0
2019-01-07 02:00:00+00:00,0.0,2562.0,8814.0
2019-01-07 03:00:00+00:00,0.0,3058.0,10128.0
2019-01-07 04:00:00+00:00,0.0,3626.0,11442.0
2019-01-07 05:00:00+00:00,0.0,4142.0,12298.0
2019-01-07 06:00:00+00:00,0.0,4706.0,13430.0
2019-01-07 07:00:00+00:00,0.0,5474.0,14782.0
2019-01-07 08:00:00+00:00,143.0,6272.0,15806.0
2019-01-07 09:00:00+00:00,699.0,7078.0,16686.0
2019-01-07 10:00:00+00:00,1253.0,7840.0,17260.0
2019-01-07 11:00:00+00:00,1531.0,8514.0,17648.0
2019-01-07 12:00:00+00:00,1378.0,9018.0,17526.0
2019-01-07 13:00:00+00:00,978.0,9388.0,17606.0
2019-01-07 14:00:00+00:00,441.0,9726.0,17488.0
2019-01-07 15:00:00+00:00,55.0,10022.0,17080.0
2019-01-07 16:00:00+00:00,0.0,10226.0,16682.0
2019-01-07 17:00:00+00:00,0.0,10370.0,16394.0
2019-01-07 18:00:00+00:00,0.0,10516.0,16404.0
2019-01-07 19:00:00+00:00,0.0,10610.0,17292.0
2019-01-07 20:00:00+00:00,0.0,10658.0,17986.0
2019-01-07 21:00:00+00:00,0.0,10690.0,18610.0
2019-01-07 22:00:00+00:00,0.0,10738.0,18846.0
2019-01-07 23:00:00+00:00,0.0,10760.0,18880.0
2019-01-08 00:00:00+00:00,0.0,10340.0,17242.0
2019-01-08 01:00:00+00:00,0.0,10346.0,17074.0
2019-01-08 02:00:00+00:00,0.0,10358.0,16922.0
2019-01-08 03:00:00+00:00,0.0,10366.0,16558.0
2019-01-08 04:00:00+00:00,0.0,10318.0,16040.0
2019-01-08 05:00:00+00:00,0.0,10288.0,15500.0
2019-01-08 06:00:00+00:00,0.0,10226.0,14958.0
2019-01-08 07:00:00+00:00,0.0,10128.0,14440.0
2019-01-08 08:00:00+00:00,497.0,10060.0,13970.0
2019-01-08 09:00:00+00:00,2517.0,9992.0,13510.0
2019-01-08 10:00:00+00:00,4916.0,9964.0,13348.0
2019-01-08 11:00:00+00:00,6468.0,9944.0,13344.0
2019-01-08 12:00:00+00:00,6360.0,9938.0,13492.0
2019-01-08 13:00:00+00:00,4790.0,9906.0,13478.0
2019-01-08 14:00:00+00:00,2450.0,9820.0,12984.0
2019-01-08 15:00:00+00:00,510.0,9750.0,12538.0
2019-01-08 16:00:00+00:00,0.0,9694.0,12094.0
2019-01-08 17:00:00+00:00,0.0,9616.0,11656.0
2019-01-08 18:00:00+00:00,0.0,9486.0,11286.0
2019-01-08 19:00:00+00:00,0.0,9380.0,10632.0
2019-01-08 20:00:00+00:00,0.0,9220.0,9992.0
2019-01-08 21:00:00+00:00,0.0,9076.0,9364.0
2019-01-08 22:00:00+00:00,0.0,8996.0,8922.0
2019-01-08 23:00:00+00:00,0.0,8890.0,8398.0
