,Solar,Wind Onshore
2019-01-01 01:00:00+01:00,0.0,424.0
2019-01-01 01:15:00+01:00,0.0,408.0
2019-01-01 01:30:00+01:00,0.0,388.0
2019-01-01 01:45:00+01:00,0.0,372.0
2019-01-01 02:00:00+01:00,0.0,356.0
2019-01-01 02:15:00+01:00,0.0,344.0
2019-01-01 02:30:00+01:00,0.0,332.0
2019-01-01 02:45:00+01:00,0.0,320.0
2019-01-01 03:00:00+01:00,0.0,312.0
2019-01-01 03:15:00+01:00,0.0,312.0
2019-01-01 03:30:00+01:00,0.0,308.0
2019-01-01 03:45:00+01:00,0.0,304.0
2019-01-01 04:00:00+01:00,0.0,308.0
2019-01-01 04:15:00+01:00,0.0,316.0
2019-01-01 04:30:00+01:00,0.0,324.0
2019-01-01 04:45:00+01:00,0.0,332.0
2019-01-01 05:00:00+01:00,0.0,344.0
2019-01-01 05:15:00+01:00,0.0,360.0
2019-01-01 05:30:00+01:00,0.0,376.0
2019-01-01 05:45:00+01:00,0.0,392.0
2019-01-01 06:00:00+01:00,0.0,412.0
2019-01-01 06:15:00+01:00,0.0,432.0
2019-01-01 06:30:00+01:00,0.0,448.0
2019-01-01 06:45:00+01:00,0.0,468.0
2019-01-01 07:00:00+01:00,4.0,492.0
2019-01-01 07:15:00+01:00,8.0,512.0
2019-01-01 07:30:00+01:00,8.0,536.0
2019-01-01 07:45:00+01:00,12.0,560.0
2019-01-01 08:00:00+01:00,16.0,588.0
2019-01-01 08:15:00+01:00,20.0,620.0
2019-01-01 08:30:00+01:00,24.0,648.0
2019-01-01 08:45:00+01:00,28.0,680.0
2019-01-01 09:00:00+01:00,40.0,708.0
2019-01-01 09:15:00+01:00,48.0,732.0
2019-01-01 09:30:00+01:00,56.0,760.0
2019-01-01 09:45:00+01:00,64.0,784.0
2019-01-01 10:00:00+01:00,76.0,812.0
2019-01-01 10:15:00+01:00,88.0,832.0
2019-01-01 10:30:00+01:00,100.0,856.0
2019-01-01 10:45:00+01:00,112.0,880.0
2019-01-01 11:00:00+01:00,124.0,908.0
2019-01-01 11:15:00+01:00,136.0,936.0
2019-01-01 11:30:00+01:00,148.0,968.0
