,Solar,Wind Onshore
2019-01-03 10:00:00+01:00,372.0,10768.0
2019-01-03 11:00:00+01:00,524.0,10792.0
2019-01-03 12:00:00+01:00,568.0,10776.0
2019-01-03 13:00:00+01:00,500.0,10612.0
2019-01-03 14:00:00+01:00,316.0,10304.0
2019-01-03 15:00:00+01:00,132.0,10004.0
2019-01-03 16:00:00+01:00,40.0,9840.0
2019-01-03 17:00:00+01:00,16.0,9744.0
2019-01-03 18:00:00+01:00,16.0,9632.0
2019-01-03 19:00:00+01:00,0.0,9484.0
2019-01-03 20:00:00+01:00,0.0,9304.0
2019-01-03 21:00:00+01:00,0.0,9116.0
2019-01-03 22:00:00+01:00,0.0,8972.0
2019-01-03 23:00:00+01:00,0.0,8904.0
2019-01-04 00:00:00+01:00,0.0,9440.0
2019-01-04 01:00:00+01:00,0.0,9528.0
2019-01-04 02:00:00+01:00,0.0,9584.0
2019-01-04 03:00:00+01:00,0.0,9612.0
2019-01-04 04:00:00+01:00,0.0,9640.0
2019-01-04 05:00:00+01:00,0.0,9636.0
2019-01-04 06:00:00+01:00,0.0,9540.0
2019-01-04 07:00:00+01:00,44.0,9352.0
2019-01-04 08:00:00+01:00,112.0,9112.0
2019-01-04 09:00:00+01:00,240.0,8860.0
2019-01-04 10:00:00+01:00,400.0,8616.0
2019-01-04 11:00:00+01:00,624.0,8396.0
2019-01-04 12:00:00+01:00,660.0,8012.0
2019-01-04 13:00:00+01:00,584.0,7256.0
2019-01-04 14:00:00+01:00,372.0,6128.0
2019-01-04 15:00:00+01:00,152.0,4912.0
2019-01-04 16:00:00+01:00,48.0,3968.0
2019-01-04 17:00:00+01:00,16.0,3384.0
2019-01-04 18:00:00+01:00,16.0,3096.0
2019-01-04 19:00:00+01:00,0.0,3024.0
2019-01-04 20:00:00+01:00,0.0,3144.0
2019-01-04 21:00:00+01:00,0.0,3392.0
2019-01-04 22:00:00+01:00,0.0,3744.0
2019-01-04 23:00:00+01:00,0.0,4224.0
2019-01-05 00:00:00+01:00,0.0,5768.0
2019-01-05 01:00:00+01:00,0.0,6164.0
2019-01-05 02:00:00+01:00,0.0,6532.0
2019-01-05 03:00:00+01:00,0.0,6992.0
2019-01-05 04:00:00+01:00,0.0,7520.0
2019-01-05 05:00:00+01:00,0.0,7988.0
2019-01-05 06:00:00+01:00,0.0,8408.0
2019-01-05 07:00:00+01:00,28.0,8812.0
2019-01-05 08:00:00+01:00,52.0,9216.0
2019-01-05 09:00:00+01:00,104.0,9576.0
2019-01-05 10:00:00+01:00,184.0,9932.0
2019-01-05 11:00:00+01:00,264.0,10288.0
2019-01-05 12:00:00+01:00,268.0,10544.0
2019-01-05 13:00:00+01:00,232.0,10628.0
2019-01-05 14:00:00+01:00,144.0,10580.0
2019-01-05 15:00:00+01:00,72.0,10448.0
2019-01-05 16:00:00+01:00,24.0,10284.0
2019-01-05 17:00:00+01:00,16.0,10128.0
2019-01-05 18:00:00+01:00,16.0,9996.0
2019-01-05 19:00:00+01:00,0.0,9880.0
2019-01-05 20:00:00+01:00,0.0,9796.0
2019-01-05 21:00:00+01:00,0.0,9744.0
2019-01-05 22:00:00+01:00,0.0,9728.0
2019-01-05 23:00:00+01:00,0.0,9704.0
2019-01-06 00:00:00+01:00,0.0,9408.0
2019-01-06 01:00:00+01:00,0.0,9272.0
2019-01-06 02:00:00+01:00,0.0,9108.0
2019-01-06 03:00:00+01:00,0.0,9000.0
2019-01-06 04:00:00+01:00,0.0,8944.0
2019-01-06 05:00:00+01:00,0.0,8936.0
2019-01-06 06:00:00+01:00,0.0,8840.0
2019-01-06 07:00:00+01:00,28.0,8632.0
2019-01-06 08:00:00+01:00,64.0,8472.0
2019-01-06 09:00:00+01:00,140.0,8472.0
2019-01-06 10:00:00+01:00,236.0,8632.0
2019-01-06 11:00:00+01:00,352.0,8844.0
2019-01-06 12:00:00+01:00,400.0,9044.0
2019-01-06 13:00:00+01:00,384.0,9108.0
2019-01-06 14:00:00+01:00,280.0,9016.0
2019-01-06 15:00:00+01:00,132.0,8856.0
2019-01-06 16:00:00+01:00,40.0,8724.0
2019-01-06 17:00:00+01:00,16.0,8628.0
2019-01-06 18:00:00+01:00,16.0,8516.0
2019-01-06 19:00:00+01:00,0.0,8272.0
2019-01-06 20:00:00+01:00,0.0,7856.0
2019-01-06 21:00:00+01:00,0.0,7320.0
2019-01-06 22:00:00+01:00,0.0,6716.0
2019-01-06 23:00:00+01:00,0.0,6096.0
2019-01-07 00:00:00+01:00,0.0,5944.0
2019-01-07 01:00:00+01:00,0.0,5608.0
2019-01-07 02:00:00+01:00,0.0,5036.0
2019-01-07 03:00:00+01:00,0.0,4408.0
2019-01-07 04:00:00+01:00,0.0,3856.0
2019-01-07 05:00:00+01:00,0.0,3352.0
2019-01-07 06:00:00+01:00,0.0,2888.0
2019-01-07 07:00:00+01:00,24.0,2376.0
2019-01-07 08:00:00+01:00,52.0,1828.0
2019-01-07 09:00:00+01:00,100.0,1344.0
2019-01-07 10:00:00+01:00,168.0,1036.0
2019-01-07 11:00:00+01:00,232.0,892.0
2019-01-07 12:00:00+01:00,256.0,832.0
2019-01-07 13:00:00+01:00,240.0,776.0
2019-01-07 14:00:00+01:00,176.0,712.0
2019-01-07 15:00:00+01:00,84.0,660.0
2019-01-07 16:00:00+01:00,32.0,648.0
2019-01-07 17:00:00+01:00,16.0,720.0
2019-01-07 18:00:00+01:00,16.0,888.0
2019-01-07 19:00:00+01:00,0.0,1096.0
2019-01-07 20:00:00+01:00,0.0,1312.0
2019-01-07 21:00:00+01:00,0.0,1472.0
2019-01-07 22:00:00+01:00,0.0,1576.0
2019-01-07 23:00:00+01:00,0.0,1628.0
2019-01-08 00:00:00+01:00,0.0,1752.0
2019-01-08 01:00:00+01:00,0.0,1856.0
2019-01-08 02:00:00+01:00,0.0,1960.0
2019-01-08 03:00:00+01:00,0.0,2144.0
2019-01-08 04:00:00+01:00,0.0,2440.0
2019-01-08 05:00:00+01:00,0.0,2808.0
2019-01-08 06:00:00+01:00,0.0,3232.0
2019-01-08 07:00:00+01:00,20.0,3680.0
2019-01-08 08:00:00+01:00,44.0,4112.0
2019-01-08 09:00:00+01:00,108.0,4460.0
2019-01-08 10:00:00+01:00,208.0,4748.0
2019-01-08 11:00:00+01:00,320.0,5264.0
2019-01-08 12:00:00+01:00,424.0,6072.0
2019-01-08 13:00:00+01:00,492.0,6816.0
2019-01-08 14:00:00+01:00,416.0,7412.0
2019-01-08 15:00:00+01:00,224.0,7908.0
2019-01-08 16:00:00+01:00,68.0,8336.0
2019-01-08 17:00:00+01:00,16.0,8656.0
2019-01-08 18:00:00+01:00,16.0,8872.0
2019-01-08 19:00:00+01:00,0.0,9000.0
2019-01-08 20:00:00+01:00,0.0,9048.0
2019-01-08 21:00:00+01:00,0.0,9068.0
2019-01-08 22:00:00+01:00,0.0,9100.0
2019-01-08 23:00:00+01:00,0.0,9136.0
2019-01-09 00:00:00+01:00,0.0,9200.0
