Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,hydro,solar,wind
38208,2023-05-12 00:00:00,2024-07-17 00:00:00,3.1,386.06,1447.0,312.0,1164.0,55.0,587.0
38209,2023-05-12 01:00:00,2024-07-17 00:00:00,3.1,371.99,1458.0,320.0,1252.0,20.0,689.0
38210,2023-05-12 02:00:00,2024-07-17 00:00:00,3.1,423.76,1790.0,426.0,1265.0,5.0,557.0
38211,2023-05-12 03:00:00,2024-07-17 00:00:00,3.1,454.44,1980.0,504.0,1239.0,0.0,470.0
38212,2023-05-12 04:00:00,2024-07-17 00:00:00,3.1,438.81,1871.0,367.0,1218.0,0.0,530.0
38213,2023-05-12 05:00:00,2024-07-17 00:00:00,3.1,433.71,1783.0,359.0,1165.0,0.0,548.0
38214,2023-05-12 06:00:00,2024-07-17 00:00:00,3.1,436.52,1634.0,327.0,1027.0,0.0,518.0
38215,2023-05-12 07:00:00,2024-07-17 00:00:00,3.1,462.48,1714.0,351.0,984.0,0.0,423.0
38216,2023-05-12 08:00:00,2024-07-17 00:00:00,3.1,419.4,1553.0,332.0,1109.0,0.0,507.0
38217,2023-05-12 09:00:00,2024-07-17 00:00:00,3.1,394.1,1357.0,291.0,1107.0,0.0,512.0
38218,2023-05-12 10:00:00,2024-07-17 00:00:00,3.1,359.13,1141.0,274.0,1111.0,0.0,544.0
38219,2023-05-12 11:00:00,2024-07-17 00:00:00,3.1,356.74,1081.0,272.0,1029.0,0.0,563.0
38220,2023-05-12 12:00:00,2024-07-17 00:00:00,3.1,352.07,1086.0,273.0,1092.0,0.0,550.0
38221,2023-05-12 13:00:00,2024-07-17 00:00:00,3.1,343.17,1109.0,288.0,1175.0,7.0,584.0
38222,2023-05-12 14:00:00,2024-07-17 00:00:00,3.1,362.79,1304.0,315.0,1168.0,33.0,654.0
38223,2023-05-12 15:00:00,2024-07-17 00:00:00,3.1,323.37,1141.0,277.0,1186.0,63.0,769.0
38224,2023-05-12 16:00:00,2024-07-17 00:00:00,3.1,315.75,1131.0,283.0,1090.0,110.0,892.0
38225,2023-05-12 17:00:00,2024-07-17 00:00:00,3.1,313.21,1129.0,295.0,1043.0,154.0,931.0
38226,2023-05-12 18:00:00,2024-07-17 00:00:00,3.1,318.52,1127.0,304.0,1023.0,185.0,863.0
38227,2023-05-12 19:00:00,2024-07-17 00:00:00,3.1,317.5,1127.0,325.0,1036.0,193.0,867.0
38228,2023-05-12 20:00:00,2024-07-17 00:00:00,3.1,320.86,1125.0,390.0,1033.0,178.0,877.0
38229,2023-05-12 21:00:00,2024-07-17 00:00:00,3.1,320.02,1124.0,412.0,1064.0,155.0,888.0
38230,2023-05-12 22:00:00,2024-07-17 00:00:00,3.1,319.19,1121.0,374.0,1078.0,123.0,887.0
38231,2023-05-12 23:00:00,2024-07-17 00:00:00,3.1,315.25,1124.0,373.0,1127.0,89.0,921.0
