Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,hydro,solar,wind
38904,2023-06-10 00:00:00,2024-07-17 00:00:00,3.1,415.98,1781.0,271.0,1335.0,69.0,471.0
38905,2023-06-10 01:00:00,2024-07-17 00:00:00,3.1,398.18,1838.0,271.0,1332.0,52.0,732.0
38906,2023-06-10 02:00:00,2024-07-17 00:00:00,3.1,418.33,1956.0,302.0,1335.0,17.0,674.0
38907,2023-06-10 03:00:00,2024-07-17 00:00:00,3.1,498.43,2498.0,449.0,1341.0,0.0,335.0
38908,2023-06-10 04:00:00,2024-07-17 00:00:00,3.1,515.14,2646.0,398.0,1311.0,0.0,303.0
38909,2023-06-10 05:00:00,2024-07-17 00:00:00,3.1,524.86,2577.0,344.0,1233.0,0.0,255.0
38910,2023-06-10 06:00:00,2024-07-17 00:00:00,3.1,554.29,2631.0,369.0,1167.0,0.0,104.0
38911,2023-06-10 07:00:00,2024-07-17 00:00:00,3.1,575.35,2671.0,284.0,1086.0,0.0,54.0
38912,2023-06-10 08:00:00,2024-07-17 00:00:00,3.1,563.66,2662.0,233.0,1121.0,0.0,109.0
38913,2023-06-10 09:00:00,2024-07-17 00:00:00,3.1,538.89,2505.0,206.0,1103.0,0.0,239.0
38914,2023-06-10 10:00:00,2024-07-17 00:00:00,3.1,537.08,2422.0,204.0,1081.0,0.0,230.0
38915,2023-06-10 11:00:00,2024-07-17 00:00:00,3.1,530.99,2316.0,190.0,1031.0,0.0,267.0
38916,2023-06-10 12:00:00,2024-07-17 00:00:00,3.1,507.1,2180.0,184.0,1079.0,1.0,317.0
38917,2023-06-10 13:00:00,2024-07-17 00:00:00,3.1,489.57,2048.0,175.0,1083.0,48.0,316.0
38918,2023-06-10 14:00:00,2024-07-17 00:00:00,3.1,484.05,1925.0,170.0,1091.0,150.0,169.0
38919,2023-06-10 15:00:00,2024-07-17 00:00:00,3.1,481.25,2016.0,171.0,1185.0,191.0,126.0
38920,2023-06-10 16:00:00,2024-07-17 00:00:00,3.1,469.4,1917.0,170.0,1181.0,198.0,143.0
38921,2023-06-10 17:00:00,2024-07-17 00:00:00,3.1,464.59,1893.0,172.0,1194.0,199.0,149.0
38922,2023-06-10 18:00:00,2024-07-17 00:00:00,3.1,464.84,1938.0,177.0,1200.0,190.0,185.0
38923,2023-06-10 19:00:00,2024-07-17 00:00:00,3.1,482.34,2169.0,187.0,1217.0,174.0,212.0
38924,2023-06-10 20:00:00,2024-07-17 00:00:00,3.1,505.83,2368.0,204.0,1225.0,144.0,170.0
38925,2023-06-10 21:00:00,2024-07-17 00:00:00,3.1,529.86,2622.0,234.0,1243.0,102.0,141.0
38926,2023-06-10 22:00:00,2024-07-17 00:00:00,3.1,516.32,2633.0,224.0,1280.0,110.0,221.0
38927,2023-06-10 23:00:00,2024-07-17 00:00:00,3.1,511.97,2634.0,230.0,1310.0,111.0,230.0
