UTC time,creation_time (UTC),version,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_coal_production_forecast,avg_nat_gas_production_forecast,avg_hydro_production_forecast,avg_solar_production_forecast,avg_wind_production_forecast
2023-11-14 00:00:00,2024-07-17 00:00:00,3.1,3.249058434570144,282.67067186321265,269.1811616449326,309.9773185052269,0.0039959650180201,2328.5392,171.01387,583.67493,121.41805,894.22517
2023-11-14 01:00:00,2024-07-17 00:00:00,3.1,2.965428412528003,280.2268945208499,268.7424494641334,0.099195111946346,0.0,2395.935,172.54559,615.48201,108.62529,894.9059
2023-11-14 02:00:00,2024-07-17 00:00:00,3.1,2.965428412528003,280.2268945208499,268.7424494641334,0.099195111946346,0.0,2419.58099,181.82516,616.9033,95.56748,879.69805
2023-11-14 03:00:00,2024-07-17 00:00:00,3.1,2.965428412528003,280.2268945208499,268.7424494641334,0.099195111946346,0.0,2468.39099,173.73039,608.79681,85.27443,854.51948
2023-11-14 04:00:00,2024-07-17 00:00:00,3.1,2.8773468497209307,279.08718082424014,268.5913049229548,0.0495734351102394,0.0,2396.13577,182.18599,612.58506,71.59344,773.26045
2023-11-14 05:00:00,2024-07-17 00:00:00,3.1,2.8773468497209307,279.08718082424014,268.5913049229548,0.0495734351102394,0.0,2418.1197,183.63448,574.64314,52.77123,751.0817
2023-11-14 06:00:00,2024-07-17 00:00:00,3.1,2.8773468497209307,279.08718082424014,268.5913049229548,0.0495734351102394,0.0,2401.34562,189.65398,548.21023,28.63124,699.83543
2023-11-14 07:00:00,2024-07-17 00:00:00,3.1,2.7333933351659723,278.3286734983011,268.3292721717955,0.0,6.00801812054532e-05,2380.11243,178.22262,531.78988,13.87293,665.79432
2023-11-14 08:00:00,2024-07-17 00:00:00,3.1,2.7333933351659723,278.3286734983011,268.3292721717955,0.0,6.00801812054532e-05,2298.02934,169.59303,485.14881,3.16459,680.74561
2023-11-14 09:00:00,2024-07-17 00:00:00,3.1,2.7333933351659723,278.3286734983011,268.3292721717955,0.0,6.00801812054532e-05,2239.36236,169.28585,503.80447,0.0,733.26095
