UTC time,creation_time (UTC),version,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_coal_production_forecast,avg_nat_gas_production_forecast,avg_hydro_production_forecast,avg_solar_production_forecast,avg_wind_production_forecast
2023-04-02 00:00:00,2024-07-17 00:00:00,3.1,6.527469703880586,281.7479006890572,269.3491822715031,643.1047745352528,0.1948753379387141,2033.07053,205.23504,584.65773,32.74308,795.60849
2023-04-02 01:00:00,2024-07-17 00:00:00,3.1,4.60911229194601,277.3984890536432,268.7616983843212,44.52606468037301,0.0813569191169493,2060.05854,203.74673,554.1753,32.89979,755.41766
2023-04-02 02:00:00,2024-07-17 00:00:00,3.1,4.60911229194601,277.3984890536432,268.7616983843212,44.52606468037301,0.0813569191169493,2091.2124,205.8471,555.48021,30.92382,745.70421
2023-04-02 03:00:00,2024-07-17 00:00:00,3.1,4.60911229194601,277.3984890536432,268.7616983843212,44.52606468037301,0.0813569191169493,2131.47871,201.19966,562.02942,30.50725,755.36854
2023-04-02 04:00:00,2024-07-17 00:00:00,3.1,4.22788690587595,275.7591864100576,268.6518911051017,22.26295182188508,0.2341886214922698,2163.40302,202.50038,573.35578,29.82154,706.4211
2023-04-02 05:00:00,2024-07-17 00:00:00,3.1,4.22788690587595,275.7591864100576,268.6518911051017,22.26295182188508,0.2341886214922698,2155.97279,205.59165,576.33572,28.12608,696.1286
2023-04-02 06:00:00,2024-07-17 00:00:00,3.1,4.22788690587595,275.7591864100576,268.6518911051017,22.26295182188508,0.2341886214922698,2166.87666,207.06741,597.82271,24.28144,717.02493
2023-04-02 07:00:00,2024-07-17 00:00:00,3.1,4.062041095424676,274.43511297766486,268.14653956619486,0.0,0.2432111111125556,2143.17653,199.38984,590.47137,20.35356,715.16917
2023-04-02 08:00:00,2024-07-17 00:00:00,3.1,4.062041095424676,274.43511297766486,268.14653956619486,0.0,0.2432111111125556,2148.56759,200.94852,590.90524,18.00922,759.71441
2023-04-02 09:00:00,2024-07-17 00:00:00,3.1,4.062041095424676,274.43511297766486,268.14653956619486,0.0,0.2432111111125556,2144.86483,197.19352,591.48129,18.85241,796.73029
