datetime,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_coal_production_forecast,avg_nat_gas_production_forecast,avg_hydro_production_forecast,avg_solar_production_forecast,avg_wind_production_forecast
2023-06-27 00:00:00,4.243438149541256,292.28483669468835,280.0990262521706,137.84392865926375,0.4095699053573572,2510.81495,76.59423,1443.19122,11036.26,4055.49998
2023-06-27 01:00:00,4.243438149541256,292.28483669468835,280.0990262521706,137.84392865926375,0.4095699053573572,2452.00432,73.17078,1485.27838,6677.44026,4104.36999
2023-06-27 02:00:00,4.243438149541256,292.28483669468835,280.0990262521706,137.84392865926375,0.4095699053573572,2412.8511,71.2482,1458.86894,1746.83006,4250.09999
2023-06-27 03:00:00,4.243438149541256,292.28483669468835,280.0990262521706,137.84392865926375,0.4095699053573572,2365.02529,74.23989,1435.53157,6.09,4194.19014
2023-06-27 04:00:00,3.712114296609676,289.87450199351946,279.9019152671989,137.84392865926375,0.4095699053573572,2299.03496,69.92299,1359.6679,0.0,4226.61014
2023-06-27 05:00:00,3.712114296609676,289.87450199351946,279.9019152671989,137.84392865926375,0.4095699053573572,2208.87648,71.65163,1315.86545,0.0,4272.15015
2023-06-27 06:00:00,3.712114296609676,289.87450199351946,279.9019152671989,137.84392865926375,0.4095699053573572,2102.24296,74.16003,1267.01951,0.0,4312.4001
2023-06-27 07:00:00,3.302478556189093,288.4986387848041,279.86927495982366,68.96111958660791,0.7187010821501638,2036.40594,75.50864,1188.09138,0.0,4406.75985
2023-06-27 08:00:00,3.302478556189093,288.4986387848041,279.86927495982366,68.96111958660791,0.7187010821501638,1919.13333,74.75722,1118.86775,0.0,4367.38992
2023-06-27 09:00:00,3.302478556189093,288.4986387848041,279.86927495982366,68.96111958660791,0.7187010821501638,1950.1027,77.99969,1125.98984,0.0,4311.55017
2023-06-27 10:00:00,3.181447195897972,287.817253787134,280.2720048018556,0.0,0.9191375791151868,1966.28213,78.28433,1133.98697,0.0,4189.35992
2023-06-27 11:00:00,3.181447195897972,287.817253787134,280.2720048018556,0.0,0.9191375791151868,1970.74899,82.70147,1132.34605,0.0,3994.89018
2023-06-27 12:00:00,3.181447195897972,287.817253787134,280.2720048018556,0.0,0.9191375791151868,1970.6952,84.70019,1110.14599,45.7,3730.68012
2023-06-27 13:00:00,4.423786007758903,293.14323944486,281.07278124688105,2.215573667352708,1.094432643338388,1995.03231,83.54616,1106.18253,2600.85003,3335.16983
2023-06-27 14:00:00,4.423786007758903,293.14323944486,281.07278124688105,2.215573667352708,1.094432643338388,2078.9946,83.24629,1136.48262,8045.60966,2753.97003
2023-06-27 15:00:00,4.423786007758903,293.14323944486,281.07278124688105,2.215573667352708,1.094432643338388,2134.68837,81.68414,1095.37529,11741.30002,2145.65003
2023-06-27 16:00:00,5.630063439203655,297.63643146408646,280.53839568523574,255.7907319194627,1.241562342450754,2228.1114,74.91564,1240.83027,13072.48016,1692.71994
2023-06-27 17:00:00,5.630063439203655,297.63643146408646,280.53839568523574,255.7907319194627,1.241562342450754,2292.08608,75.64887,1209.85001,13704.60956,1415.58997
2023-06-27 18:00:00,5.630063439203655,297.63643146408646,280.53839568523574,255.7907319194627,1.241562342450754,2330.02512,73.9149,1231.64208,14054.69955,1301.36003
2023-06-27 19:00:00,6.321309630498153,299.4548101073967,279.92654403008464,490.3449912518031,1.473925851698712,2414.9264,79.28203,1272.16872,14132.87968,1378.38001
2023-06-27 20:00:00,6.321309630498153,299.4548101073967,279.92654403008464,490.3449912518031,1.473925851698712,2455.28842,79.06512,1341.85649,14080.09047,1670.58004
2023-06-27 21:00:00,6.321309630498153,299.4548101073967,279.92654403008464,490.3449912518031,1.473925851698712,2525.00685,77.98021,1406.76189,13935.27932,2076.47008
2023-06-27 22:00:00,6.201136420012293,297.6481288926192,280.6389804039422,833.5976597377003,1.8031660835885828,2537.50976,77.21585,1480.49092,13549.27937,2514.57994
2023-06-27 23:00:00,6.201136420012293,297.6481288926192,280.6389804039422,833.5976597377003,1.8031660835885828,2481.04802,76.95406,1456.113,12807.84931,2920.32007
2023-06-28 00:00:00,6.201136420012293,297.6481288926192,280.6389804039422,833.5976597377003,1.8031660835885828,2643.47921,76.59423,1463.22936,20.80781,457.74566
2023-06-28 01:00:00,4.436603904899531,292.16676732690166,281.02966901774454,683.4555403930483,2.457014758942102,2571.25589,73.17078,1508.2438,16.81955,470.1576
2023-06-28 02:00:00,4.436603904899531,292.16676732690166,281.02966901774454,683.4555403930483,2.457014758942102,2522.53351,71.2482,1484.11003,45.71883,463.16201
2023-06-28 03:00:00,4.436603904899531,292.16676732690166,281.02966901774454,683.4555403930483,2.457014758942102,2461.46591,74.23989,1452.84427,17.52358,464.55138
2023-06-28 04:00:00,3.349645399793065,289.9412936859087,280.9194174004317,123.13412210995789,3.5193343231487018,2387.25825,69.92299,1364.92211,0.0,469.36262
2023-06-28 05:00:00,3.349645399793065,289.9412936859087,280.9194174004317,123.13412210995789,3.5193343231487018,2287.11225,71.65163,1310.68583,0.0,464.46187
2023-06-28 06:00:00,3.349645399793065,289.9412936859087,280.9194174004317,123.13412210995789,3.5193343231487018,2169.91226,74.16003,1240.88516,0.0,465.77203
