Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,hydro,solar,wind
41904,2023-10-13 00:00:00,2024-07-17 00:00:00,3.1,431.26,2087.0,196.0,655.0,28.0,880.0
41905,2023-10-13 01:00:00,2024-07-17 00:00:00,3.1,417.09,2065.0,175.0,700.0,2.0,976.0
41906,2023-10-13 02:00:00,2024-07-17 00:00:00,3.1,420.37,2084.0,106.0,726.0,0.0,945.0
41907,2023-10-13 03:00:00,2024-07-17 00:00:00,3.1,435.53,2157.0,106.0,712.0,0.0,879.0
41908,2023-10-13 04:00:00,2024-07-17 00:00:00,3.1,456.74,2350.0,107.0,681.0,0.0,859.0
41909,2023-10-13 05:00:00,2024-07-17 00:00:00,3.1,463.11,2256.0,106.0,516.0,0.0,909.0
41910,2023-10-13 06:00:00,2024-07-17 00:00:00,3.1,482.01,2249.0,108.0,389.0,0.0,883.0
41911,2023-10-13 07:00:00,2024-07-17 00:00:00,3.1,488.22,2305.0,108.0,383.0,0.0,874.0
41912,2023-10-13 08:00:00,2024-07-17 00:00:00,3.1,477.1,2235.0,108.0,381.0,0.0,920.0
41913,2023-10-13 09:00:00,2024-07-17 00:00:00,3.1,477.45,2106.0,108.0,379.0,0.0,843.0
41914,2023-10-13 10:00:00,2024-07-17 00:00:00,3.1,484.85,2098.0,108.0,368.0,0.0,797.0
41915,2023-10-13 11:00:00,2024-07-17 00:00:00,3.1,482.75,2116.0,108.0,378.0,0.0,812.0
41916,2023-10-13 12:00:00,2024-07-17 00:00:00,3.1,474.54,2218.0,110.0,408.0,0.0,902.0
41917,2023-10-13 13:00:00,2024-07-17 00:00:00,3.1,466.37,2360.0,135.0,507.0,0.0,951.0
41918,2023-10-13 14:00:00,2024-07-17 00:00:00,3.1,454.86,2359.0,137.0,547.0,22.0,988.0
41919,2023-10-13 15:00:00,2024-07-17 00:00:00,3.1,414.47,2037.0,132.0,535.0,140.0,1009.0
41920,2023-10-13 16:00:00,2024-07-17 00:00:00,3.1,390.7,1834.0,85.0,526.0,219.0,984.0
41921,2023-10-13 17:00:00,2024-07-17 00:00:00,3.1,388.1,1846.0,84.0,509.0,229.0,1027.0
41922,2023-10-13 18:00:00,2024-07-17 00:00:00,3.1,384.08,1834.0,83.0,507.0,229.0,1056.0
41923,2023-10-13 19:00:00,2024-07-17 00:00:00,3.1,381.8,1844.0,83.0,511.0,227.0,1086.0
41924,2023-10-13 20:00:00,2024-07-17 00:00:00,3.1,379.98,1838.0,83.0,522.0,221.0,1093.0
41925,2023-10-13 21:00:00,2024-07-17 00:00:00,3.1,378.68,1852.0,84.0,545.0,228.0,1090.0
41926,2023-10-13 22:00:00,2024-07-17 00:00:00,3.1,381.36,1889.0,84.0,565.0,233.0,1075.0
41927,2023-10-13 23:00:00,2024-07-17 00:00:00,3.1,386.67,1925.0,83.0,628.0,197.0,1030.0
