UTC time,coal,nat_gas,hydro,solar,wind
2023-04-14 00:00:00,2209.0,391.0,864.0,35.0,700.0
2023-04-14 01:00:00,2320.0,407.0,901.0,21.0,702.0
2023-04-14 02:00:00,2164.0,313.0,965.0,4.0,871.0
2023-04-14 03:00:00,2147.0,317.0,947.0,0.0,874.0
2023-04-14 04:00:00,1910.0,280.0,903.0,0.0,918.0
2023-04-14 05:00:00,1741.0,270.0,834.0,0.0,980.0
2023-04-14 06:00:00,1693.0,278.0,756.0,0.0,1038.0
2023-04-14 07:00:00,1658.0,271.0,679.0,0.0,984.0
2023-04-14 08:00:00,1692.0,278.0,688.0,0.0,953.0
2023-04-14 09:00:00,1621.0,316.0,698.0,0.0,967.0
2023-04-14 10:00:00,1585.0,266.0,700.0,0.0,1050.0
2023-04-14 11:00:00,1583.0,282.0,760.0,0.0,1050.0
2023-04-14 12:00:00,1566.0,271.0,820.0,0.0,1053.0
2023-04-14 13:00:00,1411.0,352.0,939.0,1.0,1054.0
2023-04-14 14:00:00,1544.0,352.0,883.0,14.0,1025.0
2023-04-14 15:00:00,1441.0,298.0,824.0,90.0,1019.0
2023-04-14 16:00:00,1475.0,324.0,772.0,116.0,939.0
2023-04-14 17:00:00,1638.0,415.0,760.0,128.0,726.0
2023-04-14 18:00:00,1703.0,396.0,714.0,131.0,702.0
2023-04-14 19:00:00,1688.0,382.0,701.0,123.0,817.0
2023-04-14 20:00:00,1550.0,339.0,697.0,87.0,882.0
2023-04-14 21:00:00,1697.0,418.0,694.0,68.0,683.0
2023-04-14 22:00:00,1742.0,447.0,726.0,55.0,626.0
2023-04-14 23:00:00,1594.0,342.0,799.0,47.0,723.0
