UTC time,coal,nat_gas,hydro,solar,wind
2023-02-03 00:00:00,2426.0,341.0,596.0,67.0,339.0
2023-02-03 01:00:00,2530.0,499.0,700.0,2.0,379.0
2023-02-03 02:00:00,2623.0,523.0,732.0,0.0,420.0
2023-02-03 03:00:00,2633.0,422.0,733.0,0.0,689.0
2023-02-03 04:00:00,2587.0,380.0,676.0,0.0,817.0
2023-02-03 05:00:00,2500.0,383.0,590.0,0.0,860.0
2023-02-03 06:00:00,2327.0,320.0,470.0,0.0,912.0
2023-02-03 07:00:00,2373.0,323.0,424.0,0.0,977.0
2023-02-03 08:00:00,2310.0,340.0,389.0,0.0,940.0
2023-02-03 09:00:00,2313.0,341.0,396.0,0.0,874.0
2023-02-03 10:00:00,2322.0,340.0,396.0,0.0,843.0
2023-02-03 11:00:00,2286.0,343.0,419.0,0.0,862.0
2023-02-03 12:00:00,2369.0,362.0,501.0,0.0,875.0
2023-02-03 13:00:00,2415.0,396.0,521.0,0.0,819.0
2023-02-03 14:00:00,2449.0,447.0,652.0,0.0,799.0
2023-02-03 15:00:00,2562.0,473.0,662.0,24.0,779.0
2023-02-03 16:00:00,2540.0,401.0,612.0,133.0,703.0
2023-02-03 17:00:00,2524.0,366.0,543.0,175.0,671.0
2023-02-03 18:00:00,2413.0,392.0,511.0,169.0,625.0
2023-02-03 19:00:00,2380.0,320.0,480.0,168.0,632.0
2023-02-03 20:00:00,2398.0,321.0,458.0,163.0,606.0
2023-02-03 21:00:00,2435.0,321.0,445.0,165.0,520.0
2023-02-03 22:00:00,2497.0,320.0,454.0,141.0,511.0
2023-02-03 23:00:00,2532.0,320.0,516.0,75.0,542.0
