Unnamed: 0,UTC time,carbon_intensity,coal,nat_gas,nuclear,oil,hydro,solar,wind,biomass,geothermal,unknown
39984,2023-07-25 00:00:00,460.91,402.0,2117.0,0.0,7.0,216.0,0.0,252.0,0.0,0.0,2.0
39985,2023-07-25 01:00:00,475.01,417.0,2091.0,0.0,25.0,215.0,0.0,179.0,0.0,0.0,2.0
39986,2023-07-25 02:00:00,496.78,415.0,2096.0,0.0,249.0,216.0,0.0,116.0,0.0,0.0,2.0
39987,2023-07-25 03:00:00,507.01,400.0,1965.0,0.0,425.0,217.0,0.0,97.0,0.0,0.0,2.0
39988,2023-07-25 04:00:00,510.2,423.0,2063.0,0.0,399.0,211.0,0.0,86.0,0.0,0.0,2.0
39989,2023-07-25 05:00:00,511.97,429.0,2164.0,0.0,413.0,216.0,0.0,73.0,0.0,0.0,2.0
39990,2023-07-25 06:00:00,511.69,441.0,2341.0,0.0,411.0,214.0,0.0,76.0,0.0,0.0,2.0
39991,2023-07-25 07:00:00,531.25,537.0,2380.0,0.0,660.0,215.0,0.0,51.0,0.0,0.0,2.0
39992,2023-07-25 08:00:00,534.41,506.0,2165.0,0.0,877.0,214.0,0.0,78.0,0.0,0.0,2.0
39993,2023-07-25 09:00:00,518.04,412.0,2118.0,0.0,878.0,216.0,0.0,147.0,0.0,0.0,2.0
39994,2023-07-25 10:00:00,505.86,414.0,2103.0,0.0,855.0,219.0,0.0,232.0,0.0,0.0,2.0
39995,2023-07-25 11:00:00,489.84,417.0,2119.0,0.0,851.0,229.0,0.0,351.0,0.0,0.0,2.0
39996,2023-07-25 12:00:00,479.79,405.0,2129.0,0.0,841.0,231.0,0.0,422.0,0.0,0.0,2.0
39997,2023-07-25 13:00:00,471.55,448.0,2105.0,0.0,762.0,230.0,0.0,496.0,0.0,0.0,2.0
39998,2023-07-25 14:00:00,470.8,420.0,2091.0,0.0,837.0,230.0,0.0,510.0,0.0,0.0,2.0
39999,2023-07-25 15:00:00,465.46,397.0,2124.0,0.0,855.0,224.0,0.0,555.0,0.0,0.0,2.0
40000,2023-07-25 16:00:00,454.73,428.0,2263.0,0.0,869.0,215.0,0.0,707.0,0.0,0.0,2.0
40001,2023-07-25 17:00:00,470.05,561.0,2439.0,0.0,797.0,209.0,0.0,644.0,0.0,0.0,2.0
40002,2023-07-25 18:00:00,466.25,448.0,2343.0,0.0,841.0,215.0,0.0,602.0,0.0,0.0,2.0
40003,2023-07-25 19:00:00,467.64,437.0,2220.0,0.0,829.0,211.0,0.0,573.0,0.0,0.0,2.0
40004,2023-07-25 20:00:00,465.71,433.0,2226.0,0.0,823.0,214.0,0.0,583.0,0.0,0.0,2.0
40005,2023-07-25 21:00:00,430.63,300.0,2135.0,0.0,803.0,211.0,0.0,797.0,0.0,0.0,2.0
40006,2023-07-25 22:00:00,406.98,244.0,2088.0,0.0,641.0,210.0,0.0,884.0,0.0,0.0,2.0
40007,2023-07-25 23:00:00,376.66,240.0,2098.0,0.0,537.0,211.0,0.0,1141.0,0.0,0.0,2.0
